id,poNumber,vendorId,requestId,amount,status,category,itemName,quantity,orderDate,expectedDeliveryDate,actualDeliveryDate
245,PO-2026-000245,88,170,424186,Approved,Electronics,Supply Item 39,584,2026-07-27,2026-09-22,
246,PO-2026-000246,4,174,201734,Cancelled,Logistics,Supply Item 147,1250,2025-10-03,2025-11-13,
247,PO-2026-000247,50,96,317051,Cancelled,IT Services,Supply Item 181,1766,2024-04-29,2024-06-25,
248,PO-2026-000248,41,364,21582,Draft,Maintenance Services,Supply Item 61,771,2024-10-05,2024-11-07,
249,PO-2026-000249,58,425,163664,Approved,Logistics,Supply Item 29,776,2024-08-09,2024-09-18,
250,PO-2026-000250,5,399,110957,Ordered,Raw Materials,Supply Item 124,1863,2026-07-24,2026-08-05,
251,PO-2026-000251,65,79,104725,Completed,IT Services,Supply Item 199,680,2024-12-14,2025-01-20,2025-01-27
252,PO-2026-000252,19,394,56512,Completed,Packaging,Supply Item 186,84,2026-04-21,2026-05-31,2026-06-30
253,PO-2026-000253,59,199,379172,Draft,Raw Materials,Supply Item 80,1919,2026-06-04,2026-07-14,
254,PO-2026-000254,6,352,449661,Approved,Maintenance Services,Supply Item 12,221,2025-08-31,2025-09-12,
255,PO-2026-000255,67,393,350497,Draft,IT Services,Supply Item 164,1837,2026-02-02,2026-02-28,
256,PO-2026-000256,27,165,110148,Approved,Office Supplies,Supply Item 198,913,2024-07-16,2024-08-10,
257,PO-2026-000257,86,61,147949,Approved,Electronics,Supply Item 4,1972,2024-06-01,2024-06-18,
258,PO-2026-000258,80,287,274515,Delivered,Office Supplies,Supply Item 70,299,2024-04-14,2024-05-04,2024-05-04
259,PO-2026-000259,91,412,153513,Pending Approval,Electronics,Supply Item 80,1265,2025-08-10,2025-09-01,
260,PO-2026-000260,44,277,237599,Draft,Maintenance Services,Supply Item 173,113,2024-02-21,2024-03-07,
261,PO-2026-000261,14,197,33206,Ordered,Logistics,Supply Item 181,1230,2024-03-29,2024-05-02,
262,PO-2026-000262,76,323,443396,Ordered,Office Supplies,Supply Item 80,690,2025-12-07,2026-01-27,
263,PO-2026-000263,26,366,402621,Delivered,Maintenance Services,Supply Item 146,279,2025-11-17,2026-01-14,2026-01-14
264,PO-2026-000264,12,417,425662,Ordered,Electronics,Supply Item 117,645,2026-07-30,2026-09-19,
265,PO-2026-000265,88,330,377357,Ordered,Packaging,Supply Item 58,304,2026-02-23,2026-03-31,
266,PO-2026-000266,79,133,195552,Completed,Office Supplies,Supply Item 84,938,2025-02-05,2025-02-23,2025-03-02
267,PO-2026-000267,63,16,39270,Approved,Maintenance Services,Supply Item 119,1742,2025-05-01,2025-05-15,
268,PO-2026-000268,22,145,407622,Delivered,Electronics,Supply Item 104,1684,2024-12-22,2025-02-05,2025-02-05
269,PO-2026-000269,92,408,61089,Completed,IT Services,Supply Item 137,954,2024-11-29,2025-01-10,2025-01-10
270,PO-2026-000270,52,303,221762,Pending Approval,Logistics,Supply Item 124,796,2024-09-01,2024-10-17,
271,PO-2026-000271,9,175,114176,Delivered,Industrial Equipment,Supply Item 146,1622,2026-04-13,2026-06-03,2026-06-03
272,PO-2026-000272,44,279,368925,Completed,Maintenance Services,Supply Item 30,1222,2024-08-29,2024-09-16,2024-09-17
273,PO-2026-000273,77,238,175591,Cancelled,Maintenance Services,Supply Item 46,640,2025-07-22,2025-08-04,
274,PO-2026-000274,52,36,318660,Cancelled,Industrial Equipment,Supply Item 84,1022,2024-04-21,2024-06-10,
275,PO-2026-000275,83,339,37234,Cancelled,Logistics,Supply Item 149,1859,2024-04-02,2024-04-22,
276,PO-2026-000276,97,326,429589,Pending Approval,Logistics,Supply Item 116,1098,2024-01-01,2024-02-25,
277,PO-2026-000277,38,200,327737,Pending Approval,Packaging,Supply Item 175,1806,2025-08-14,2025-09-18,
278,PO-2026-000278,41,154,303989,Approved,Industrial Equipment,Supply Item 184,1884,2026-03-24,2026-05-13,
279,PO-2026-000279,45,46,310516,Delivered,Logistics,Supply Item 76,137,2024-01-09,2024-02-24,2024-02-24
280,PO-2026-000280,48,462,292773,Completed,Office Supplies,Supply Item 29,1773,2024-02-24,2024-03-02,2024-03-03
281,PO-2026-000281,37,444,21349,Completed,Office Supplies,Supply Item 183,793,2024-08-28,2024-10-01,2024-10-02
282,PO-2026-000282,52,196,233164,Completed,Logistics,Supply Item 49,1147,2025-07-12,2025-08-01,2025-08-01
283,PO-2026-000283,50,432,193894,Pending Approval,IT Services,Supply Item 172,267,2026-05-10,2026-06-12,
284,PO-2026-000284,18,6,42615,Pending Approval,Maintenance Services,Supply Item 169,904,2025-10-25,2025-11-02,
285,PO-2026-000285,18,44,76942,Ordered,Maintenance Services,Supply Item 179,1247,2025-10-19,2025-12-16,
286,PO-2026-000286,55,320,99265,Ordered,Maintenance Services,Supply Item 99,737,2025-04-10,2025-05-19,
287,PO-2026-000287,29,96,227702,Delivered,Packaging,Supply Item 183,1037,2025-09-11,2025-09-18,2025-09-18
288,PO-2026-000288,35,211,291348,Draft,Raw Materials,Supply Item 146,999,2025-08-13,2025-09-12,
289,PO-2026-000289,91,189,64330,Completed,IT Services,Supply Item 120,1068,2025-08-17,2025-09-23,2025-09-23
290,PO-2026-000290,11,268,324852,Ordered,Electronics,Supply Item 176,1307,2024-03-31,2024-04-22,
291,PO-2026-000291,70,409,308892,Draft,Office Supplies,Supply Item 137,1604,2024-11-15,2024-12-31,
292,PO-2026-000292,2,241,243044,Delivered,Industrial Equipment,Supply Item 91,1977,2025-06-08,2025-07-15,2025-07-18
293,PO-2026-000293,38,149,92822,Delivered,IT Services,Supply Item 16,1298,2024-02-06,2024-03-28,2024-03-31
294,PO-2026-000294,61,297,93646,Completed,Raw Materials,Supply Item 74,1002,2025-08-09,2025-08-19,2025-09-18
295,PO-2026-000295,11,65,270077,Approved,IT Services,Supply Item 34,1271,2024-03-19,2024-05-15,
296,PO-2026-000296,36,141,139718,Draft,Logistics,Supply Item 152,1523,2024-01-15,2024-03-09,
297,PO-2026-000297,20,338,239174,Pending Approval,IT Services,Supply Item 180,493,2025-01-13,2025-03-12,
298,PO-2026-000298,63,93,424101,Approved,Electronics,Supply Item 38,1229,2025-06-24,2025-07-03,
299,PO-2026-000299,20,429,265019,Cancelled,Industrial Equipment,Supply Item 61,1363,2026-02-09,2026-03-14,
300,PO-2026-000300,57,372,339272,Delivered,Office Supplies,Supply Item 14,1325,2024-06-20,2024-07-10,2024-07-13
301,PO-2026-000301,34,387,434670,Pending Approval,Maintenance Services,Supply Item 103,985,2024-04-28,2024-05-08,
302,PO-2026-000302,39,244,396197,Delivered,Industrial Equipment,Supply Item 122,547,2026-08-29,2026-10-23,2026-10-23
303,PO-2026-000303,19,272,232925,Cancelled,Maintenance Services,Supply Item 98,1399,2024-01-13,2024-02-07,
304,PO-2026-000304,41,493,283005,Draft,Office Supplies,Supply Item 111,1260,2025-11-30,2025-12-09,
305,PO-2026-000305,84,440,147915,Approved,Electronics,Supply Item 66,1350,2024-12-09,2025-01-02,
306,PO-2026-000306,75,201,246753,Completed,Packaging,Supply Item 134,701,2026-03-02,2026-04-21,2026-04-21
307,PO-2026-000307,87,354,99328,Draft,Raw Materials,Supply Item 18,34,2024-11-16,2024-12-28,
308,PO-2026-000308,53,51,280389,Ordered,Office Supplies,Supply Item 57,1495,2024-04-16,2024-06-05,
309,PO-2026-000309,37,129,106229,Delivered,Packaging,Supply Item 154,1316,2024-02-04,2024-02-12,2024-02-12
310,PO-2026-000310,16,363,67902,Pending Approval,Industrial Equipment,Supply Item 169,1574,2024-03-29,2024-05-13,
311,PO-2026-000311,83,290,426108,Completed,IT Services,Supply Item 120,1362,2024-07-08,2024-07-22,2024-07-22
312,PO-2026-000312,10,328,242735,Cancelled,Industrial Equipment,Supply Item 178,1860,2026-08-02,2026-08-26,
313,PO-2026-000313,86,395,408764,Pending Approval,Electronics,Supply Item 71,1601,2024-11-27,2024-12-20,
314,PO-2026-000314,8,196,208733,Approved,IT Services,Supply Item 46,912,2024-12-06,2024-12-16,
315,PO-2026-000315,9,252,110208,Pending Approval,Maintenance Services,Supply Item 28,304,2025-09-16,2025-10-18,
316,PO-2026-000316,70,394,231101,Completed,Maintenance Services,Supply Item 184,540,2024-08-11,2024-09-26,2024-09-26
317,PO-2026-000317,14,18,43230,Completed,Maintenance Services,Supply Item 5,1846,2024-03-13,2024-04-25,2024-04-25
318,PO-2026-000318,64,77,347289,Draft,Industrial Equipment,Supply Item 69,320,2025-10-17,2025-10-24,
319,PO-2026-000319,90,169,210169,Delivered,Maintenance Services,Supply Item 123,903,2025-08-11,2025-08-18,2025-08-21
320,PO-2026-000320,52,433,386559,Cancelled,Electronics,Supply Item 139,472,2026-03-10,2026-05-07,
321,PO-2026-000321,1,197,366371,Ordered,Electronics,Supply Item 146,1106,2026-04-17,2026-06-12,
322,PO-2026-000322,46,171,362478,Draft,Electronics,Supply Item 94,1104,2024-11-06,2024-12-08,
323,PO-2026-000323,44,42,446021,Cancelled,IT Services,Supply Item 166,425,2025-04-15,2025-06-09,
324,PO-2026-000324,23,284,25620,Pending Approval,IT Services,Supply Item 179,808,2025-01-28,2025-03-18,
325,PO-2026-000325,14,323,366151,Draft,Maintenance Services,Supply Item 189,398,2025-01-02,2025-02-09,
326,PO-2026-000326,18,19,106236,Delivered,Industrial Equipment,Supply Item 17,1633,2024-01-26,2024-03-19,2024-03-19
327,PO-2026-000327,70,330,166339,Cancelled,Maintenance Services,Supply Item 5,85,2025-05-26,2025-07-06,
328,PO-2026-000328,44,29,182061,Draft,Industrial Equipment,Supply Item 31,443,2026-03-17,2026-05-09,
329,PO-2026-000329,84,342,279265,Cancelled,Logistics,Supply Item 190,1196,2025-04-14,2025-06-03,
330,PO-2026-000330,30,474,42766,Pending Approval,Maintenance Services,Supply Item 168,49,2024-02-07,2024-04-01,
331,PO-2026-000331,61,465,329205,Completed,Raw Materials,Supply Item 45,1305,2024-02-16,2024-03-09,2024-03-10
332,PO-2026-000332,7,464,166133,Draft,Maintenance Services,Supply Item 157,359,2026-04-20,2026-06-16,
333,PO-2026-000333,76,33,433762,Draft,Maintenance Services,Supply Item 153,1646,2026-04-17,2026-04-30,
334,PO-2026-000334,79,113,38087,Ordered,Office Supplies,Supply Item 189,1399,2026-04-03,2026-04-22,
335,PO-2026-000335,52,167,68335,Delivered,Packaging,Supply Item 196,103,2025-12-01,2026-01-13,2026-01-13
336,PO-2026-000336,76,89,180900,Approved,Logistics,Supply Item 194,860,2024-03-05,2024-03-19,
337,PO-2026-000337,22,357,198948,Ordered,Packaging,Supply Item 149,93,2025-07-20,2025-08-06,
338,PO-2026-000338,18,52,419739,Delivered,Logistics,Supply Item 5,1811,2026-05-17,2026-07-03,2026-07-03
339,PO-2026-000339,63,42,8329,Draft,IT Services,Supply Item 107,1430,2024-01-08,2024-01-26,
340,PO-2026-000340,99,244,367995,Pending Approval,IT Services,Supply Item 134,932,2024-05-09,2024-05-29,
341,PO-2026-000341,53,123,96513,Draft,Logistics,Supply Item 184,1033,2025-09-17,2025-11-07,
342,PO-2026-000342,79,487,51148,Cancelled,IT Services,Supply Item 90,867,2025-10-04,2025-12-02,
343,PO-2026-000343,1,286,128542,Delivered,Office Supplies,Supply Item 195,1115,2024-07-15,2024-07-29,2024-08-12
344,PO-2026-000344,65,113,248382,Completed,Raw Materials,Supply Item 50,240,2026-02-27,2026-04-15,2026-04-15
345,PO-2026-000345,20,351,447384,Ordered,Logistics,Supply Item 41,1382,2026-07-22,2026-08-28,
346,PO-2026-000346,6,28,343092,Pending Approval,Industrial Equipment,Supply Item 65,694,2025-01-07,2025-02-01,
347,PO-2026-000347,79,413,402624,Draft,Raw Materials,Supply Item 138,370,2025-04-09,2025-04-18,
348,PO-2026-000348,21,403,20238,Draft,Electronics,Supply Item 61,1487,2025-05-11,2025-06-19,
349,PO-2026-000349,57,304,308962,Pending Approval,Office Supplies,Supply Item 59,1605,2024-11-29,2025-01-01,
350,PO-2026-000350,15,167,124423,Completed,Packaging,Supply Item 97,1835,2024-04-10,2024-05-02,2024-05-02
351,PO-2026-000351,29,38,251934,Draft,Industrial Equipment,Supply Item 38,452,2025-08-22,2025-09-29,
352,PO-2026-000352,79,233,98355,Pending Approval,Maintenance Services,Supply Item 185,407,2025-01-31,2025-03-02,
353,PO-2026-000353,81,184,146397,Pending Approval,Raw Materials,Supply Item 178,1174,2024-07-26,2024-08-23,
354,PO-2026-000354,8,144,76566,Ordered,Industrial Equipment,Supply Item 44,1567,2024-04-23,2024-05-29,
355,PO-2026-000355,44,113,159749,Cancelled,Logistics,Supply Item 148,1996,2025-09-10,2025-09-27,
356,PO-2026-000356,71,438,125430,Cancelled,Maintenance Services,Supply Item 56,1221,2024-03-29,2024-05-01,
357,PO-2026-000357,61,429,247621,Completed,Packaging,Supply Item 64,680,2024-10-12,2024-10-19,2024-10-19
358,PO-2026-000358,56,297,121605,Pending Approval,Raw Materials,Supply Item 107,100,2026-07-02,2026-08-15,
359,PO-2026-000359,6,241,389552,Draft,Industrial Equipment,Supply Item 136,817,2026-02-26,2026-04-06,
360,PO-2026-000360,62,415,423391,Draft,Maintenance Services,Supply Item 127,502,2025-12-14,2026-02-11,
361,PO-2026-000361,11,286,399830,Completed,Packaging,Supply Item 34,744,2024-01-13,2024-03-04,2024-03-04
362,PO-2026-000362,38,123,344549,Ordered,IT Services,Supply Item 42,1450,2024-04-02,2024-04-10,
363,PO-2026-000363,59,440,304043,Draft,Maintenance Services,Supply Item 119,1590,2026-02-04,2026-03-20,
364,PO-2026-000364,18,448,373645,Cancelled,Office Supplies,Supply Item 161,960,2025-02-19,2025-03-09,
365,PO-2026-000365,91,325,5714,Draft,Industrial Equipment,Supply Item 177,691,2026-05-31,2026-07-17,
366,PO-2026-000366,68,17,160498,Approved,Packaging,Supply Item 176,175,2025-03-12,2025-05-06,
367,PO-2026-000367,80,451,181000,Delivered,Office Supplies,Supply Item 14,237,2026-01-23,2026-02-02,2026-02-16
368,PO-2026-000368,50,188,248978,Approved,Office Supplies,Supply Item 45,1337,2025-09-25,2025-10-04,
369,PO-2026-000369,72,361,40130,Cancelled,Packaging,Supply Item 36,695,2025-07-28,2025-09-18,
370,PO-2026-000370,31,277,64536,Completed,Packaging,Supply Item 193,1535,2025-10-26,2025-12-02,2025-12-16
371,PO-2026-000371,98,116,173015,Delivered,IT Services,Supply Item 14,139,2024-12-27,2025-01-20,2025-01-21
372,PO-2026-000372,48,177,242193,Delivered,Maintenance Services,Supply Item 182,1099,2025-05-12,2025-06-20,2025-06-27
373,PO-2026-000373,87,423,284369,Ordered,Office Supplies,Supply Item 173,1946,2026-07-10,2026-08-04,
374,PO-2026-000374,89,415,39407,Draft,Electronics,Supply Item 101,1848,2024-07-11,2024-08-16,
375,PO-2026-000375,23,148,45342,Approved,Electronics,Supply Item 179,313,2024-04-21,2024-05-08,
376,PO-2026-000376,64,78,112089,Draft,IT Services,Supply Item 107,1995,2025-06-17,2025-08-03,
377,PO-2026-000377,88,278,74220,Ordered,Maintenance Services,Supply Item 189,1330,2025-04-30,2025-05-29,
378,PO-2026-000378,3,150,104122,Cancelled,Packaging,Supply Item 134,1330,2024-03-05,2024-03-13,
379,PO-2026-000379,43,211,308407,Completed,Maintenance Services,Supply Item 152,1373,2024-12-17,2025-02-03,2025-02-06
380,PO-2026-000380,90,272,446402,Ordered,IT Services,Supply Item 146,280,2025-07-15,2025-08-19,
381,PO-2026-000381,40,88,418803,Ordered,Office Supplies,Supply Item 74,1586,2024-09-23,2024-10-14,
382,PO-2026-000382,7,76,190137,Pending Approval,Logistics,Supply Item 183,1106,2024-10-18,2024-11-23,
383,PO-2026-000383,37,94,96938,Completed,Logistics,Supply Item 42,497,2026-05-09,2026-06-30,2026-07-07
384,PO-2026-000384,15,22,171003,Ordered,IT Services,Supply Item 95,387,2025-08-11,2025-08-26,
385,PO-2026-000385,27,288,375742,Approved,Office Supplies,Supply Item 38,773,2024-02-05,2024-03-25,
386,PO-2026-000386,58,277,90247,Draft,Raw Materials,Supply Item 104,1916,2025-06-30,2025-07-26,
387,PO-2026-000387,64,394,81223,Approved,Logistics,Supply Item 2,1996,2026-08-28,2026-10-03,
388,PO-2026-000388,95,280,271028,Completed,IT Services,Supply Item 194,1184,2024-12-05,2025-01-22,2025-01-22
389,PO-2026-000389,86,76,424208,Ordered,Office Supplies,Supply Item 177,240,2025-08-01,2025-09-23,
390,PO-2026-000390,94,246,26013,Delivered,Raw Materials,Supply Item 103,1274,2024-05-22,2024-07-11,2024-07-11
391,PO-2026-000391,29,229,192377,Draft,Packaging,Supply Item 150,1088,2024-04-04,2024-05-01,
392,PO-2026-000392,29,401,407178,Draft,Electronics,Supply Item 138,1749,2024-10-11,2024-10-30,
393,PO-2026-000393,58,347,357089,Ordered,Packaging,Supply Item 126,660,2024-03-30,2024-05-08,
394,PO-2026-000394,78,310,273202,Completed,Logistics,Supply Item 184,1758,2026-08-24,2026-09-03,2026-09-03
395,PO-2026-000395,55,190,207434,Approved,Office Supplies,Supply Item 90,640,2025-01-16,2025-01-23,
396,PO-2026-000396,58,448,299142,Completed,Industrial Equipment,Supply Item 114,601,2024-03-30,2024-04-19,2024-04-26
397,PO-2026-000397,21,413,386682,Completed,Logistics,Supply Item 151,1234,2026-07-08,2026-08-11,2026-08-18
398,PO-2026-000398,12,74,113938,Cancelled,Office Supplies,Supply Item 17,1921,2024-11-06,2024-12-13,
399,PO-2026-000399,76,388,202012,Ordered,IT Services,Supply Item 107,368,2024-03-31,2024-04-07,
400,PO-2026-000400,72,237,377373,Pending Approval,Packaging,Supply Item 48,1714,2025-08-04,2025-09-28,
401,PO-2026-000401,49,149,295385,Cancelled,IT Services,Supply Item 150,632,2025-05-17,2025-05-26,
402,PO-2026-000402,64,287,392897,Draft,Raw Materials,Supply Item 40,547,2025-04-19,2025-05-10,
403,PO-2026-000403,39,490,340835,Ordered,Electronics,Supply Item 168,1373,2026-05-04,2026-06-20,
404,PO-2026-000404,37,214,99042,Completed,Electronics,Supply Item 196,577,2025-05-18,2025-07-08,2025-07-08
405,PO-2026-000405,64,497,39983,Approved,Maintenance Services,Supply Item 145,903,2025-09-05,2025-10-29,
406,PO-2026-000406,34,322,364615,Cancelled,Electronics,Supply Item 96,1059,2025-05-02,2025-06-22,
407,PO-2026-000407,94,295,14198,Pending Approval,Raw Materials,Supply Item 38,664,2026-05-15,2026-06-07,
408,PO-2026-000408,60,450,368479,Pending Approval,Raw Materials,Supply Item 70,749,2024-05-18,2024-06-16,
409,PO-2026-000409,54,326,191638,Approved,Electronics,Supply Item 132,406,2024-02-19,2024-03-15,
410,PO-2026-000410,99,322,101074,Delivered,Office Supplies,Supply Item 81,1703,2026-02-22,2026-03-07,2026-03-10
411,PO-2026-000411,88,410,162848,Completed,Electronics,Supply Item 137,1197,2024-10-04,2024-11-23,2024-11-24
412,PO-2026-000412,46,422,80349,Delivered,Maintenance Services,Supply Item 106,706,2024-01-14,2024-01-29,2024-01-29
413,PO-2026-000413,21,53,119229,Pending Approval,Packaging,Supply Item 144,1266,2024-06-07,2024-07-16,
414,PO-2026-000414,89,426,280593,Completed,Electronics,Supply Item 107,953,2026-05-16,2026-06-26,2026-06-27
415,PO-2026-000415,10,60,434310,Ordered,Office Supplies,Supply Item 80,1425,2024-05-14,2024-05-22,
416,PO-2026-000416,47,72,433363,Delivered,Office Supplies,Supply Item 45,1463,2025-03-28,2025-05-12,2025-05-15
417,PO-2026-000417,39,15,395311,Pending Approval,Logistics,Supply Item 178,301,2026-04-14,2026-04-28,
418,PO-2026-000418,89,117,166180,Pending Approval,Electronics,Supply Item 109,1424,2024-05-08,2024-05-28,
419,PO-2026-000419,98,402,63574,Cancelled,Maintenance Services,Supply Item 194,893,2024-03-20,2024-03-28,
420,PO-2026-000420,6,101,61527,Completed,Raw Materials,Supply Item 121,253,2024-02-03,2024-03-31,2024-03-31
421,PO-2026-000421,33,23,39732,Draft,Electronics,Supply Item 32,1894,2024-11-04,2024-12-23,
422,PO-2026-000422,78,106,313073,Pending Approval,Office Supplies,Supply Item 8,195,2026-07-11,2026-07-30,
423,PO-2026-000423,19,434,396222,Delivered,Logistics,Supply Item 129,1609,2026-08-22,2026-09-15,2026-09-15
424,PO-2026-000424,94,314,131784,Draft,Electronics,Supply Item 149,1573,2025-06-01,2025-07-14,
425,PO-2026-000425,2,271,118769,Approved,Logistics,Supply Item 194,1110,2026-01-02,2026-01-21,
426,PO-2026-000426,1,499,385291,Delivered,Maintenance Services,Supply Item 94,1439,2024-04-11,2024-05-01,2024-05-08
427,PO-2026-000427,76,95,235511,Pending Approval,Office Supplies,Supply Item 98,878,2025-11-20,2025-12-03,
428,PO-2026-000428,28,264,124303,Cancelled,Office Supplies,Supply Item 32,964,2025-02-21,2025-03-07,
429,PO-2026-000429,15,267,76257,Approved,IT Services,Supply Item 143,1488,2025-05-22,2025-07-16,
430,PO-2026-000430,6,43,177026,Ordered,IT Services,Supply Item 117,1239,2025-05-20,2025-06-03,
431,PO-2026-000431,95,160,365210,Pending Approval,Industrial Equipment,Supply Item 75,1761,2026-05-11,2026-06-15,
432,PO-2026-000432,55,97,41495,Cancelled,Maintenance Services,Supply Item 174,762,2026-07-05,2026-09-03,
433,PO-2026-000433,23,7,358453,Draft,Industrial Equipment,Supply Item 113,1080,2025-05-18,2025-07-07,
434,PO-2026-000434,85,347,49567,Ordered,Industrial Equipment,Supply Item 178,1219,2024-05-02,2024-05-18,
435,PO-2026-000435,14,380,93459,Pending Approval,Office Supplies,Supply Item 52,1228,2024-03-07,2024-04-06,
436,PO-2026-000436,52,63,127090,Completed,IT Services,Supply Item 194,1626,2026-05-08,2026-06-11,2026-06-11
437,PO-2026-000437,83,483,214838,Completed,Industrial Equipment,Supply Item 125,1057,2024-12-30,2025-02-05,2025-02-06
438,PO-2026-000438,36,76,407652,Draft,IT Services,Supply Item 126,1028,2025-04-10,2025-04-23,
439,PO-2026-000439,30,322,75573,Completed,Electronics,Supply Item 128,1398,2024-01-31,2024-02-13,2024-02-13
440,PO-2026-000440,4,498,98897,Completed,IT Services,Supply Item 160,1286,2025-01-26,2025-03-12,2025-03-12
441,PO-2026-000441,13,390,45117,Delivered,Maintenance Services,Supply Item 52,611,2025-11-07,2026-01-01,2026-01-04
442,PO-2026-000442,85,255,262032,Delivered,Raw Materials,Supply Item 196,74,2025-05-31,2025-06-23,2025-06-23
443,PO-2026-000443,56,451,67460,Approved,Industrial Equipment,Supply Item 114,951,2025-01-27,2025-03-03,
444,PO-2026-000444,5,17,97730,Cancelled,IT Services,Supply Item 181,346,2025-07-24,2025-09-11,
445,PO-2026-000445,63,221,75510,Ordered,Maintenance Services,Supply Item 196,234,2024-11-15,2025-01-06,
446,PO-2026-000446,73,346,262191,Completed,Maintenance Services,Supply Item 122,1161,2025-11-06,2025-12-18,2025-12-18
447,PO-2026-000447,21,260,34222,Ordered,Industrial Equipment,Supply Item 158,1395,2025-02-04,2025-02-27,
448,PO-2026-000448,46,393,154127,Draft,Raw Materials,Supply Item 33,1724,2024-11-24,2024-12-04,
449,PO-2026-000449,47,179,429439,Draft,Office Supplies,Supply Item 98,209,2026-01-29,2026-03-14,
450,PO-2026-000450,55,177,192362,Draft,Packaging,Supply Item 64,490,2025-02-25,2025-03-26,
451,PO-2026-000451,83,160,315657,Draft,IT Services,Supply Item 30,701,2024-03-27,2024-05-17,
452,PO-2026-000452,22,11,287285,Ordered,Industrial Equipment,Supply Item 146,1064,2024-11-29,2024-12-08,
453,PO-2026-000453,54,137,15696,Delivered,Office Supplies,Supply Item 97,1178,2025-12-13,2026-01-19,2026-01-19
454,PO-2026-000454,50,166,305175,Ordered,Electronics,Supply Item 177,1392,2024-04-10,2024-06-07,
455,PO-2026-000455,27,173,265430,Cancelled,Office Supplies,Supply Item 43,1269,2025-05-29,2025-07-26,
456,PO-2026-000456,39,187,233584,Completed,Electronics,Supply Item 138,448,2024-07-25,2024-09-01,2024-09-08
457,PO-2026-000457,37,136,29920,Ordered,Packaging,Supply Item 160,1531,2024-10-31,2024-12-13,
458,PO-2026-000458,12,368,447597,Delivered,Electronics,Supply Item 146,1650,2025-08-15,2025-08-28,2025-08-28
459,PO-2026-000459,68,244,228926,Cancelled,Electronics,Supply Item 167,1697,2024-08-02,2024-08-31,
460,PO-2026-000460,39,259,426593,Completed,Packaging,Supply Item 107,833,2024-11-03,2024-12-07,2024-12-07
461,PO-2026-000461,33,320,275201,Cancelled,Logistics,Supply Item 5,1295,2025-04-09,2025-05-28,
462,PO-2026-000462,91,265,102800,Pending Approval,Maintenance Services,Supply Item 69,1929,2025-08-13,2025-09-20,
463,PO-2026-000463,82,273,429114,Ordered,Raw Materials,Supply Item 134,420,2025-09-21,2025-11-16,
464,PO-2026-000464,47,237,82460,Completed,IT Services,Supply Item 112,850,2024-09-03,2024-09-19,2024-09-20
465,PO-2026-000465,41,441,440271,Completed,Industrial Equipment,Supply Item 69,1696,2026-07-22,2026-08-02,2026-08-02
466,PO-2026-000466,37,331,89192,Delivered,Packaging,Supply Item 30,317,2024-09-19,2024-11-08,2024-11-08
467,PO-2026-000467,25,15,133758,Approved,Maintenance Services,Supply Item 125,1156,2026-03-27,2026-05-25,
468,PO-2026-000468,56,217,344173,Pending Approval,Logistics,Supply Item 70,289,2026-07-16,2026-07-25,
469,PO-2026-000469,4,133,419014,Completed,Raw Materials,Supply Item 185,1005,2026-04-02,2026-04-26,2026-04-27
470,PO-2026-000470,3,29,49003,Approved,Electronics,Supply Item 105,1846,2024-11-17,2025-01-01,
471,PO-2026-000471,47,344,349682,Ordered,Logistics,Supply Item 61,239,2026-06-25,2026-07-07,
472,PO-2026-000472,74,377,267274,Delivered,IT Services,Supply Item 128,1821,2026-08-13,2026-08-27,2026-08-28
473,PO-2026-000473,12,122,319479,Cancelled,Office Supplies,Supply Item 85,1714,2024-05-05,2024-06-30,
474,PO-2026-000474,75,378,209446,Completed,Industrial Equipment,Supply Item 56,305,2026-04-05,2026-05-29,2026-05-29
475,PO-2026-000475,14,90,117254,Ordered,IT Services,Supply Item 151,124,2024-10-08,2024-11-12,
476,PO-2026-000476,63,274,201453,Approved,Industrial Equipment,Supply Item 122,1408,2025-12-17,2025-12-31,
477,PO-2026-000477,32,494,150612,Pending Approval,Office Supplies,Supply Item 122,1475,2026-06-19,2026-08-15,
478,PO-2026-000478,48,421,166570,Delivered,Raw Materials,Supply Item 177,1888,2024-01-22,2024-03-10,2024-03-10
479,PO-2026-000479,86,123,137635,Approved,Office Supplies,Supply Item 176,259,2025-07-19,2025-08-19,
480,PO-2026-000480,69,444,128932,Ordered,Raw Materials,Supply Item 101,1909,2026-05-28,2026-07-02,
481,PO-2026-000481,33,155,52317,Cancelled,Packaging,Supply Item 77,440,2026-08-16,2026-10-14,
482,PO-2026-000482,21,469,235081,Cancelled,Industrial Equipment,Supply Item 9,571,2025-10-08,2025-11-04,
483,PO-2026-000483,11,422,413659,Ordered,Industrial Equipment,Supply Item 86,1479,2026-08-21,2026-09-28,
484,PO-2026-000484,55,449,435042,Pending Approval,IT Services,Supply Item 130,145,2024-04-12,2024-06-10,
485,PO-2026-000485,46,216,320682,Delivered,Maintenance Services,Supply Item 178,66,2026-01-16,2026-03-16,2026-03-19
486,PO-2026-000486,98,27,341264,Completed,Logistics,Supply Item 1,830,2025-10-18,2025-11-05,2025-11-05
487,PO-2026-000487,26,322,165194,Draft,Electronics,Supply Item 41,521,2024-11-17,2024-12-30,
488,PO-2026-000488,67,366,407447,Cancelled,Logistics,Supply Item 153,1414,2026-04-30,2026-06-17,
489,PO-2026-000489,53,406,172457,Cancelled,Logistics,Supply Item 67,365,2025-04-07,2025-05-14,
