id,vendorId,date,reliabilityScore,riskLevel,deliveryScore,qualityScore,communicationScore,complianceScore
410,17,2025-07-20,70.85,Medium,57.63,56.52,78.09,42.02
411,72,2024-07-17,65.23,High,64.98,59.58,68.42,76.69
412,71,2026-05-26,87.95,Low,91.47,58.16,49.32,48.68
413,34,2024-06-01,81.79,Medium,55.06,72.65,63.57,83.45
414,32,2024-08-28,91.02,Low,67.72,58.01,42.49,96.58
415,15,2024-02-02,93.41,Low,81.73,62.82,62.84,75.23
416,16,2026-03-17,93.76,Low,47.29,85.73,80.17,64.53
417,50,2024-09-27,49.52,Critical,67.25,86.95,45.55,70.08
418,96,2024-04-14,51.58,High,88.87,88.25,76.94,84.02
419,49,2025-11-23,95.69,Low,75.95,93.3,83.58,64.55
420,71,2024-08-04,80.46,Medium,57.37,98.13,53.23,44.71
421,12,2024-03-12,55.49,High,70.94,46.65,91.47,91.29
422,82,2024-01-10,50.49,High,96.93,60.51,45.16,82.23
423,21,2024-04-28,61.69,High,66.7,75.23,40.13,58.71
424,5,2025-02-28,71.62,Medium,40.08,84.69,87.54,88.4
425,50,2024-10-30,69.02,High,79.63,70.2,71.59,44.15
426,26,2026-04-08,50.54,High,88.43,85.78,63.38,58.88
427,17,2024-06-05,95.16,Low,67.46,79.68,68.34,56.13
428,7,2024-10-01,69.11,High,41.64,52.89,99.59,66.98
429,34,2025-08-17,77.77,Medium,76.81,98.17,66.99,76.26
430,30,2024-04-19,58.09,High,82.48,63.59,98.18,76.89
431,12,2025-10-07,54.85,High,64.27,58.03,40.26,63.12
432,29,2026-02-16,53.89,High,88.54,61.04,96.42,82.17
433,72,2025-05-15,47.41,Critical,95.53,63.79,45.26,90.19
434,11,2025-06-30,46.42,Critical,76.15,78.64,57.72,87.21
435,22,2025-02-09,62.07,High,42.25,95.86,41.28,56.85
436,38,2025-02-13,95.38,Low,67.83,58.02,73.69,86.49
437,82,2025-06-15,75.95,Medium,75.46,70.53,71.01,68.04
438,84,2026-04-07,58.06,High,46.39,99.29,95.28,67.36
439,60,2024-03-14,45.21,Critical,66.67,96.98,85.91,53.32
440,62,2026-07-18,61.6,High,58.6,51.84,52.12,99.41
441,5,2024-04-15,68.54,High,46.64,93.1,66.54,74.42
442,98,2024-02-23,67.43,High,99.56,56.68,41.42,95.31
443,35,2024-03-29,60.19,High,96.69,88.61,60.05,75.52
444,58,2024-08-25,59.8,High,54.0,79.72,58.18,73.88
445,53,2026-08-05,97.2,Low,60.55,96.41,53.73,99.14
446,62,2024-01-28,86.14,Low,89.11,83.61,61.61,94.41
447,97,2025-09-24,47.94,Critical,81.68,75.14,50.81,77.59
448,45,2025-01-30,56.37,High,83.06,97.43,76.81,78.86
449,59,2025-04-10,57.47,High,52.99,74.08,58.21,65.65
450,20,2025-05-22,59.47,High,83.06,49.13,95.09,87.57
451,72,2026-05-16,88.6,Low,71.56,91.47,98.18,54.62
452,80,2025-05-05,53.13,High,79.53,63.28,67.19,45.55
453,90,2026-08-05,49.15,Critical,97.54,56.41,52.05,47.46
454,98,2025-09-15,70.53,Medium,63.43,96.23,65.83,61.92
455,72,2025-05-04,78.98,Medium,92.36,89.49,67.75,47.52
456,92,2024-05-19,51.44,High,60.34,63.59,88.69,73.44
457,25,2025-01-14,94.53,Low,85.01,63.59,64.04,89.18
458,69,2025-04-03,81.78,Medium,40.93,96.32,79.76,77.7
459,42,2024-01-06,64.11,High,90.82,53.85,83.04,55.03
460,17,2026-05-10,70.2,Medium,98.93,83.46,99.13,63.85
461,96,2024-06-03,75.91,Medium,61.73,47.57,90.03,78.91
462,43,2026-08-04,46.26,Critical,50.42,99.09,40.43,80.01
463,15,2026-02-06,80.36,Medium,43.32,89.08,65.45,64.92
464,75,2025-07-29,69.36,High,55.48,55.14,86.28,77.41
465,66,2026-08-28,49.34,Critical,45.26,53.86,42.81,84.39
466,66,2026-02-21,52.42,High,51.59,91.22,79.96,62.53
467,74,2026-02-21,78.1,Medium,80.82,97.01,94.79,89.2
468,52,2024-07-20,70.34,Medium,80.43,53.08,43.68,79.92
469,68,2025-11-23,51.62,High,93.34,98.74,96.92,54.7
470,53,2026-08-19,90.37,Low,61.77,59.02,65.14,76.35
471,17,2026-03-01,97.35,Low,99.48,72.82,92.73,41.26
472,28,2025-06-22,84.78,Medium,83.63,63.86,57.25,68.84
473,9,2025-10-04,78.82,Medium,98.48,53.4,41.74,51.37
474,34,2025-12-07,85.52,Low,77.67,76.45,65.41,51.36
475,81,2024-03-08,77.3,Medium,64.83,67.75,56.43,90.2
476,19,2025-08-14,56.94,High,79.99,82.78,84.05,79.52
477,44,2026-07-10,52.42,High,72.02,93.13,78.1,64.14
478,59,2024-06-28,93.31,Low,62.83,76.15,67.67,55.6
479,80,2026-05-15,75.09,Medium,91.6,96.18,58.78,94.42
480,54,2024-09-21,85.37,Low,58.08,71.21,85.61,54.9
481,96,2026-02-24,78.38,Medium,82.21,72.53,70.44,92.33
482,15,2026-03-12,48.94,Critical,98.27,53.25,65.57,41.46
483,91,2024-11-24,72.55,Medium,73.72,68.73,90.45,59.04
484,45,2025-11-06,76.47,Medium,86.9,43.35,78.42,63.32
485,22,2025-06-27,86.34,Low,68.73,76.58,50.3,61.38
486,13,2024-01-17,81.47,Medium,82.79,55.99,63.41,54.12
487,22,2024-07-01,51.16,High,93.18,98.0,63.72,41.35
488,19,2025-06-04,55.08,High,57.82,72.11,40.4,77.35
489,45,2025-08-26,79.87,Medium,74.07,69.38,86.17,83.29
490,74,2026-04-30,55.36,High,61.54,69.33,74.73,85.82
491,9,2025-10-20,74.91,Medium,88.97,55.29,67.09,80.93
492,10,2025-11-22,48.41,Critical,52.99,63.49,95.35,40.71
493,91,2024-05-31,72.97,Medium,97.68,63.58,79.18,91.77
494,14,2025-01-08,50.48,High,96.88,57.5,91.01,52.32
495,4,2025-07-10,87.21,Low,42.58,63.88,54.95,84.59
496,66,2025-08-14,82.07,Medium,97.84,77.7,99.65,73.52
497,66,2026-07-19,69.72,High,90.31,50.28,46.64,93.28
498,88,2025-06-21,82.95,Medium,52.16,50.31,66.48,82.98
499,46,2024-10-24,85.41,Low,72.69,48.96,40.16,48.02
500,9,2026-05-15,77.71,Medium,41.35,57.7,72.69,55.2
501,87,2025-11-29,48.68,Critical,82.99,69.4,81.89,85.72
502,27,2024-11-30,78.35,Medium,43.97,77.48,83.84,61.21
503,12,2024-01-20,81.27,Medium,41.1,61.81,44.85,70.8
504,80,2025-07-04,61.09,High,86.12,82.6,47.73,92.63
505,27,2024-01-14,81.57,Medium,52.59,40.64,67.11,47.74
506,42,2026-02-02,47.03,Critical,79.25,53.85,82.32,51.42
507,35,2026-06-17,81.19,Medium,89.16,56.48,99.75,59.85
508,27,2025-03-21,75.44,Medium,86.05,48.49,97.4,41.81
509,78,2025-03-01,50.93,High,82.57,53.27,65.32,93.99
510,55,2026-05-06,77.45,Medium,73.49,83.61,58.33,54.92
511,1,2024-10-12,58.47,High,94.59,43.86,41.13,45.98
512,51,2025-04-20,58.99,High,40.26,81.15,57.24,87.33
513,43,2024-04-12,74.27,Medium,59.75,79.35,69.39,57.96
514,75,2026-04-30,95.1,Low,81.6,70.94,75.18,57.74
515,16,2024-11-21,64.01,High,89.09,79.25,97.86,64.48
516,74,2025-03-01,96.85,Low,45.92,83.13,51.71,59.79
517,21,2025-01-16,82.54,Medium,49.59,54.67,49.76,79.64
518,71,2024-11-28,94.58,Low,70.19,72.89,99.05,78.88
519,82,2024-12-24,61.12,High,95.27,84.41,97.28,91.05
520,40,2025-02-18,71.34,Medium,50.46,60.39,92.22,51.91
521,47,2024-04-19,47.48,Critical,45.22,94.88,86.58,89.02
522,41,2025-03-21,71.85,Medium,90.09,67.78,82.25,73.13
523,23,2024-08-14,66.3,High,44.95,66.71,71.89,41.12
524,31,2026-07-19,46.05,Critical,97.83,88.14,72.02,87.85
525,1,2025-08-30,82.46,Medium,68.25,90.21,65.91,87.96
526,40,2024-05-14,88.82,Low,50.69,99.5,53.21,97.44
527,43,2026-02-25,95.86,Low,57.7,83.85,75.78,50.86
528,42,2024-12-27,84.03,Medium,73.81,66.58,66.7,75.98
529,12,2024-07-11,50.67,High,87.12,99.37,87.85,53.41
530,91,2024-12-05,61.19,High,68.06,98.29,66.53,55.01
531,99,2024-04-16,91.0,Low,45.27,63.34,72.97,98.73
532,46,2025-08-07,96.3,Low,67.89,96.92,87.88,46.54
533,45,2024-06-20,79.94,Medium,50.89,86.6,52.09,82.56
534,77,2024-03-03,86.17,Low,40.47,70.84,56.34,65.96
535,96,2025-11-18,48.73,Critical,70.46,74.67,70.97,77.05
536,30,2026-07-31,45.37,Critical,69.75,63.42,46.35,47.01
537,32,2025-08-08,83.72,Medium,76.26,78.34,74.64,91.62
538,77,2024-04-17,51.71,High,78.0,95.74,81.76,96.1
539,29,2025-11-24,56.2,High,69.15,72.46,71.14,61.17
540,19,2026-01-21,72.21,Medium,78.56,96.6,91.65,70.73
541,66,2025-07-13,79.55,Medium,86.38,55.49,54.09,74.52
542,51,2024-02-22,81.92,Medium,82.71,93.79,40.51,40.24
543,31,2024-10-18,71.31,Medium,76.93,98.81,90.98,96.56
544,84,2026-03-11,88.66,Low,56.6,67.75,94.04,79.57
545,40,2026-05-20,59.69,High,97.78,67.11,74.89,89.7
546,96,2025-01-29,67.58,High,78.41,95.58,57.09,53.94
547,99,2024-12-29,68.95,High,99.61,46.55,63.46,96.2
548,94,2024-12-15,58.73,High,74.78,95.18,52.56,76.67
549,43,2025-10-14,95.6,Low,82.64,74.06,43.25,88.74
550,91,2025-03-15,86.49,Low,61.83,91.3,67.03,85.38
551,87,2025-03-02,71.33,Medium,79.96,87.84,44.32,68.62
552,40,2024-08-11,97.79,Low,99.46,80.63,69.33,97.31
553,27,2025-03-29,48.01,Critical,79.13,45.87,81.2,67.96
554,50,2026-08-01,49.98,Critical,81.16,91.59,58.98,41.53
555,81,2025-06-04,45.14,Critical,72.08,63.27,49.4,51.44
556,92,2024-11-25,82.71,Medium,56.95,54.18,51.35,74.9
557,78,2025-07-21,63.02,High,59.98,85.95,83.68,53.45
558,98,2024-05-21,97.98,Low,95.78,81.0,63.56,51.73
559,59,2025-12-12,57.61,High,80.26,59.86,47.13,77.38
560,20,2025-12-07,58.91,High,43.22,48.38,47.68,56.07
561,63,2025-03-10,48.97,Critical,87.53,59.78,42.0,54.58
562,46,2024-12-18,61.64,High,81.69,99.2,42.51,98.92
563,5,2024-04-26,47.17,Critical,68.22,44.42,65.09,58.55
564,47,2026-03-29,74.87,Medium,68.21,63.5,85.96,46.47
565,73,2025-11-09,58.21,High,75.82,97.39,48.85,80.62
566,97,2026-05-12,86.64,Low,65.11,41.78,84.1,46.2
567,20,2024-06-02,53.95,High,94.38,72.46,54.21,82.61
568,4,2024-10-30,64.33,High,57.0,73.45,61.16,80.27
569,33,2024-11-27,64.66,High,88.68,60.41,59.98,47.56
570,53,2024-12-06,56.25,High,65.72,69.98,69.24,72.34
571,87,2026-03-23,61.52,High,52.98,78.77,69.29,91.47
572,25,2025-09-07,75.56,Medium,43.7,80.7,64.66,41.75
573,23,2026-04-24,81.8,Medium,54.65,73.93,83.25,98.98
574,19,2025-03-10,95.25,Low,93.39,73.77,51.02,81.14
575,20,2025-03-30,48.29,Critical,62.47,60.23,41.4,46.25
576,99,2025-03-18,77.09,Medium,78.6,94.96,41.43,83.28
577,44,2024-06-25,80.95,Medium,42.32,52.43,90.9,55.17
578,79,2025-03-22,46.76,Critical,75.95,93.64,94.74,62.94
579,94,2025-10-26,48.92,Critical,51.62,54.26,81.18,53.87
580,95,2026-05-09,78.67,Medium,44.35,75.78,74.68,62.68
581,84,2024-04-25,77.3,Medium,40.15,60.23,41.49,45.1
582,23,2024-02-13,93.74,Low,91.95,93.86,47.56,48.72
583,30,2025-03-31,79.58,Medium,84.92,50.91,86.76,58.93
584,80,2025-05-17,74.66,Medium,84.12,72.13,66.69,49.99
585,71,2024-03-04,94.48,Low,64.01,49.04,81.58,71.11
586,89,2024-01-27,84.61,Medium,97.6,98.85,50.04,98.56
587,71,2024-10-25,47.81,Critical,55.52,82.22,61.94,74.78
588,18,2024-10-04,84.25,Medium,69.46,40.79,74.07,89.11
589,3,2026-06-26,79.28,Medium,89.82,55.92,49.34,77.66
590,44,2025-04-17,54.37,High,53.05,73.01,81.69,68.16
591,71,2024-09-24,93.03,Low,40.85,40.22,81.81,76.36
592,54,2025-04-24,61.86,High,67.49,92.05,99.64,45.18
593,79,2025-09-13,72.24,Medium,67.23,95.28,72.75,49.3
594,67,2025-09-05,48.25,Critical,48.18,87.8,48.8,64.06
595,93,2025-10-21,48.77,Critical,85.35,55.43,66.25,40.08
596,26,2024-03-17,90.88,Low,78.73,96.49,42.0,63.23
597,92,2025-06-11,66.08,High,40.63,52.08,81.4,97.82
598,52,2025-04-28,65.03,High,98.16,74.63,62.06,43.85
599,60,2024-07-14,75.88,Medium,93.85,92.81,85.66,99.8
600,18,2025-01-04,74.5,Medium,54.29,62.38,81.14,44.99
601,52,2024-03-27,86.97,Low,74.61,45.14,77.01,80.85
602,72,2025-03-26,46.05,Critical,40.17,82.15,68.28,81.53
603,100,2025-02-13,83.37,Medium,69.15,93.9,62.02,42.36
604,60,2026-01-11,79.39,Medium,96.94,68.28,57.11,57.1
605,29,2025-07-15,67.51,High,74.74,83.92,75.83,67.18
606,20,2024-10-27,79.35,Medium,64.74,80.18,59.65,44.04
607,5,2025-08-07,94.1,Low,95.51,43.07,68.14,88.91
608,64,2025-01-05,74.43,Medium,41.68,50.6,62.33,48.92
609,86,2025-04-29,60.32,High,49.81,85.76,77.6,82.2
610,80,2024-03-24,54.31,High,40.72,80.47,77.21,93.14
611,47,2026-03-20,92.94,Low,76.18,56.14,67.64,81.57
612,85,2024-12-07,90.59,Low,78.4,92.09,65.34,75.7
613,96,2026-02-05,97.35,Low,58.55,89.88,50.02,49.08
614,85,2025-09-22,80.94,Medium,85.81,55.47,78.91,43.37
615,11,2024-04-25,66.44,High,60.95,83.13,66.45,42.36
616,88,2024-04-05,90.09,Low,94.03,99.72,54.3,96.25
617,79,2026-06-08,85.67,Low,66.65,65.42,85.1,84.49
618,99,2025-09-14,86.52,Low,66.84,72.01,84.61,94.03
619,99,2026-05-07,93.61,Low,71.81,60.61,86.01,88.5
620,59,2025-11-04,60.96,High,42.79,61.79,57.9,83.42
621,67,2024-10-08,71.98,Medium,56.37,76.74,70.93,52.69
622,44,2024-06-24,71.68,Medium,56.99,42.71,61.33,55.33
623,43,2025-09-24,46.42,Critical,74.65,66.2,50.96,62.43
624,32,2025-03-27,61.82,High,84.2,46.56,94.08,45.43
625,8,2025-06-14,93.29,Low,62.32,81.58,44.25,72.05
626,53,2026-07-07,80.9,Medium,70.7,73.23,99.73,59.29
627,29,2024-03-19,88.38,Low,54.57,89.61,64.72,70.0
628,27,2025-11-05,47.77,Critical,67.24,81.67,79.05,81.59
629,69,2026-02-16,45.44,Critical,42.39,49.37,79.4,65.12
630,20,2026-08-29,63.35,High,69.72,95.95,40.52,91.09
631,38,2024-06-16,73.97,Medium,89.36,71.02,93.06,69.06
632,71,2026-01-05,90.82,Low,76.59,98.1,91.23,88.26
633,61,2024-09-18,96.5,Low,76.53,72.39,66.81,63.2
634,38,2024-09-10,54.25,High,96.13,97.5,68.91,72.86
635,33,2026-03-24,81.16,Medium,92.77,44.84,65.79,67.48
636,64,2024-02-18,62.81,High,88.52,60.65,48.64,89.93
637,24,2026-06-04,67.46,High,96.56,65.67,95.17,71.11
638,80,2025-07-08,69.11,High,71.48,96.44,59.84,56.73
639,66,2025-04-07,58.67,High,85.51,97.99,54.14,40.26
640,79,2024-05-19,94.09,Low,83.32,74.87,81.52,52.78
641,1,2025-09-08,81.64,Medium,66.1,81.72,59.97,99.46
642,90,2024-09-14,75.82,Medium,62.61,54.95,76.17,46.65
643,36,2025-06-24,89.6,Low,57.18,57.68,76.24,65.32
644,86,2024-05-01,63.52,High,95.27,44.19,61.61,73.26
645,52,2024-05-15,52.21,High,82.07,54.4,93.78,97.97
646,60,2025-03-04,46.5,Critical,60.12,55.14,41.82,58.96
647,30,2024-02-05,50.41,High,47.88,47.83,78.14,57.97
648,32,2026-05-07,47.8,Critical,66.4,80.51,88.51,94.82
649,92,2025-05-18,84.77,Medium,44.04,64.83,78.92,57.06
650,59,2024-12-26,91.23,Low,65.1,91.69,87.99,46.31
651,81,2025-07-10,49.05,Critical,81.91,69.49,90.85,73.46
652,63,2026-03-28,73.6,Medium,42.85,63.71,44.65,81.82
653,39,2026-06-01,63.38,High,70.64,70.82,62.6,61.22
654,42,2024-10-30,82.56,Medium,44.79,95.81,49.91,91.27
655,88,2024-12-12,72.68,Medium,48.37,96.29,94.89,71.4
656,70,2025-08-21,65.2,High,42.49,95.52,90.05,76.81
657,50,2026-01-01,76.23,Medium,76.34,85.67,50.54,70.09
658,21,2026-05-10,97.66,Low,71.96,57.19,93.01,59.7
659,6,2025-11-16,57.85,High,53.21,80.47,88.87,72.42
660,59,2026-01-21,49.83,Critical,85.28,50.06,84.75,95.08
661,27,2026-08-25,90.98,Low,62.9,66.19,57.58,87.26
662,96,2025-02-02,70.47,Medium,48.17,96.68,82.15,86.67
663,24,2025-06-25,69.97,High,67.77,62.72,41.74,54.59
664,1,2026-07-23,71.81,Medium,68.99,73.66,89.87,66.26
665,11,2024-01-08,95.7,Low,64.4,79.95,53.65,53.31
666,82,2026-04-12,78.56,Medium,92.21,85.4,97.36,82.25
667,62,2026-07-01,57.86,High,65.52,51.57,79.02,91.53
668,58,2025-12-31,71.48,Medium,86.03,43.36,59.84,60.38
669,46,2025-04-26,82.4,Medium,53.1,96.49,86.56,53.24
670,82,2024-05-09,80.47,Medium,50.21,60.66,95.47,66.89
671,3,2024-06-16,61.55,High,87.32,42.51,83.61,49.14
672,44,2026-07-19,62.9,High,64.63,76.22,87.38,81.04
673,75,2026-07-02,87.18,Low,94.93,67.49,42.32,46.26
674,54,2025-07-25,70.26,Medium,72.25,97.26,61.58,75.03
675,82,2024-10-19,86.57,Low,63.98,78.7,53.97,63.46
676,44,2024-01-11,65.15,High,57.82,97.92,70.89,95.65
677,34,2025-03-17,84.54,Medium,69.97,53.7,51.24,50.7
678,10,2024-06-15,96.14,Low,57.01,76.14,61.13,67.91
679,89,2024-01-11,68.2,High,79.55,65.39,49.7,80.64
680,34,2025-08-19,94.82,Low,90.42,80.65,56.74,49.58
681,36,2025-02-26,46.68,Critical,41.44,73.31,59.38,43.55
682,17,2024-02-18,95.03,Low,53.52,97.31,74.56,41.74
683,16,2026-08-26,57.79,High,70.27,45.47,85.55,48.63
684,29,2025-03-10,58.13,High,72.98,43.2,93.47,72.89
685,10,2025-11-20,47.02,Critical,41.01,47.02,89.12,52.4
686,36,2024-07-21,89.4,Low,59.56,67.5,47.76,79.36
687,63,2026-02-24,53.78,High,67.65,99.88,95.56,61.95
688,56,2025-01-11,79.98,Medium,67.76,94.99,80.07,57.75
689,64,2024-12-17,63.05,High,76.7,62.25,62.07,93.46
690,42,2024-09-02,92.52,Low,81.3,63.2,73.79,77.89
691,57,2025-06-10,51.08,High,61.87,93.41,90.39,93.85
692,72,2024-12-19,56.89,High,96.52,81.38,47.86,91.19
693,47,2026-08-13,52.6,High,43.7,67.19,80.12,71.78
694,65,2026-02-16,53.69,High,44.46,79.01,45.78,44.03
695,81,2024-04-04,82.62,Medium,57.96,94.46,69.49,82.63
696,41,2026-04-03,52.89,High,52.27,87.37,79.89,68.42
697,50,2026-06-21,85.55,Low,55.72,52.15,70.77,86.48
698,19,2024-02-28,60.91,High,51.31,83.73,80.99,54.52
699,93,2026-03-15,94.67,Low,50.11,99.52,92.68,57.14
700,95,2025-08-19,82.22,Medium,52.02,86.37,54.01,78.64
701,3,2024-04-02,75.52,Medium,50.56,82.99,89.36,94.07
702,47,2025-11-06,83.08,Medium,49.89,68.69,59.02,74.09
703,91,2026-08-05,46.43,Critical,89.04,76.47,55.17,48.18
704,84,2024-06-06,57.54,High,59.5,64.4,45.18,94.0
705,12,2026-03-11,95.61,Low,46.83,87.99,84.46,83.79
706,30,2025-05-29,58.89,High,82.6,68.38,52.13,76.05
707,88,2025-12-09,78.04,Medium,50.55,67.7,72.81,45.23
708,64,2026-04-19,57.68,High,47.71,86.08,49.04,86.4
709,80,2025-12-13,49.57,Critical,82.46,70.15,99.64,42.37
710,38,2024-11-08,76.38,Medium,73.63,49.77,71.54,76.14
711,72,2025-06-24,73.89,Medium,82.68,74.7,80.65,58.12
712,47,2024-04-29,53.36,High,89.47,46.46,74.54,75.41
713,66,2025-11-17,53.17,High,53.02,59.26,97.85,83.62
714,90,2025-03-28,55.97,High,97.55,54.01,65.86,91.75
715,52,2024-11-03,70.92,Medium,98.43,82.69,81.75,44.15
716,62,2026-05-28,49.51,Critical,79.31,81.45,94.11,45.53
717,15,2026-03-23,92.06,Low,85.76,57.43,59.26,92.01
718,15,2024-07-29,57.68,High,86.9,41.38,93.24,54.94
719,34,2025-03-16,76.4,Medium,41.67,69.59,55.37,71.15
720,99,2024-02-29,65.71,High,89.58,69.76,60.81,82.2
721,46,2025-10-30,82.5,Medium,67.55,53.57,89.53,85.35
722,27,2024-01-27,51.24,High,90.11,79.73,97.58,70.23
723,10,2026-05-23,49.92,Critical,80.31,98.6,43.29,86.23
724,89,2026-05-17,85.02,Low,98.26,97.25,85.58,74.4
725,49,2024-07-29,90.56,Low,43.63,63.94,67.7,40.82
726,77,2025-02-16,77.2,Medium,94.84,91.76,98.07,63.83
727,78,2026-01-02,58.01,High,48.22,85.95,53.09,67.67
728,4,2026-01-30,71.14,Medium,80.87,71.37,40.53,41.59
729,64,2024-03-08,90.93,Low,56.46,42.91,65.25,54.98
730,28,2026-05-14,60.81,High,41.84,85.16,60.26,72.07
731,63,2026-06-21,60.54,High,81.75,81.61,73.12,77.38
732,84,2025-04-24,54.07,High,60.1,83.93,90.44,69.57
733,19,2026-06-29,72.8,Medium,59.5,72.5,81.55,81.15
734,71,2026-01-30,95.11,Low,56.46,58.98,92.22,52.69
735,99,2025-08-12,51.06,High,97.29,86.9,97.83,95.16
736,67,2026-03-07,90.68,Low,85.06,65.7,72.56,94.53
737,71,2024-07-19,82.65,Medium,63.78,73.76,78.09,48.72
738,31,2024-02-03,73.19,Medium,55.49,54.12,55.32,61.85
739,40,2026-07-09,66.9,High,87.97,71.04,84.28,96.62
740,35,2024-08-24,50.21,High,69.47,45.3,42.32,53.68
741,59,2026-06-30,62.64,High,50.12,66.54,63.98,47.31
742,46,2024-01-05,72.21,Medium,70.77,46.65,86.58,55.18
743,11,2024-07-01,64.6,High,72.64,82.4,82.68,82.18
744,9,2025-07-05,48.85,Critical,62.87,46.12,63.2,41.86
745,26,2024-03-18,91.5,Low,45.36,76.45,63.98,84.9
746,43,2025-12-27,63.11,High,77.84,62.75,61.04,55.49
747,95,2024-09-09,66.11,High,62.79,85.18,95.49,96.59
748,30,2024-04-01,71.49,Medium,99.32,88.42,51.9,92.64
749,87,2025-12-03,59.45,High,58.89,99.51,90.86,61.25
750,53,2024-01-30,86.76,Low,40.53,99.55,91.07,45.56
751,53,2024-05-20,79.11,Medium,49.13,86.53,97.39,98.12
752,49,2025-04-27,87.39,Low,94.43,81.22,81.43,79.1
753,94,2025-03-31,96.19,Low,84.62,88.18,63.43,71.82
754,69,2026-03-15,64.49,High,92.49,96.54,59.49,80.75
755,58,2026-03-19,46.14,Critical,75.13,55.52,86.85,76.27
756,11,2026-07-29,66.54,High,94.41,41.99,46.81,51.34
757,89,2026-05-26,86.91,Low,93.5,86.42,41.16,56.51
758,68,2025-07-29,78.3,Medium,56.32,92.3,97.67,88.78
759,5,2025-03-06,45.83,Critical,50.36,69.22,74.22,82.75
760,74,2025-12-27,62.78,High,47.45,88.68,75.64,61.32
761,37,2025-01-31,77.49,Medium,65.66,59.76,48.29,45.07
762,95,2025-05-02,84.83,Medium,90.55,81.89,61.22,66.11
763,61,2025-05-27,63.17,High,40.47,40.72,64.89,95.81
764,92,2025-10-25,90.81,Low,99.57,52.28,58.36,74.8
765,37,2024-11-22,81.95,Medium,75.1,54.05,80.45,88.97
766,92,2024-08-21,56.28,High,89.4,65.35,94.57,70.86
767,63,2025-12-04,83.08,Medium,97.33,91.13,43.18,66.7
768,60,2026-08-26,74.48,Medium,46.21,80.99,77.38,78.18
769,44,2024-03-17,68.77,High,84.26,54.36,91.39,92.44
770,100,2025-08-02,95.16,Low,58.1,56.91,81.93,91.19
771,23,2026-07-01,78.15,Medium,78.23,93.37,54.71,82.82
772,100,2026-06-27,52.94,High,88.81,72.51,78.39,69.0
773,87,2025-04-28,73.35,Medium,82.78,91.57,79.51,74.43
774,72,2024-08-01,51.61,High,42.9,48.31,93.12,62.7
775,82,2025-12-29,69.19,High,68.34,89.68,60.5,73.62
776,94,2024-03-07,83.63,Medium,90.15,91.92,97.61,97.59
777,87,2026-03-20,92.18,Low,75.67,44.38,83.29,40.12
778,94,2024-04-28,75.57,Medium,99.33,47.16,58.04,64.08
779,33,2025-10-27,65.24,High,44.9,46.18,74.95,70.29
780,8,2025-04-13,85.19,Low,61.79,58.21,83.89,58.12
781,63,2026-01-19,56.28,High,88.8,80.23,95.03,91.48
782,98,2025-12-28,62.83,High,51.08,69.82,83.3,68.97
783,38,2026-05-08,74.66,Medium,98.28,69.73,40.28,68.13
784,72,2025-10-09,92.03,Low,48.82,54.54,60.06,45.69
785,12,2026-01-14,84.8,Medium,86.25,89.7,73.04,49.81
786,22,2025-08-08,66.53,High,98.3,43.62,64.55,64.35
787,94,2025-07-08,46.04,Critical,65.82,94.63,90.62,72.96
788,28,2025-10-24,88.93,Low,99.85,67.56,64.59,64.15
789,86,2024-04-21,73.07,Medium,86.11,40.07,40.83,80.97
790,96,2026-05-01,70.04,Medium,85.42,75.62,99.03,66.82
791,32,2026-03-06,70.83,Medium,43.65,77.89,85.11,65.01
792,92,2025-03-21,82.37,Medium,85.09,96.35,53.49,42.2
793,97,2025-08-07,82.43,Medium,97.83,93.41,54.07,70.28
794,77,2025-12-12,53.19,High,81.49,69.5,58.27,66.42
795,53,2024-06-29,94.5,Low,76.94,60.86,91.15,87.91
796,87,2026-04-11,90.76,Low,60.42,59.0,47.99,68.25
797,47,2024-04-01,80.88,Medium,86.4,70.59,70.13,66.8
798,76,2025-05-03,59.39,High,74.64,40.21,95.17,42.42
799,40,2024-05-15,62.69,High,85.29,43.66,66.25,50.77
800,79,2024-08-19,97.56,Low,43.5,47.5,84.59,79.8
801,33,2026-08-06,63.3,High,62.27,66.6,54.49,76.71
802,92,2025-04-17,85.22,Low,85.21,89.2,86.53,42.35
803,49,2024-03-29,57.04,High,65.96,60.57,78.84,56.31
804,52,2025-01-11,84.47,Medium,47.33,60.56,73.48,68.93
805,82,2024-01-26,75.46,Medium,43.71,87.91,90.43,92.78
806,52,2026-02-24,83.34,Medium,64.49,95.84,51.65,69.55
807,30,2024-09-21,56.51,High,47.77,71.97,61.3,64.01
808,99,2025-06-16,95.16,Low,53.85,48.39,87.19,91.29
809,29,2024-06-29,71.36,Medium,51.17,85.05,52.47,42.12
810,30,2026-04-24,83.03,Medium,86.01,81.94,93.12,40.41
811,89,2024-05-25,75.96,Medium,79.3,55.06,93.77,52.26
812,58,2024-07-21,45.59,Critical,51.47,93.21,51.8,47.43
813,81,2026-04-10,73.48,Medium,70.88,72.0,62.03,78.08
814,11,2025-10-23,51.78,High,69.21,72.85,95.32,56.16
815,29,2025-08-29,68.31,High,71.43,82.65,77.58,85.16
816,88,2025-05-03,80.91,Medium,96.97,74.28,63.14,40.99
817,84,2024-10-29,78.28,Medium,62.17,82.36,58.43,83.67
818,89,2025-01-11,52.64,High,69.37,81.8,87.49,67.81
