id,shipment_id,inventory_item_id,purchase_order_item_id,item_code,item_description,quantity,uom,total_weight,weight_unit,total_volume,volume_unit,created_at
181402,66570,158,922,DC-PROD-282,Under Armour Women's Ignite PIP VI Slide,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.860734
181403,66571,126,923,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.860775
181404,66572,126,924,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.860822
181405,66573,126,925,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.860859
181406,66574,126,926,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.860919
181407,66575,126,927,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.860961
181408,66576,126,928,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.860995
181409,66577,126,929,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.861031
181410,66578,126,930,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.861064
181411,66579,126,931,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.861099
181412,66580,126,932,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.861134
181413,66581,126,933,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.861166
181414,66582,126,934,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.861200
181415,66583,126,935,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.861266
181416,66584,121,936,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.861316
181417,66585,121,937,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.861351
181418,66586,121,938,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.861386
181419,66587,121,939,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.861420
181420,66588,121,940,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.861454
181421,66589,121,942,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.861518
181422,66590,121,943,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.861552
181423,66591,121,944,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.861585
181424,66592,121,945,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.861620
181425,66593,121,946,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.861654
181426,66594,121,947,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.861690
181427,66595,121,948,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.861741
181428,66596,121,949,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.861817
181429,66597,121,950,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.861854
181430,66598,121,951,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.861889
181431,66599,121,952,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.861924
181432,66047,121,953,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.861959
181433,66600,121,954,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.861993
181434,66601,121,955,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.862027
181435,66602,121,956,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.862060
181436,66603,121,957,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.862093
181437,66604,121,958,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.862127
181438,66605,121,959,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.862162
181439,66606,121,960,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.862196
181440,66607,121,961,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.862229
181441,66608,121,962,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.862262
181442,66609,121,963,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.862294
181443,66610,121,964,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.862328
181444,66611,121,965,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.862361
181445,66612,121,966,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.862395
181446,66613,121,967,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.862429
181447,66614,121,968,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.862462
181448,66615,121,969,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.862496
181449,66616,121,970,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.862529
181450,66617,121,972,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.862588
181451,66618,121,973,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.862621
181452,66619,121,974,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.862654
181453,66620,121,975,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.862687
181590,66745,120,1115,DC-PROD-1360,Smart watch,1.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.868990
181454,66621,121,976,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.862720
181455,66622,121,977,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.862752
181456,66623,121,978,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.862785
181457,66624,121,979,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.862816
181458,66625,121,980,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.862847
181459,66626,121,981,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.862879
181460,66627,121,982,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.862911
181461,66628,121,983,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.862942
181462,66629,121,984,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.862974
181463,66630,121,985,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.863005
181464,66568,121,986,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.863036
181465,66631,121,987,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.863068
181466,66632,121,988,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.863100
181467,66633,121,989,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.863134
181468,66634,121,990,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.863166
181469,66635,121,991,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.863199
181470,66636,121,992,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.863231
181471,66637,121,993,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.863263
181472,66638,121,994,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.863295
181473,66639,121,995,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.863327
181474,66640,121,996,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.863360
181475,66565,121,997,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.863392
181476,66641,121,998,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.863426
181477,66642,121,999,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.863481
181478,66643,121,1000,DC-PROD-365,Perfect Fitness Perfect Rip Deck,5.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.863527
181479,66644,153,1001,DC-PROD-886,Team Golf San Francisco Giants Putter Grip,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.863565
181480,66645,154,1002,DC-PROD-926,Glove It Imperial Golf Towel,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.863602
181481,66646,128,1003,DC-PROD-828,Bridgestone e6 Straight Distance NFL San Dieg,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.863661
181482,66647,126,1004,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.863704
181483,66648,126,1005,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.863738
181484,66649,126,1006,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.863773
181485,66650,126,1007,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.863807
181486,66651,121,1008,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.863842
181487,66652,121,1010,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.863905
181488,66653,123,1011,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.863940
181489,66654,123,1012,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.863973
181490,66655,122,1013,DC-PROD-627,Under Armour Girls' Toddler Spine Surge Runni,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.864006
181491,66655,123,1014,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.864039
181492,66656,121,1015,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.864072
181493,66657,121,1016,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.864108
181494,66658,123,1018,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.864171
181495,66659,152,1019,DC-PROD-906,Team Golf Tennessee Volunteers Putter Grip,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.864204
181496,66660,126,1020,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.864237
181497,66661,125,1021,DC-PROD-249,Under Armour Women's Micro G Skulpt Running S,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.864271
181498,66662,126,1022,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.864303
181499,66663,126,1023,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.864335
181500,66664,126,1024,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.864369
181501,66665,126,1025,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.864401
181502,66666,126,1026,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.864433
181503,66667,126,1027,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.864465
181504,66668,125,1028,DC-PROD-249,Under Armour Women's Micro G Skulpt Running S,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.864497
181505,66669,158,1029,DC-PROD-282,Under Armour Women's Ignite PIP VI Slide,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.864530
181506,66663,121,1030,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.864562
181507,66670,121,1031,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.864593
181508,66671,121,1032,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.864628
181509,66672,121,1033,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.864658
181510,66673,121,1034,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.864690
181511,66674,121,1035,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.864721
181512,66664,121,1036,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.864753
181513,66675,123,1037,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.864971
181514,66676,123,1038,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.865373
181515,66677,123,1039,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.865523
181516,66678,123,1040,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.865611
181517,66679,122,1041,DC-PROD-627,Under Armour Girls' Toddler Spine Surge Runni,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.865673
181518,66680,161,1042,DC-PROD-572,TYR Boys' Team Digi Jammer,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.865895
181519,66681,123,1043,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.865961
181520,66682,122,1044,DC-PROD-627,Under Armour Girls' Toddler Spine Surge Runni,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.866005
181521,66683,122,1045,DC-PROD-627,Under Armour Girls' Toddler Spine Surge Runni,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.866056
181522,66684,123,1046,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.866097
181523,66685,123,1047,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.866134
181524,66686,123,1048,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.866170
181525,66687,122,1049,DC-PROD-627,Under Armour Girls' Toddler Spine Surge Runni,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.866207
181526,66688,131,1050,DC-PROD-825,Bridgestone e6 Straight Distance NFL Tennesse,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.866243
181527,66689,163,1051,DC-PROD-822,Titleist Pro V1x High Numbers Golf Balls,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.866279
181528,66688,173,1052,DC-PROD-810,Glove It Women's Mod Oval Golf Glove,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.866315
181529,66685,162,1053,DC-PROD-804,Glove It Women's Imperial Golf Glove,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.866350
181530,66668,173,1054,DC-PROD-810,Glove It Women's Mod Oval Golf Glove,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.866386
181531,66671,130,1055,DC-PROD-818,Titleist Pro V1x Golf Balls,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.866421
181532,66690,134,1056,DC-PROD-44,adidas Men's F10 Messi TRX FG Soccer Cleat,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.866468
181533,66691,126,1057,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.866508
181534,66692,157,1059,DC-PROD-273,Under Armour Kids' Mercenary Slide,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.866587
181535,66693,126,1060,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.866632
181536,66694,126,1061,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.866673
181537,66695,126,1062,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.866829
181538,66692,126,1063,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.867009
181539,66696,126,1064,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.867144
181540,66697,126,1065,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.867242
181541,66698,126,1066,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.867289
181542,66699,121,1067,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.867330
181543,66700,121,1068,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.867367
181544,66701,121,1069,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.867404
181545,66702,121,1070,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.867442
181546,66703,121,1071,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.867479
181547,66704,121,1072,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.867515
181548,66705,121,1073,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.867551
181549,66706,121,1074,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.867587
181550,66707,121,1075,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.867622
181551,66708,121,1076,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.867657
181552,66709,122,1077,DC-PROD-627,Under Armour Girls' Toddler Spine Surge Runni,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.867693
181553,66710,123,1078,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.867728
181554,66711,123,1079,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.867763
181555,66712,123,1080,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.867798
181556,66713,122,1081,DC-PROD-627,Under Armour Girls' Toddler Spine Surge Runni,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.867834
181557,66714,122,1082,DC-PROD-627,Under Armour Girls' Toddler Spine Surge Runni,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.867869
181558,66715,122,1083,DC-PROD-627,Under Armour Girls' Toddler Spine Surge Runni,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.867903
181559,66716,123,1084,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.867937
181560,66710,147,1085,DC-PROD-564,Nike Men's Deutschland Weltmeister Winners Bl,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.867971
181561,66717,123,1086,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.868006
181562,66718,123,1087,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.868039
181563,66719,122,1088,DC-PROD-627,Under Armour Girls' Toddler Spine Surge Runni,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.868073
181564,66720,123,1089,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.868105
181565,66700,123,1090,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,2.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.868139
181566,66721,120,1091,DC-PROD-1360,Smart watch,1.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.868175
181567,66722,120,1092,DC-PROD-1360,Smart watch,1.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.868209
181568,66723,120,1093,DC-PROD-1360,Smart watch,1.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.868243
181569,66724,120,1094,DC-PROD-1360,Smart watch,1.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.868276
181570,66725,120,1095,DC-PROD-1360,Smart watch,1.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.868310
181571,66726,120,1096,DC-PROD-1360,Smart watch,1.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.868343
181572,66727,120,1097,DC-PROD-1360,Smart watch,1.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.868377
181573,66728,120,1098,DC-PROD-1360,Smart watch,1.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.868410
181574,66729,120,1099,DC-PROD-1360,Smart watch,1.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.868443
181575,66730,120,1100,DC-PROD-1360,Smart watch,1.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.868475
181576,66731,120,1101,DC-PROD-1360,Smart watch,1.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.868519
181577,66732,120,1102,DC-PROD-1360,Smart watch,1.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.868553
181578,66733,120,1103,DC-PROD-1360,Smart watch,1.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.868588
181579,66734,120,1104,DC-PROD-1360,Smart watch,1.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.868621
181580,66735,120,1105,DC-PROD-1360,Smart watch,1.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.868655
181581,66736,120,1106,DC-PROD-1360,Smart watch,1.0,PCS,0.0,KG,0.0,M3,2026-09-14 13:11:17.868690
