id,order_id,item_code,item_name,quantity,unit_price,total_price
46489,25504,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,1,99.99,97.99
46490,25506,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,1,99.99,94.99
46491,25507,DC-PROD-282,Under Armour Women's Ignite PIP VI Slide,1,31.99,30.23
46492,25508,DC-PROD-278,Under Armour Men's Compression EV SL Slide,1,44.99,41.84
46493,25509,DC-PROD-282,Under Armour Women's Ignite PIP VI Slide,1,31.99,28.15
46494,25510,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,1,99.99,86.99
46495,25511,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,1,99.99,82.99
46496,25512,DC-PROD-365,Perfect Fitness Perfect Rip Deck,1,59.99,59.99
46497,25513,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,129.99
46498,25514,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,129.99
46499,25515,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,129.99
46500,25516,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,129.99
46501,17714,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,129.99
46502,25517,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,129.99
46503,25518,DC-PROD-365,Perfect Fitness Perfect Rip Deck,1,59.99,59.99
46504,25519,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,128.69
46505,25514,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,128.69
46506,25520,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,128.69
46507,25521,DC-PROD-365,Perfect Fitness Perfect Rip Deck,1,59.99,59.39
46508,25522,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,128.69
46509,25523,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,127.39
46510,25524,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,127.39
46511,25520,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,127.39
46512,25525,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,127.39
46513,17719,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,127.39
46514,25526,DC-PROD-365,Perfect Fitness Perfect Rip Deck,1,59.99,58.79
46515,25527,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,127.39
46516,25528,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,127.39
46517,18473,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,127.39
46518,25529,DC-PROD-365,Perfect Fitness Perfect Rip Deck,1,59.99,58.19
46519,25530,DC-PROD-365,Perfect Fitness Perfect Rip Deck,1,59.99,58.19
46520,25531,DC-PROD-365,Perfect Fitness Perfect Rip Deck,1,59.99,58.19
46521,25532,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,126.09
46522,25533,DC-PROD-365,Perfect Fitness Perfect Rip Deck,1,59.99,58.19
46523,25534,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,126.09
46524,25535,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,126.09
46525,25536,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,126.09
46526,25537,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,126.09
46527,25527,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,126.09
46528,25531,DC-PROD-365,Perfect Fitness Perfect Rip Deck,1,59.99,57.59
46529,25538,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,124.79
46530,25536,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,124.79
46531,25539,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,124.79
46532,25540,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,124.79
46533,25541,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,123.49
46534,25542,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,123.49
46535,25543,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,123.49
46536,25536,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,123.49
46537,25544,DC-PROD-365,Perfect Fitness Perfect Rip Deck,1,59.99,56.99
46538,25545,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,123.49
46539,25546,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,123.49
46540,25547,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,122.84
46541,25548,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,122.84
46542,25549,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,122.84
46543,25550,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,122.84
46544,25551,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,122.84
46545,25552,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,122.84
46546,18480,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,120.89
46547,25553,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,120.89
46548,25554,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,120.89
46549,25555,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,118.29
46550,25504,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,118.29
46551,25556,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,118.29
46552,25526,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,118.29
46553,25557,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,118.29
46554,25558,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,116.99
46555,25529,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,116.99
46556,18214,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,116.99
46557,2310,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,116.99
46558,25526,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,116.99
46559,25559,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,116.99
46560,25560,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,116.99
46561,25561,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,114.39
46562,25562,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,114.39
46563,25563,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,114.39
46564,25564,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,114.39
46565,25565,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,114.39
46566,25566,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,114.39
46567,25567,DC-PROD-365,Perfect Fitness Perfect Rip Deck,1,59.99,52.79
46568,25560,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,114.39
46569,25568,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,113.09
46570,25562,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,113.09
46571,25563,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,113.09
46572,25562,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,110.49
46573,25569,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,110.49
46574,25570,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,110.49
46575,25571,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,110.49
46576,25572,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,110.49
46577,25573,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,109.19
46578,25574,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,109.19
46579,25575,DC-PROD-365,Perfect Fitness Perfect Rip Deck,1,59.99,50.39
46580,25576,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,109.19
46581,25572,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,109.19
46582,25577,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,107.89
46583,25533,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,107.89
46584,25536,DC-PROD-365,Perfect Fitness Perfect Rip Deck,1,59.99,49.79
46585,25521,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,107.89
46586,25578,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,106.59
46587,25579,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,106.59
46588,25580,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,106.59
46589,25581,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,106.59
46590,25582,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,106.59
46591,18738,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,106.59
46592,25583,DC-PROD-365,Perfect Fitness Perfect Rip Deck,1,59.99,47.99
46593,25584,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,103.99
46594,25585,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,103.99
46595,25586,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,103.99
46596,25505,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,103.99
46597,25587,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,97.49
46598,25588,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,97.49
46599,25531,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,97.49
46600,25589,DC-PROD-365,Perfect Fitness Perfect Rip Deck,1,59.99,44.99
46601,25590,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,1,129.99,97.49
46602,25591,DC-PROD-365,Perfect Fitness Perfect Rip Deck,1,59.99,44.99
46603,25592,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,1,50.0,49.5
46604,25584,DC-PROD-564,Nike Men's Deutschland Weltmeister Winners Bl,1,30.0,29.4
46605,25549,DC-PROD-627,Under Armour Girls' Toddler Spine Surge Runni,1,39.99,39.19
46606,25593,DC-PROD-627,Under Armour Girls' Toddler Spine Surge Runni,1,39.99,38.79
46607,25594,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,1,50.0,48.5
46608,25569,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,1,50.0,48.0
46609,25505,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,1,50.0,47.5
46610,25595,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,1,50.0,47.5
46611,25596,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,1,50.0,47.25
46612,25550,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,1,50.0,46.5
46613,25597,DC-PROD-627,Under Armour Girls' Toddler Spine Surge Runni,1,39.99,36.39
46614,25516,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,1,50.0,45.5
46615,25598,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,1,50.0,45.5
46616,25599,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,1,50.0,45.0
46617,25570,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,1,50.0,44.0
46618,25514,DC-PROD-627,Under Armour Girls' Toddler Spine Surge Runni,1,39.99,34.79
46619,25600,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,1,50.0,43.5
46620,25580,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,1,50.0,42.5
46621,25601,DC-PROD-627,Under Armour Girls' Toddler Spine Surge Runni,1,39.99,33.99
46622,18195,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,1,50.0,42.5
46623,25590,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,1,50.0,42.0
46624,25517,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,1,50.0,40.0
46625,25558,DC-PROD-627,Under Armour Girls' Toddler Spine Surge Runni,1,39.99,29.99
46626,25602,DC-PROD-627,Under Armour Girls' Toddler Spine Surge Runni,1,39.99,29.99
46627,25603,DC-PROD-823,Titleist Pro V1x High Numbers Personalized Go,1,51.99,49.91
46628,25604,DC-PROD-886,Team Golf San Francisco Giants Putter Grip,1,24.99,23.74
46629,25605,DC-PROD-885,Team Golf St. Louis Cardinals Putter Grip,1,24.99,23.62
46630,25518,DC-PROD-897,Team Golf New England Patriots Putter Grip,1,24.99,23.24
46631,25606,DC-PROD-906,Team Golf Tennessee Volunteers Putter Grip,1,24.99,22.74
46632,25607,DC-PROD-823,Titleist Pro V1x High Numbers Personalized Go,1,51.99,44.19
46633,25608,DC-PROD-828,Bridgestone e6 Straight Distance NFL San Dieg,1,31.99,23.99
46634,25587,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,299.98,299.98
46635,25609,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,299.98,299.98
46636,25556,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,299.98,299.98
46637,25610,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,299.98,299.98
46638,25599,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,299.98,299.98
46639,25546,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,299.98,299.98
46640,25594,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,299.98,299.98
46641,25589,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,299.98,296.98
46642,25554,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,299.98,296.98
46643,25611,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,299.98,296.98
46644,25558,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,299.98,293.98
46645,25612,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,299.98,293.98
46646,25558,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,299.98,290.98
46647,25613,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,299.98,290.98
46648,25614,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,299.98,290.98
46649,25532,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,299.98,287.98
46650,25615,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,299.98,287.98
46651,25616,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,299.98,287.98
46652,25542,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,299.98,287.98
46653,25617,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,299.98,287.98
46654,25533,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,299.98,284.98
46655,25572,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,299.98,284.98
46656,25588,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,299.98,283.48
46657,25572,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,299.98,283.48
46658,25618,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,299.98,278.98
46659,25619,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,299.98,278.98
46660,25534,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,299.98,278.98
46661,25578,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,299.98,272.98
46662,25620,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,299.98,272.98
46663,25571,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,299.98,272.98
46664,25602,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,299.98,272.98
46665,25621,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,299.98,272.98
46666,25502,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,299.98,269.98
46667,25571,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,299.98,269.98
46668,25602,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,299.98,269.98
46669,25591,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,299.98,269.98
46670,25622,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,299.98,269.98
46671,25529,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,299.98,263.98
46672,25566,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,299.98,260.98
46673,25509,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,299.98,260.98
46674,25551,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,299.98,260.98
46675,25567,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,299.98,260.98
46676,25623,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,299.98,254.98
46677,25595,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,299.98,254.98
46678,25624,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,299.98,251.98
46679,25625,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,299.98,251.98
46680,25568,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,299.98,248.98
46681,25563,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,299.98,248.98
46682,25528,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,299.98,248.98
46683,25522,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,299.98,248.98
46684,25604,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,299.98,245.98
46685,25626,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,299.98,245.98
46686,18195,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,299.98,245.98
46687,25585,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,299.98,239.98
46688,25541,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,299.98,239.98
46689,25627,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,299.98,239.98
46690,18195,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,299.98,239.98
46691,25628,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,299.98,239.98
46692,25585,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,299.98,224.99
46693,25629,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,299.98,224.99
46694,25546,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,1,299.98,224.99
46695,25630,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,2,50.0,87.0
46696,25631,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,2,99.99,195.98
46697,24599,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,2,99.99,179.98
46698,24562,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,2,99.99,175.98
46699,24602,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,2,99.99,169.98
46700,24574,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,2,99.99,165.98
46701,24576,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,2,99.99,149.99
46702,24585,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2,59.99,118.78
46703,24589,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2,59.99,118.78
46704,25632,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2,59.99,117.58
46705,25633,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2,59.99,117.58
46706,25634,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2,59.99,113.38
46707,24553,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2,59.99,107.98
46708,24603,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2,59.99,95.98
46709,24577,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,2,50.0,99.0
46710,24577,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,2,50.0,98.0
46711,24569,DC-PROD-627,Under Armour Girls' Toddler Spine Surge Runni,2,39.99,78.38
46712,24595,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,2,50.0,95.0
46713,25635,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,2,50.0,95.0
46714,24595,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,2,50.0,94.5
46715,25635,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,2,50.0,94.5
46716,24569,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,2,50.0,94.5
46717,24581,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,2,50.0,93.0
46718,24601,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,2,50.0,85.0
46719,24561,DC-PROD-627,Under Armour Girls' Toddler Spine Surge Runni,2,39.99,67.18
46720,24558,DC-PROD-924,Glove It Urban Brick Golf Towel,2,15.99,31.98
46721,24548,DC-PROD-835,Bridgestone e6 Straight Distance NFL Carolina,2,31.99,60.78
46722,24585,DC-PROD-906,Team Golf Tennessee Volunteers Putter Grip,2,24.99,39.98
46723,24613,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,2,50.0,97.0
46724,25636,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,2,50.0,88.0
46725,24612,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,2,50.0,83.0
46726,24611,DC-PROD-905,Team Golf Texas Longhorns Putter Grip,2,24.99,49.98
46727,25637,DC-PROD-306,Polar FT4 Heart Rate Monitor,2,89.99,174.58
46728,25638,DC-PROD-37,adidas Kids' F5 Messi FG Soccer Cleat,2,34.99,60.88
46729,24702,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,2,99.99,197.98
46730,24825,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,2,99.99,197.98
46731,25639,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,2,99.99,197.98
46732,24897,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,2,99.99,195.98
46733,24720,DC-PROD-282,Under Armour Women's Ignite PIP VI Slide,2,31.99,62.06
46734,24882,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,2,99.99,189.98
46735,24894,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,2,99.99,181.98
46736,25640,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,2,99.99,181.98
46737,24697,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,2,99.99,167.98
46738,18286,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,2,99.99,167.98
46739,24651,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,2,99.99,165.98
46740,25641,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,2,99.99,165.98
46741,24839,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,2,99.99,163.98
46742,25642,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,2,99.99,159.98
46743,24753,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2,59.99,119.98
46744,24682,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2,59.99,118.78
46745,25643,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2,59.99,118.78
46746,24715,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2,59.99,118.78
46747,24657,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2,59.99,116.38
46748,24707,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2,59.99,115.18
46749,25644,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2,59.99,115.18
46750,24866,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2,59.99,115.18
46751,25645,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2,59.99,113.98
46752,24790,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2,59.99,113.38
46753,24774,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2,59.99,113.38
46754,25646,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2,59.99,111.58
46755,24680,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2,59.99,111.58
46756,24721,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2,59.99,111.58
46757,24746,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2,59.99,107.98
46758,24724,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2,59.99,107.98
46759,24718,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2,59.99,107.98
46760,24716,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2,59.99,107.98
46761,25647,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2,59.99,107.98
46762,24743,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2,59.99,105.58
46763,24901,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2,59.99,105.58
46764,25648,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2,59.99,104.38
46765,24893,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2,59.99,104.38
46766,24727,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2,59.99,101.98
46767,24655,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2,59.99,101.98
46768,25649,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2,59.99,100.78
46769,24845,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2,59.99,100.78
46770,24747,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2,59.99,99.58
46771,25642,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2,59.99,99.58
46772,24704,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2,59.99,98.38
46773,24705,DC-PROD-365,Perfect Fitness Perfect Rip Deck,2,59.99,89.99
46774,24696,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,2,50.0,100.0
46775,24766,DC-PROD-627,Under Armour Girls' Toddler Spine Surge Runni,2,39.99,79.98
46776,24696,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,2,50.0,99.0
46777,25650,DC-PROD-627,Under Armour Girls' Toddler Spine Surge Runni,2,39.99,79.18
46778,25651,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,2,50.0,99.0
46779,24727,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,2,50.0,98.0
46780,24753,DC-PROD-627,Under Armour Girls' Toddler Spine Surge Runni,2,39.99,77.58
46781,24649,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,2,50.0,96.0
46782,24842,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,2,50.0,95.0
46783,24857,DC-PROD-627,Under Armour Girls' Toddler Spine Surge Runni,2,39.99,75.98
46784,2383,DC-PROD-627,Under Armour Girls' Toddler Spine Surge Runni,2,39.99,75.98
