id,snapshot_date,warehouse_id,category,total_items,total_quantity,inventory_value,created_at
291,2017-09-09,11.0,Golf Balls,5,91,1602.0899790700003,2026-09-14 12:30:26.649317
292,2017-09-09,11.0,Golf Gloves,7,141,11253.589967367998,2026-09-14 12:30:26.649319
293,2017-09-09,11.0,Golf Shoes,4,93,8120.0,2026-09-14 12:30:26.649320
294,2017-09-09,11.0,Hockey,3,50,2397.9599608000003,2026-09-14 12:30:26.649322
295,2017-09-09,11.0,Hunting & Shooting,3,83,5795.510034569999,2026-09-14 12:30:26.649323
296,2017-09-09,11.0,Indoor/Outdoor Games,1,3094,154638.11857676003,2026-09-14 12:30:26.649325
297,2017-09-09,11.0,Kids' Golf Clubs,7,71,12599.099738039999,2026-09-14 12:30:26.649326
298,2017-09-09,11.0,Lacrosse,2,69,3599.30993638,2026-09-14 12:30:26.649328
299,2017-09-09,11.0,Men's Footwear,1,1221,158717.7967155,2026-09-14 12:30:26.649329
300,2017-09-09,11.0,Men's Golf Clubs,4,42,4739.58000992,2026-09-14 12:30:26.649331
301,2017-09-09,11.0,Shop By Sport,3,1595,64744.372656399995,2026-09-14 12:30:26.649332
302,2017-09-09,11.0,Soccer,2,23,2199.7699511,2026-09-14 12:30:26.649334
303,2017-09-09,11.0,Strength Training,3,24,14856.8898912,2026-09-14 12:30:26.649335
304,2017-09-09,11.0,Tennis & Racquet,1,50,2249.500084,2026-09-14 12:30:26.649337
305,2017-09-09,11.0,Trade-In,4,124,4766.760034510001,2026-09-14 12:30:26.649338
306,2017-09-09,11.0,Water Sports,2,809,162841.91434239998,2026-09-14 12:30:26.649340
307,2017-09-09,11.0,Women's Apparel,1,3474,173700.0,2026-09-14 12:30:26.649341
308,2017-09-09,11.0,Women's Golf Clubs,3,44,4659.559951679999,2026-09-14 12:30:26.649342
309,2017-09-09,12.0,Accessories,6,302,7546.979930540002,2026-09-14 12:30:26.649344
310,2017-09-09,12.0,Baby,1,34,2008.7200622199998,2026-09-14 12:30:26.649345
311,2017-09-09,12.0,Baseball & Softball,2,118,5453.82019824,2026-09-14 12:30:26.649347
312,2017-09-09,12.0,Books,1,28,870.2399977599998,2026-09-14 12:30:26.649349
313,2017-09-09,12.0,Boxing & MMA,1,37,2033.8900451399998,2026-09-14 12:30:26.649350
314,2017-09-09,12.0,CDs,1,48,541.91999808,2026-09-14 12:30:26.649351
315,2017-09-09,12.0,Cameras,1,2,904.080017,2026-09-14 12:30:26.649353
316,2017-09-09,12.0,Camping & Hiking,1,699,209686.02768900004,2026-09-14 12:30:26.649355
317,2017-09-09,12.0,Cardio Equipment,2,1982,195310.58584626002,2026-09-14 12:30:26.649356
318,2017-09-09,12.0,Children's Clothing,1,20,7142.000121999998,2026-09-14 12:30:26.649358
319,2017-09-09,12.0,Cleats,1,3698,221843.02621264,2026-09-14 12:30:26.649359
320,2017-09-09,12.0,Computers,1,11,16500.0,2026-09-14 12:30:26.649360
321,2017-09-09,12.0,Consumer Electronics,1,38,9609.4401862,2026-09-14 12:30:26.649362
322,2017-09-09,12.0,Crafts,1,54,24919.920594,2026-09-14 12:30:26.649363
323,2017-09-09,12.0,DVDs,1,88,14465.440431199997,2026-09-14 12:30:26.649365
324,2017-09-09,12.0,Electronics,11,565,21929.35034373,2026-09-14 12:30:26.649367
325,2017-09-09,12.0,Fishing,1,896,358382.089856,2026-09-14 12:30:26.649368
326,2017-09-09,12.0,Fitness Accessories,1,39,1364.6100655199998,2026-09-14 12:30:26.649370
327,2017-09-09,12.0,Garden,1,119,63377.02203490001,2026-09-14 12:30:26.649371
328,2017-09-09,12.0,Girls' Apparel,4,185,8149.66005712,2026-09-14 12:30:26.649372
329,2017-09-09,12.0,Golf Apparel,1,41,819.58999057,2026-09-14 12:30:26.649374
330,2017-09-09,12.0,Golf Balls,5,273,4806.269937210001,2026-09-14 12:30:26.649375
331,2017-09-09,12.0,Golf Gloves,3,157,4418.430105271001,2026-09-14 12:30:26.649377
332,2017-09-09,12.0,Golf Shoes,1,30,1950.0,2026-09-14 12:30:26.649378
333,2017-09-09,12.0,Health and Beauty,1,76,22271.040646000005,2026-09-14 12:30:26.649380
334,2017-09-09,12.0,Hockey,2,93,2166.0,2026-09-14 12:30:26.649381
335,2017-09-09,12.0,Hunting & Shooting,1,63,1889.36998551,2026-09-14 12:30:26.649383
336,2017-09-09,12.0,Indoor/Outdoor Games,1,2947,147291.05864438,2026-09-14 12:30:26.649384
337,2017-09-09,12.0,Lacrosse,1,49,1224.5099887300003,2026-09-14 12:30:26.649386
338,2017-09-09,12.0,Men's Clothing,1,58,12229.3003538,2026-09-14 12:30:26.649387
339,2017-09-09,12.0,Men's Footwear,1,1142,148448.58628100003,2026-09-14 12:30:26.649389
340,2017-09-09,12.0,Music,1,125,32581.249237499997,2026-09-14 12:30:26.649390
341,2017-09-09,12.0,Pet Supplies,1,145,12238.000221850001,2026-09-14 12:30:26.649392
342,2017-09-09,12.0,Shop By Sport,2,1612,63944.4026208,2026-09-14 12:30:26.649393
343,2017-09-09,12.0,Sporting Goods,1,89,29169.75,2026-09-14 12:30:26.649395
344,2017-09-09,12.0,Tennis & Racquet,1,57,2564.4300957600003,2026-09-14 12:30:26.649396
345,2017-09-09,12.0,Toys,1,135,1557.8999946000004,2026-09-14 12:30:26.649398
346,2017-09-09,12.0,Trade-In,3,184,3314.1599576799995,2026-09-14 12:30:26.649400
347,2017-09-09,12.0,Video Games,1,188,7473.0,2026-09-14 12:30:26.649401
348,2017-09-09,12.0,Water Sports,1,764,152792.36420200003,2026-09-14 12:30:26.649403
349,2017-09-09,12.0,Women's Apparel,1,3061,153050.0,2026-09-14 12:30:26.649404
350,2017-09-09,12.0,Women's Clothing,1,178,38415.9612994,2026-09-14 12:30:26.649406
351,2017-09-09,13.0,Accessories,6,450,11245.499896500001,2026-09-14 12:30:26.649408
352,2017-09-09,13.0,As Seen on TV!,1,22,2199.77995292,2026-09-14 12:30:26.649409
353,2017-09-09,13.0,Baseball & Softball,3,157,8968.430294320002,2026-09-14 12:30:26.649411
354,2017-09-09,13.0,Boxing & MMA,3,122,9107.6199338,2026-09-14 12:30:26.649412
355,2017-09-09,13.0,Camping & Hiking,1,1216,364775.69337600004,2026-09-14 12:30:26.649414
356,2017-09-09,13.0,Cardio Equipment,2,3286,321148.1931948,2026-09-14 12:30:26.649415
357,2017-09-09,13.0,Cleats,1,6074,364379.27020431997,2026-09-14 12:30:26.649417
358,2017-09-09,13.0,Electronics,11,776,31124.24054732,2026-09-14 12:30:26.649418
359,2017-09-09,13.0,Fishing,1,1435,573971.3157850001,2026-09-14 12:30:26.649420
360,2017-09-09,13.0,Fitness Accessories,1,73,2554.27012264,2026-09-14 12:30:26.649422
361,2017-09-09,13.0,Girls' Apparel,4,301,12649.250125999999,2026-09-14 12:30:26.649423
362,2017-09-09,13.0,Golf Apparel,3,61,3109.3900207099996,2026-09-14 12:30:26.649425
363,2017-09-09,13.0,Golf Bags & Carts,1,10,1699.900055,2026-09-14 12:30:26.649426
364,2017-09-09,13.0,Golf Balls,5,405,7137.949906850001,2026-09-14 12:30:26.649428
365,2017-09-09,13.0,Golf Gloves,6,325,12436.750129733999,2026-09-14 12:30:26.649429
366,2017-09-09,13.0,Golf Shoes,4,154,12275.0,2026-09-14 12:30:26.649431
367,2017-09-09,13.0,Hockey,2,146,3398.0,2026-09-14 12:30:26.649432
368,2017-09-09,13.0,Hunting & Shooting,3,104,5921.140054710002,2026-09-14 12:30:26.649434
369,2017-09-09,13.0,Indoor/Outdoor Games,1,5026,251199.47768804003,2026-09-14 12:30:26.649435
370,2017-09-09,13.0,Kids' Golf Clubs,5,66,7719.85987055,2026-09-14 12:30:26.649437
371,2017-09-09,13.0,Lacrosse,2,82,3699.17993912,2026-09-14 12:30:26.649438
372,2017-09-09,13.0,Men's Footwear,1,1888,245421.13038400008,2026-09-14 12:30:26.649440
373,2017-09-09,13.0,Men's Golf Clubs,4,56,6469.440056320001,2026-09-14 12:30:26.649441
374,2017-09-09,13.0,Shop By Sport,3,2860,115662.35469867999,2026-09-14 12:30:26.649443
375,2017-09-09,13.0,Soccer,2,37,3049.6299209,2026-09-14 12:30:26.649444
376,2017-09-09,13.0,Strength Training,1,6,1134.0,2026-09-14 12:30:26.649446
377,2017-09-09,13.0,Tennis & Racquet,1,97,4364.03016296,2026-09-14 12:30:26.649447
378,2017-09-09,13.0,Trade-In,4,302,7384.979976380001,2026-09-14 12:30:26.649449
379,2017-09-09,13.0,Water Sports,1,1388,277586.12763400003,2026-09-14 12:30:26.649450
380,2017-09-09,13.0,Women's Apparel,1,5672,283600.0,2026-09-14 12:30:26.649452
381,2017-09-09,13.0,Women's Golf Clubs,3,50,5489.499946479999,2026-09-14 12:30:26.649453
382,2017-09-09,14.0,Accessories,6,258,6447.419940660001,2026-09-14 12:30:26.649455
383,2017-09-09,14.0,Baby,1,16,945.28002928,2026-09-14 12:30:26.649456
384,2017-09-09,14.0,Baseball & Softball,2,80,3724.2001344,2026-09-14 12:30:26.649458
385,2017-09-09,14.0,Books,1,15,466.19999879999983,2026-09-14 12:30:26.649459
386,2017-09-09,14.0,Boxing & MMA,1,37,2033.89004514,2026-09-14 12:30:26.649461
387,2017-09-09,14.0,CDs,1,24,270.95999903999996,2026-09-14 12:30:26.649462
388,2017-09-09,14.0,Cameras,1,3,1356.1200254999999,2026-09-14 12:30:26.649464
389,2017-09-09,14.0,Camping & Hiking,1,539,161689.225929,2026-09-14 12:30:26.649465
390,2017-09-09,14.0,Cardio Equipment,2,1396,137136.38708746003,2026-09-14 12:30:26.649467
391,2017-09-09,14.0,Children's Clothing,1,21,7499.100128099997,2026-09-14 12:30:26.649468
392,2017-09-09,14.0,Cleats,1,2850,170971.504788,2026-09-14 12:30:26.649470
393,2017-09-09,14.0,Computers,1,14,21000.0,2026-09-14 12:30:26.649471
394,2017-09-09,14.0,Consumer Electronics,1,32,8092.1601568,2026-09-14 12:30:26.649473
395,2017-09-09,14.0,Crafts,1,64,29534.720704000003,2026-09-14 12:30:26.649474
396,2017-09-09,14.0,DVDs,1,46,7561.480225400001,2026-09-14 12:30:26.649476
397,2017-09-09,14.0,Electronics,11,500,19294.00026891,2026-09-14 12:30:26.649477
398,2017-09-09,14.0,Fishing,1,664,265586.72730400006,2026-09-14 12:30:26.649479
399,2017-09-09,14.0,Fitness Accessories,1,36,1259.6400604799996,2026-09-14 12:30:26.649480
400,2017-09-09,14.0,Garden,1,86,45801.881470600005,2026-09-14 12:30:26.649482
401,2017-09-09,14.0,Girls' Apparel,4,183,8209.67005544,2026-09-14 12:30:26.649483
402,2017-09-09,14.0,Golf Apparel,1,38,759.6199912600002,2026-09-14 12:30:26.649485
403,2017-09-09,14.0,Golf Balls,5,215,3978.849950549999,2026-09-14 12:30:26.649486
404,2017-09-09,14.0,Golf Gloves,3,148,3758.5200462180005,2026-09-14 12:30:26.649488
405,2017-09-09,14.0,Golf Shoes,1,67,4355.0,2026-09-14 12:30:26.649489
406,2017-09-09,14.0,Health and Beauty,1,87,25494.480739500006,2026-09-14 12:30:26.649491
407,2017-09-09,14.0,Hockey,2,90,2100.0,2026-09-14 12:30:26.649492
408,2017-09-09,14.0,Hunting & Shooting,1,45,1349.54998965,2026-09-14 12:30:26.649494
409,2017-09-09,14.0,Indoor/Outdoor Games,1,2089,104408.21903906002,2026-09-14 12:30:26.649495
410,2017-09-09,14.0,Lacrosse,1,29,724.7099933300001,2026-09-14 12:30:26.649497
411,2017-09-09,14.0,Men's Clothing,1,45,9488.250274499998,2026-09-14 12:30:26.649498
412,2017-09-09,14.0,Men's Footwear,1,875,113741.25481250003,2026-09-14 12:30:26.649500
413,2017-09-09,14.0,Music,1,96,25022.399414400003,2026-09-14 12:30:26.649501
414,2017-09-09,14.0,Pet Supplies,1,76,6414.40011628,2026-09-14 12:30:26.649503
415,2017-09-09,14.0,Shop By Sport,2,1338,53196.93219575999,2026-09-14 12:30:26.649504
416,2017-09-09,14.0,Sporting Goods,1,79,25892.25,2026-09-14 12:30:26.649505
417,2017-09-09,14.0,Tennis & Racquet,1,38,1709.62006384,2026-09-14 12:30:26.649507
418,2017-09-09,14.0,Toys,1,80,923.1999968000001,2026-09-14 12:30:26.649508
419,2017-09-09,14.0,Trade-In,3,119,2196.80997263,2026-09-14 12:30:26.649510
420,2017-09-09,14.0,Video Games,1,194,7711.5,2026-09-14 12:30:26.649511
421,2017-09-09,14.0,Water Sports,1,584,116794.16321200001,2026-09-14 12:30:26.649513
422,2017-09-09,14.0,Women's Apparel,1,2287,114350.0,2026-09-14 12:30:26.649514
423,2017-09-09,14.0,Women's Clothing,1,141,30430.621029300004,2026-09-14 12:30:26.649516
424,2017-09-09,15.0,Accessories,6,134,3348.6599691800006,2026-09-14 12:30:26.649517
425,2017-09-09,15.0,Baseball & Softball,2,52,2319.48008736,2026-09-14 12:30:26.649519
426,2017-09-09,15.0,Boxing & MMA,1,21,1154.37002562,2026-09-14 12:30:26.649520
427,2017-09-09,15.0,Camping & Hiking,1,326,97793.48358600002,2026-09-14 12:30:26.649522
428,2017-09-09,15.0,Cardio Equipment,2,837,82221.83825376001,2026-09-14 12:30:26.649523
429,2017-09-09,15.0,Cleats,1,1731,103842.69290807999,2026-09-14 12:30:26.649525
430,2017-09-09,15.0,Electronics,11,275,10654.25015449,2026-09-14 12:30:26.649526
431,2017-09-09,15.0,Fishing,1,384,153592.324224,2026-09-14 12:30:26.649527
432,2017-09-09,15.0,Fitness Accessories,1,25,874.750042,2026-09-14 12:30:26.649529
433,2017-09-09,15.0,Girls' Apparel,4,110,4679.69005208,2026-09-14 12:30:26.649530
434,2017-09-09,15.0,Golf Apparel,1,17,339.82999609,2026-09-14 12:30:26.649532
435,2017-09-09,15.0,Golf Balls,5,106,1828.9399756200003,2026-09-14 12:30:26.649533
436,2017-09-09,15.0,Golf Gloves,3,79,2349.210052512,2026-09-14 12:30:26.649535
437,2017-09-09,15.0,Golf Shoes,1,32,2080.0,2026-09-14 12:30:26.649536
438,2017-09-09,15.0,Hockey,2,63,1503.0,2026-09-14 12:30:26.649538
439,2017-09-09,15.0,Hunting & Shooting,1,34,1019.6599921800001,2026-09-14 12:30:26.649540
440,2017-09-09,15.0,Indoor/Outdoor Games,1,1306,65273.87939924001,2026-09-14 12:30:26.649541
441,2017-09-09,15.0,Lacrosse,1,13,324.86999701,2026-09-14 12:30:26.649542
442,2017-09-09,15.0,Men's Footwear,1,540,70194.60297000002,2026-09-14 12:30:26.649544
443,2017-09-09,15.0,Shop By Sport,2,743,29422.861199519997,2026-09-14 12:30:26.649545
444,2017-09-09,15.0,Tennis & Racquet,1,22,989.78003696,2026-09-14 12:30:26.649547
445,2017-09-09,15.0,Trade-In,3,61,1029.3899859700002,2026-09-14 12:30:26.649548
446,2017-09-09,15.0,Water Sports,1,362,72396.381991,2026-09-14 12:30:26.649550
447,2017-09-09,15.0,Women's Apparel,1,1531,76550.0,2026-09-14 12:30:26.649551
448,2017-09-09,16.0,Accessories,6,307,7671.929929390002,2026-09-14 12:30:26.649553
449,2017-09-09,16.0,Baby,1,38,2245.0400695400003,2026-09-14 12:30:26.649554
450,2017-09-09,16.0,Baseball & Softball,2,77,3844.2301293600003,2026-09-14 12:30:26.649556
451,2017-09-09,16.0,Books,1,34,1056.7199972800001,2026-09-14 12:30:26.649557
452,2017-09-09,16.0,Boxing & MMA,1,31,1704.0700378200002,2026-09-14 12:30:26.649559
453,2017-09-09,16.0,CDs,1,31,349.9899987599999,2026-09-14 12:30:26.649560
454,2017-09-09,16.0,Cameras,1,12,5424.480102,2026-09-14 12:30:26.649562
455,2017-09-09,16.0,Camping & Hiking,1,612,183587.76673200002,2026-09-14 12:30:26.649563
456,2017-09-09,16.0,Cardio Equipment,2,1627,159534.17661452,2026-09-14 12:30:26.649565
457,2017-09-09,16.0,Children's Clothing,1,67,23925.700408700002,2026-09-14 12:30:26.649566
458,2017-09-09,16.0,Cleats,1,3400,203966.00571199998,2026-09-14 12:30:26.649568
459,2017-09-09,16.0,Computers,1,35,52500.0,2026-09-14 12:30:26.649569
460,2017-09-09,16.0,Consumer Electronics,1,57,14414.160279299998,2026-09-14 12:30:26.649570
461,2017-09-09,16.0,Crafts,1,72,33226.560792000004,2026-09-14 12:30:26.649572
462,2017-09-09,16.0,DVDs,1,76,12492.880372399999,2026-09-14 12:30:26.649573
463,2017-09-09,16.0,Electronics,11,578,22684.220344560003,2026-09-14 12:30:26.649575
464,2017-09-09,16.0,Fishing,1,831,332383.389141,2026-09-14 12:30:26.649576
465,2017-09-09,16.0,Fitness Accessories,1,37,1294.6300621599999,2026-09-14 12:30:26.649578
466,2017-09-09,16.0,Garden,1,126,67105.08215460001,2026-09-14 12:30:26.649579
467,2017-09-09,16.0,Girls' Apparel,4,211,8619.660057119998,2026-09-14 12:30:26.649581
468,2017-09-09,16.0,Golf Apparel,1,49,979.5099887300003,2026-09-14 12:30:26.649582
469,2017-09-09,16.0,Golf Balls,5,210,3629.8999516999993,2026-09-14 12:30:26.649584
470,2017-09-09,16.0,Golf Gloves,3,104,2748.9600525100004,2026-09-14 12:30:26.649585
471,2017-09-09,16.0,Golf Shoes,1,30,1950.0,2026-09-14 12:30:26.649587
472,2017-09-09,16.0,Health and Beauty,1,116,33992.640986000006,2026-09-14 12:30:26.649588
473,2017-09-09,16.0,Hockey,2,100,2365.0,2026-09-14 12:30:26.649590
474,2017-09-09,16.0,Hunting & Shooting,1,37,1109.6299914900003,2026-09-14 12:30:26.649591
475,2017-09-09,16.0,Indoor/Outdoor Games,1,2747,137295.05873638002,2026-09-14 12:30:26.649593
476,2017-09-09,16.0,Lacrosse,1,31,774.6899928700002,2026-09-14 12:30:26.649594
477,2017-09-09,16.0,Men's Clothing,1,54,11385.900329399998,2026-09-14 12:30:26.649596
478,2017-09-09,16.0,Men's Footwear,1,947,123100.53520850003,2026-09-14 12:30:26.649597
479,2017-09-09,16.0,Music,1,111,28932.149322899993,2026-09-14 12:30:26.649599
480,2017-09-09,16.0,Pet Supplies,1,141,11900.400215729998,2026-09-14 12:30:26.649600
481,2017-09-09,16.0,Shop By Sport,2,1412,56006.342294879985,2026-09-14 12:30:26.649602
482,2017-09-09,16.0,Sporting Goods,1,108,35397.0,2026-09-14 12:30:26.649603
483,2017-09-09,16.0,Tennis & Racquet,1,56,2519.44009408,2026-09-14 12:30:26.649605
484,2017-09-09,16.0,Toys,1,199,2296.4599920399996,2026-09-14 12:30:26.649606
485,2017-09-09,16.0,Trade-In,3,140,2514.5999678,2026-09-14 12:30:26.649608
486,2017-09-09,16.0,Video Games,1,251,9977.25,2026-09-14 12:30:26.649609
487,2017-09-09,16.0,Water Sports,1,682,136393.18375100003,2026-09-14 12:30:26.649610
488,2017-09-09,16.0,Women's Apparel,1,2830,141500.0,2026-09-14 12:30:26.649612
489,2017-09-09,16.0,Women's Clothing,1,221,47696.22161329999,2026-09-14 12:30:26.649613
490,2017-09-09,17.0,Accessories,6,59,1474.4099864300001,2026-09-14 12:30:26.649615
491,2017-09-09,17.0,Baseball & Softball,2,25,1124.7500420000001,2026-09-14 12:30:26.649617
492,2017-09-09,17.0,Boxing & MMA,1,12,659.64001464,2026-09-14 12:30:26.649620
493,2017-09-09,17.0,Camping & Hiking,1,91,27298.181001000004,2026-09-14 12:30:26.649622
494,2017-09-09,17.0,Cardio Equipment,2,270,26367.38944146,2026-09-14 12:30:26.649624
495,2017-09-09,17.0,Cleats,1,429,25735.71072072,2026-09-14 12:30:26.649627
496,2017-09-09,17.0,Electronics,10,81,3278.1900615900004,2026-09-14 12:30:26.649629
497,2017-09-09,17.0,Fishing,1,125,49997.50137499999,2026-09-14 12:30:26.649632
498,2017-09-09,17.0,Fitness Accessories,1,3,104.97000503999999,2026-09-14 12:30:26.649634
499,2017-09-09,17.0,Girls' Apparel,4,43,1964.93001176,2026-09-14 12:30:26.649637
500,2017-09-09,17.0,Golf Apparel,1,7,139.92999839,2026-09-14 12:30:26.649640
501,2017-09-09,17.0,Golf Balls,3,30,499.6999931,2026-09-14 12:30:26.649642
502,2017-09-09,17.0,Golf Gloves,2,20,634.8000125899999,2026-09-14 12:30:26.649645
503,2017-09-09,17.0,Golf Shoes,1,5,325.0,2026-09-14 12:30:26.649646
504,2017-09-09,17.0,Hockey,1,6,150.0,2026-09-14 12:30:26.649648
505,2017-09-09,17.0,Hunting & Shooting,1,5,149.94999885000001,2026-09-14 12:30:26.649649
506,2017-09-09,17.0,Indoor/Outdoor Games,1,377,18842.45982658,2026-09-14 12:30:26.649651
507,2017-09-09,17.0,Lacrosse,1,2,49.97999954,2026-09-14 12:30:26.649652
508,2017-09-09,17.0,Men's Footwear,1,157,20408.430863500005,2026-09-14 12:30:26.649654
509,2017-09-09,17.0,Shop By Sport,2,207,8198.010334319999,2026-09-14 12:30:26.649655
510,2017-09-09,17.0,Tennis & Racquet,1,7,314.93001176,2026-09-14 12:30:26.649657
511,2017-09-09,17.0,Trade-In,3,32,583.6799926400001,2026-09-14 12:30:26.649658
512,2017-09-09,17.0,Water Sports,1,95,18999.0505225,2026-09-14 12:30:26.649660
513,2017-09-09,17.0,Women's Apparel,1,419,20950.0,2026-09-14 12:30:26.649661
514,2017-09-09,18.0,Accessories,6,227,5672.729947790001,2026-09-14 12:30:26.649663
515,2017-09-09,18.0,As Seen on TV!,1,27,2699.7299422199994,2026-09-14 12:30:26.649664
516,2017-09-09,18.0,Baby,1,28,1654.2400512399995,2026-09-14 12:30:26.649666
517,2017-09-09,18.0,Baseball & Softball,3,59,4164.41014114,2026-09-14 12:30:26.649667
518,2017-09-09,18.0,Basketball,2,12,3599.879882400001,2026-09-14 12:30:26.649670
519,2017-09-09,18.0,Books,1,44,1367.5199964800004,2026-09-14 12:30:26.649672
520,2017-09-09,18.0,Boxing & MMA,3,89,6848.369933860001,2026-09-14 12:30:26.649675
521,2017-09-09,18.0,CDs,1,34,383.85999863999996,2026-09-14 12:30:26.649677
522,2017-09-09,18.0,Cameras,1,118,53340.721003000006,2026-09-14 12:30:26.649679
523,2017-09-09,18.0,Camping & Hiking,1,705,211485.90775500005,2026-09-14 12:30:26.649681
524,2017-09-09,18.0,Cardio Equipment,2,1870,184671.62606882,2026-09-14 12:30:26.649684
525,2017-09-09,18.0,Children's Clothing,1,105,37495.500640499995,2026-09-14 12:30:26.649686
526,2017-09-09,18.0,Cleats,2,3664,221723.36606367998,2026-09-14 12:30:26.649688
527,2017-09-09,18.0,Computers,1,73,109500.0,2026-09-14 12:30:26.649690
528,2017-09-09,18.0,Consumer Electronics,1,74,18713.120362599995,2026-09-14 12:30:26.649693
529,2017-09-09,18.0,Crafts,1,45,20766.600495,2026-09-14 12:30:26.649695
530,2017-09-09,18.0,DVDs,1,39,6410.820191100001,2026-09-14 12:30:26.649698
531,2017-09-09,18.0,Electronics,11,335,12805.650176979998,2026-09-14 12:30:26.649701
532,2017-09-09,18.0,Fishing,1,911,364381.79002099996,2026-09-14 12:30:26.649703
533,2017-09-09,18.0,Fitness Accessories,2,20,1829.8000106399998,2026-09-14 12:30:26.649706
534,2017-09-09,18.0,Girls' Apparel,4,116,4914.560073920001,2026-09-14 12:30:26.649711
535,2017-09-09,18.0,Golf Apparel,3,47,2279.52999528,2026-09-14 12:30:26.649714
536,2017-09-09,18.0,Golf Bags & Carts,1,10,1699.900055,2026-09-14 12:30:26.649717
537,2017-09-09,18.0,Golf Balls,5,214,3772.85995078,2026-09-14 12:30:26.649729
538,2017-09-09,18.0,Golf Gloves,7,129,9038.709939685,2026-09-14 12:30:26.649734
539,2017-09-09,18.0,Golf Shoes,4,110,8302.0,2026-09-14 12:30:26.649738
540,2017-09-09,18.0,Hockey,3,69,2525.9699706,2026-09-14 12:30:26.649742
541,2017-09-09,18.0,Hunting & Shooting,3,72,4157.50001142,2026-09-14 12:30:26.649748
542,2017-09-09,18.0,Indoor/Outdoor Games,1,2978,148840.43863012,2026-09-14 12:30:26.649752
543,2017-09-09,18.0,Kids' Golf Clubs,7,80,13140.199790210001,2026-09-14 12:30:26.649755
544,2017-09-09,18.0,Lacrosse,2,71,4249.28992064,2026-09-14 12:30:26.649757
545,2017-09-09,18.0,Men's Footwear,1,1171,152218.29644050004,2026-09-14 12:30:26.649759
546,2017-09-09,18.0,Men's Golf Clubs,4,57,6369.430015859999,2026-09-14 12:30:26.649761
547,2017-09-09,18.0,Shop By Sport,3,1639,65923.87272511999,2026-09-14 12:30:26.649763
548,2017-09-09,18.0,Soccer,2,40,3424.5999146000004,2026-09-14 12:30:26.649765
549,2017-09-09,18.0,Strength Training,3,12,8544.9299308,2026-09-14 12:30:26.649767
550,2017-09-09,18.0,Tennis & Racquet,1,35,1574.6500588,2026-09-14 12:30:26.649770
551,2017-09-09,18.0,Trade-In,4,83,3565.17003248,2026-09-14 12:30:26.649772
552,2017-09-09,18.0,Water Sports,2,828,166941.7244163,2026-09-14 12:30:26.649774
553,2017-09-09,18.0,Women's Apparel,1,3240,162000.0,2026-09-14 12:30:26.649777
554,2017-09-09,18.0,Women's Golf Clubs,3,46,4919.5399474,2026-09-14 12:30:26.649779
555,2017-09-09,19.0,Accessories,6,236,5897.6399457200005,2026-09-14 12:30:26.649781
556,2017-09-09,19.0,Baseball & Softball,2,89,4414.110149519999,2026-09-14 12:30:26.649783
557,2017-09-09,19.0,Boxing & MMA,1,22,1209.34002684,2026-09-14 12:30:26.649785
558,2017-09-09,19.0,Camping & Hiking,1,465,139490.70511500002,2026-09-14 12:30:26.649788
559,2017-09-09,19.0,Cardio Equipment,2,1135,112298.81760748,2026-09-14 12:30:26.649790
560,2017-09-09,19.0,Cleats,1,2607,156393.93437976,2026-09-14 12:30:26.649792
561,2017-09-09,19.0,Electronics,11,342,13594.58022312,2026-09-14 12:30:26.649794
562,2017-09-09,19.0,Fishing,1,595,237988.10654500005,2026-09-14 12:30:26.649797
563,2017-09-09,19.0,Fitness Accessories,1,42,1469.5800705599997,2026-09-14 12:30:26.649799
564,2017-09-09,19.0,Girls' Apparel,4,149,6159.53007896,2026-09-14 12:30:26.649801
565,2017-09-09,19.0,Golf Apparel,1,36,719.6399917200001,2026-09-14 12:30:26.649803
566,2017-09-09,19.0,Golf Balls,5,214,3689.85995078,2026-09-14 12:30:26.649805
567,2017-09-09,19.0,Golf Gloves,3,110,2688.9000549660004,2026-09-14 12:30:26.649808
568,2017-09-09,19.0,Golf Shoes,1,39,2535.0,2026-09-14 12:30:26.649810
569,2017-09-09,19.0,Hockey,2,79,1852.0,2026-09-14 12:30:26.649812
570,2017-09-09,19.0,Hunting & Shooting,1,24,719.75999448,2026-09-14 12:30:26.649815
571,2017-09-09,19.0,Indoor/Outdoor Games,1,1984,99160.31908736003,2026-09-14 12:30:26.649818
572,2017-09-09,19.0,Lacrosse,1,42,1049.5799903400002,2026-09-14 12:30:26.649820
573,2017-09-09,19.0,Men's Footwear,1,794,103212.06436700004,2026-09-14 12:30:26.649823
574,2017-09-09,19.0,Shop By Sport,2,1042,41329.92169344,2026-09-14 12:30:26.649826
575,2017-09-09,19.0,Tennis & Racquet,1,55,2474.4500924,2026-09-14 12:30:26.649829
576,2017-09-09,19.0,Trade-In,3,119,2112.80997263,2026-09-14 12:30:26.649831
577,2017-09-09,19.0,Water Sports,1,488,97595.12268399999,2026-09-14 12:30:26.649834
578,2017-09-09,19.0,Women's Apparel,1,2266,113300.0,2026-09-14 12:30:26.649837
579,2017-09-09,20.0,Accessories,6,129,3223.7099703300005,2026-09-14 12:30:26.649840
580,2017-09-09,20.0,Baseball & Softball,2,43,1929.57007224,2026-09-14 12:30:26.649843
581,2017-09-09,20.0,Boxing & MMA,1,24,1319.28002928,2026-09-14 12:30:26.649845
