id,invoice_id,purchase_order_item_id,item_code,description,quantity,unit_price,tax_rate,tax_amount,amount
272,22,387,ITM-DEV-002,Corrugated Shipping Boxes,1000.0,38.0,18.0,6840.0,44840.0
273,23,122,ITM-DEV-003,HDPE Packaging Bags,1000.0,24.0,18.0,4320.0,28320.0
274,24,447,ITM-DEV-004,Stainless Steel Fasteners,1000.0,18.5,18.0,3330.0,21830.0
275,25,140,ITM-DEV-005,Electrical Control Panels,19.0,18500.0,18.0,63270.0,414770.0
276,26,368,ITM-DEV-006,Copper Cable 4 sq mm,91.0,145.0,18.0,2375.1,15570.1
277,27,140,ITM-DEV-007,Pallet Stretch Film,183.0,165.0,18.0,5435.1,35630.1
278,28,121,ITM-DEV-008,Industrial Lubricant 20L,58.0,3250.0,18.0,33930.0,222430.0
279,29,41,ITM-DEV-009,Warehouse Barcode Labels,1000.0,2.8,18.0,504.0,3304.0
280,30,62,ITM-DEV-010,Pallet Racking Beam,43.0,4200.0,18.0,32508.0,213108.0
281,31,119,ITM-DEV-011,Nitrile Chemical Gloves,1000.0,175.0,18.0,31500.0,206500.0
282,32,22,ITM-DEV-012,PLC Communication Module,34.0,8200.0,18.0,50184.0,328984.0
283,33,395,ITM-DEV-013,Industrial Cleaning Chemical,695.0,290.0,18.0,36279.0,237829.0
284,34,183,ITM-DEV-014,Thermal Transfer Ribbon,210.0,680.0,18.0,25704.0,168504.0
285,35,452,ITM-DEV-015,HDMI/DisplayPort Adapters,525.0,450.0,18.0,42525.0,278775.0
286,36,203,ITM-DEV-001,Industrial Safety Gloves,799.0,120.0,18.0,17258.4,113138.4
287,37,236,ITM-DEV-002,Corrugated Shipping Boxes,1000.0,38.0,18.0,6840.0,44840.0
288,38,148,ITM-DEV-003,HDPE Packaging Bags,1000.0,24.0,18.0,4320.0,28320.0
289,39,194,ITM-DEV-004,Stainless Steel Fasteners,1000.0,18.5,18.0,3330.0,21830.0
290,40,57,ITM-DEV-005,Electrical Control Panels,3.0,18500.0,18.0,9990.0,65490.0
291,41,19,ITM-DEV-006,Copper Cable 4 sq mm,1000.0,145.0,18.0,26100.0,171100.0
292,42,434,ITM-DEV-007,Pallet Stretch Film,194.0,165.0,18.0,5761.8,37771.8
293,43,295,ITM-DEV-008,Industrial Lubricant 20L,95.0,3250.0,18.0,55575.0,364325.0
294,44,72,ITM-DEV-009,Warehouse Barcode Labels,1000.0,2.8,18.0,504.0,3304.0
295,45,302,ITM-DEV-010,Pallet Racking Beam,87.0,4200.0,18.0,65772.0,431172.0
296,46,490,ITM-DEV-011,Nitrile Chemical Gloves,930.0,175.0,18.0,29295.0,192045.0
297,47,463,ITM-DEV-012,PLC Communication Module,38.0,8200.0,18.0,56088.0,367688.0
298,48,70,ITM-DEV-013,Industrial Cleaning Chemical,854.0,290.0,18.0,44578.8,292238.8
299,49,184,ITM-DEV-014,Thermal Transfer Ribbon,135.0,680.0,18.0,16524.0,108324.0
300,50,383,ITM-DEV-015,HDMI/DisplayPort Adapters,465.0,450.0,18.0,37665.0,246915.0
301,51,11,ITM-DEV-001,Industrial Safety Gloves,1000.0,120.0,18.0,21600.0,141600.0
302,52,1138,ITM-DEV-002,Corrugated Shipping Boxes,1000.0,38.0,18.0,6840.0,44840.0
303,53,37,ITM-DEV-003,HDPE Packaging Bags,1000.0,24.0,18.0,4320.0,28320.0
304,54,267,ITM-DEV-004,Stainless Steel Fasteners,1000.0,18.5,18.0,3330.0,21830.0
305,55,393,ITM-DEV-005,Electrical Control Panels,14.0,18500.0,18.0,46620.0,305620.0
306,56,193,ITM-DEV-006,Copper Cable 4 sq mm,1000.0,145.0,18.0,26100.0,171100.0
307,57,403,ITM-DEV-007,Pallet Stretch Film,746.0,165.0,18.0,22156.2,145246.2
308,58,262,ITM-DEV-008,Industrial Lubricant 20L,112.0,3250.0,18.0,65520.0,429520.0
309,59,295,ITM-DEV-009,Warehouse Barcode Labels,1000.0,2.8,18.0,504.0,3304.0
310,60,247,ITM-DEV-010,Pallet Racking Beam,47.0,4200.0,18.0,35532.0,232932.0
311,61,319,ITM-DEV-011,Nitrile Chemical Gloves,1000.0,175.0,18.0,31500.0,206500.0
312,62,405,ITM-DEV-012,PLC Communication Module,3.0,8200.0,18.0,4428.0,29028.0
313,63,374,ITM-DEV-013,Industrial Cleaning Chemical,1000.0,290.0,18.0,52200.0,342200.0
314,64,36,ITM-DEV-014,Thermal Transfer Ribbon,468.0,680.0,18.0,57283.2,375523.2
315,65,35,ITM-DEV-015,HDMI/DisplayPort Adapters,664.0,450.0,18.0,53784.0,352584.0
316,66,152,ITM-DEV-001,Industrial Safety Gloves,143.0,120.0,18.0,3088.8,20248.8
317,67,432,ITM-DEV-002,Corrugated Shipping Boxes,1000.0,38.0,18.0,6840.0,44840.0
318,68,173,ITM-DEV-003,HDPE Packaging Bags,1000.0,24.0,18.0,4320.0,28320.0
319,69,219,ITM-DEV-004,Stainless Steel Fasteners,1000.0,18.5,18.0,3330.0,21830.0
320,70,173,ITM-DEV-005,Electrical Control Panels,10.0,18500.0,18.0,33300.0,218300.0
321,71,412,ITM-DEV-006,Copper Cable 4 sq mm,1000.0,145.0,18.0,26100.0,171100.0
322,72,149,ITM-DEV-007,Pallet Stretch Film,1000.0,165.0,18.0,29700.0,194700.0
323,73,435,ITM-DEV-008,Industrial Lubricant 20L,42.0,3250.0,18.0,24570.0,161070.0
324,74,415,ITM-DEV-009,Warehouse Barcode Labels,1000.0,2.8,18.0,504.0,3304.0
325,75,435,ITM-DEV-010,Pallet Racking Beam,26.0,4200.0,18.0,19656.0,128856.0
326,76,311,ITM-DEV-011,Nitrile Chemical Gloves,1000.0,175.0,18.0,31500.0,206500.0
327,77,202,ITM-DEV-012,PLC Communication Module,22.0,8200.0,18.0,32472.0,212872.0
328,78,264,ITM-DEV-013,Industrial Cleaning Chemical,919.0,290.0,18.0,47971.8,314481.8
329,79,68,ITM-DEV-014,Thermal Transfer Ribbon,83.0,680.0,18.0,10159.2,66599.2
330,80,166,ITM-DEV-015,HDMI/DisplayPort Adapters,313.0,450.0,18.0,25353.0,166203.0
331,81,390,ITM-DEV-001,Industrial Safety Gloves,673.0,120.0,18.0,14536.8,95296.8
332,82,262,ITM-DEV-002,Corrugated Shipping Boxes,1000.0,38.0,18.0,6840.0,44840.0
333,83,159,ITM-DEV-003,HDPE Packaging Bags,1000.0,24.0,18.0,4320.0,28320.0
334,84,255,ITM-DEV-004,Stainless Steel Fasteners,1000.0,18.5,18.0,3330.0,21830.0
335,85,398,ITM-DEV-005,Electrical Control Panels,1.0,18500.0,18.0,3330.0,21830.0
336,86,159,ITM-DEV-006,Copper Cable 4 sq mm,1000.0,145.0,18.0,26100.0,171100.0
337,87,211,ITM-DEV-007,Pallet Stretch Film,1000.0,165.0,18.0,29700.0,194700.0
338,88,120,ITM-DEV-008,Industrial Lubricant 20L,3.0,3250.0,18.0,1755.0,11505.0
339,89,483,ITM-DEV-009,Warehouse Barcode Labels,1000.0,2.8,18.0,504.0,3304.0
340,90,309,ITM-DEV-010,Pallet Racking Beam,29.0,4200.0,18.0,21924.0,143724.0
341,91,341,ITM-DEV-011,Nitrile Chemical Gloves,615.0,175.0,18.0,19372.5,126997.5
342,92,458,ITM-DEV-012,PLC Communication Module,42.0,8200.0,18.0,61992.0,406392.0
343,93,16,ITM-DEV-013,Industrial Cleaning Chemical,1000.0,290.0,18.0,52200.0,342200.0
344,94,79,ITM-DEV-014,Thermal Transfer Ribbon,17.0,680.0,18.0,2080.8,13640.8
345,95,299,ITM-DEV-015,HDMI/DisplayPort Adapters,495.0,450.0,18.0,40095.0,262845.0
346,96,315,ITM-DEV-001,Industrial Safety Gloves,198.0,120.0,18.0,4276.8,28036.8
347,97,250,ITM-DEV-002,Corrugated Shipping Boxes,1000.0,38.0,18.0,6840.0,44840.0
348,98,216,ITM-DEV-003,HDPE Packaging Bags,1000.0,24.0,18.0,4320.0,28320.0
349,99,221,ITM-DEV-004,Stainless Steel Fasteners,1000.0,18.5,18.0,3330.0,21830.0
350,100,419,ITM-DEV-005,Electrical Control Panels,19.0,18500.0,18.0,63270.0,414770.0
351,101,199,ITM-DEV-006,Copper Cable 4 sq mm,996.0,145.0,18.0,25995.6,170415.6
352,102,175,ITM-DEV-007,Pallet Stretch Film,1000.0,165.0,18.0,29700.0,194700.0
353,103,391,ITM-DEV-008,Industrial Lubricant 20L,61.0,3250.0,18.0,35685.0,233935.0
354,104,358,ITM-DEV-009,Warehouse Barcode Labels,1000.0,2.8,18.0,504.0,3304.0
355,105,373,ITM-DEV-010,Pallet Racking Beam,78.0,4200.0,18.0,58968.0,386568.0
356,106,143,ITM-DEV-011,Nitrile Chemical Gloves,946.0,175.0,18.0,29799.0,195349.0
357,107,162,ITM-DEV-012,PLC Communication Module,28.0,8200.0,18.0,41328.0,270928.0
358,108,396,ITM-DEV-013,Industrial Cleaning Chemical,616.0,290.0,18.0,32155.2,210795.2
359,109,274,ITM-DEV-014,Thermal Transfer Ribbon,386.0,680.0,18.0,47246.4,309726.4
360,110,158,ITM-DEV-015,HDMI/DisplayPort Adapters,503.0,450.0,18.0,40743.0,267093.0
361,111,290,ITM-DEV-001,Industrial Safety Gloves,1000.0,120.0,18.0,21600.0,141600.0
362,112,336,ITM-DEV-002,Corrugated Shipping Boxes,1000.0,38.0,18.0,6840.0,44840.0
363,113,325,ITM-DEV-003,HDPE Packaging Bags,1000.0,24.0,18.0,4320.0,28320.0
364,114,246,ITM-DEV-004,Stainless Steel Fasteners,1000.0,18.5,18.0,3330.0,21830.0
365,115,269,ITM-DEV-005,Electrical Control Panels,11.0,18500.0,18.0,36630.0,240130.0
366,116,57,ITM-DEV-006,Copper Cable 4 sq mm,1000.0,145.0,18.0,26100.0,171100.0
367,117,383,ITM-DEV-007,Pallet Stretch Film,242.0,165.0,18.0,7187.4,47117.4
368,118,290,ITM-DEV-008,Industrial Lubricant 20L,7.0,3250.0,18.0,4095.0,26845.0
369,119,141,ITM-DEV-009,Warehouse Barcode Labels,1000.0,2.8,18.0,504.0,3304.0
370,120,70,ITM-DEV-010,Pallet Racking Beam,64.0,4200.0,18.0,48384.0,317184.0
371,121,163,ITM-DEV-011,Nitrile Chemical Gloves,1000.0,175.0,18.0,31500.0,206500.0
372,122,189,ITM-DEV-012,PLC Communication Module,16.0,8200.0,18.0,23616.0,154816.0
373,123,171,ITM-DEV-013,Industrial Cleaning Chemical,1000.0,290.0,18.0,52200.0,342200.0
374,124,402,ITM-DEV-014,Thermal Transfer Ribbon,127.0,680.0,18.0,15544.8,101904.8
375,125,398,ITM-DEV-015,HDMI/DisplayPort Adapters,288.0,450.0,18.0,23328.0,152928.0
376,126,476,ITM-DEV-001,Industrial Safety Gloves,1000.0,120.0,18.0,21600.0,141600.0
377,127,276,ITM-DEV-002,Corrugated Shipping Boxes,1000.0,38.0,18.0,6840.0,44840.0
378,128,207,ITM-DEV-003,HDPE Packaging Bags,1000.0,24.0,18.0,4320.0,28320.0
379,129,484,ITM-DEV-004,Stainless Steel Fasteners,1000.0,18.5,18.0,3330.0,21830.0
380,130,315,ITM-DEV-005,Electrical Control Panels,3.0,18500.0,18.0,9990.0,65490.0
381,131,398,ITM-DEV-006,Copper Cable 4 sq mm,1000.0,145.0,18.0,26100.0,171100.0
382,132,345,ITM-DEV-007,Pallet Stretch Film,1000.0,165.0,18.0,29700.0,194700.0
383,133,20,ITM-DEV-008,Industrial Lubricant 20L,55.0,3250.0,18.0,32175.0,210925.0
384,134,284,ITM-DEV-009,Warehouse Barcode Labels,1000.0,2.8,18.0,504.0,3304.0
385,135,496,ITM-DEV-010,Pallet Racking Beam,12.0,4200.0,18.0,9072.0,59472.0
386,136,429,ITM-DEV-011,Nitrile Chemical Gloves,1000.0,175.0,18.0,31500.0,206500.0
387,137,294,ITM-DEV-012,PLC Communication Module,20.0,8200.0,18.0,29520.0,193520.0
388,138,178,ITM-DEV-013,Industrial Cleaning Chemical,675.0,290.0,18.0,35235.0,230985.0
389,139,161,ITM-DEV-014,Thermal Transfer Ribbon,44.0,680.0,18.0,5385.6,35305.6
390,140,31,ITM-DEV-015,HDMI/DisplayPort Adapters,613.0,450.0,18.0,49653.0,325503.0
391,141,28,ITM-DEV-001,Industrial Safety Gloves,724.0,120.0,18.0,15638.4,102518.4
392,142,143,ITM-DEV-002,Corrugated Shipping Boxes,1000.0,38.0,18.0,6840.0,44840.0
393,143,495,ITM-DEV-003,HDPE Packaging Bags,1000.0,24.0,18.0,4320.0,28320.0
394,144,41,ITM-DEV-004,Stainless Steel Fasteners,1000.0,18.5,18.0,3330.0,21830.0
395,145,391,ITM-DEV-005,Electrical Control Panels,17.0,18500.0,18.0,56610.0,371110.0
396,146,395,ITM-DEV-006,Copper Cable 4 sq mm,183.0,145.0,18.0,4776.3,31311.3
397,147,350,ITM-DEV-007,Pallet Stretch Film,185.0,165.0,18.0,5494.5,36019.5
398,148,108,ITM-DEV-008,Industrial Lubricant 20L,49.0,3250.0,18.0,28665.0,187915.0
399,149,60,ITM-DEV-009,Warehouse Barcode Labels,1000.0,2.8,18.0,504.0,3304.0
400,150,122,ITM-DEV-010,Pallet Racking Beam,31.0,4200.0,18.0,23436.0,153636.0
401,151,439,ITM-DEV-011,Nitrile Chemical Gloves,1000.0,175.0,18.0,31500.0,206500.0
402,152,328,ITM-DEV-012,PLC Communication Module,10.0,8200.0,18.0,14760.0,96760.0
403,153,143,ITM-DEV-013,Industrial Cleaning Chemical,375.0,290.0,18.0,19575.0,128325.0
404,154,34,ITM-DEV-014,Thermal Transfer Ribbon,375.0,680.0,18.0,45900.0,300900.0
405,155,329,ITM-DEV-015,HDMI/DisplayPort Adapters,739.0,450.0,18.0,59859.0,392409.0
406,156,55,ITM-DEV-001,Industrial Safety Gloves,1000.0,120.0,18.0,21600.0,141600.0
407,157,81,ITM-DEV-002,Corrugated Shipping Boxes,1000.0,38.0,18.0,6840.0,44840.0
408,158,18,ITM-DEV-003,HDPE Packaging Bags,1000.0,24.0,18.0,4320.0,28320.0
409,159,118,ITM-DEV-004,Stainless Steel Fasteners,1000.0,18.5,18.0,3330.0,21830.0
410,160,131,ITM-DEV-005,Electrical Control Panels,3.0,18500.0,18.0,9990.0,65490.0
411,161,392,ITM-DEV-006,Copper Cable 4 sq mm,1000.0,145.0,18.0,26100.0,171100.0
412,162,114,ITM-DEV-007,Pallet Stretch Film,1000.0,165.0,18.0,29700.0,194700.0
413,163,44,ITM-DEV-008,Industrial Lubricant 20L,78.0,3250.0,18.0,45630.0,299130.0
414,164,97,ITM-DEV-009,Warehouse Barcode Labels,1000.0,2.8,18.0,504.0,3304.0
415,165,406,ITM-DEV-010,Pallet Racking Beam,69.0,4200.0,18.0,52164.0,341964.0
416,166,302,ITM-DEV-011,Nitrile Chemical Gloves,1000.0,175.0,18.0,31500.0,206500.0
417,167,342,ITM-DEV-012,PLC Communication Module,37.0,8200.0,18.0,54612.0,358012.0
418,168,492,ITM-DEV-013,Industrial Cleaning Chemical,964.0,290.0,18.0,50320.8,329880.8
419,169,194,ITM-DEV-014,Thermal Transfer Ribbon,288.0,680.0,18.0,35251.2,231091.2
420,170,429,ITM-DEV-015,HDMI/DisplayPort Adapters,390.0,450.0,18.0,31590.0,207090.0
421,171,232,ITM-DEV-001,Industrial Safety Gloves,1000.0,120.0,18.0,21600.0,141600.0
422,172,262,ITM-DEV-002,Corrugated Shipping Boxes,1000.0,38.0,18.0,6840.0,44840.0
423,173,137,ITM-DEV-003,HDPE Packaging Bags,1000.0,24.0,18.0,4320.0,28320.0
424,174,255,ITM-DEV-004,Stainless Steel Fasteners,1000.0,18.5,18.0,3330.0,21830.0
425,175,35,ITM-DEV-005,Electrical Control Panels,9.0,18500.0,18.0,29970.0,196470.0
426,176,407,ITM-DEV-006,Copper Cable 4 sq mm,421.0,145.0,18.0,10988.1,72033.1
427,177,441,ITM-DEV-007,Pallet Stretch Film,1000.0,165.0,18.0,29700.0,194700.0
428,178,112,ITM-DEV-008,Industrial Lubricant 20L,110.0,3250.0,18.0,64350.0,421850.0
429,179,192,ITM-DEV-009,Warehouse Barcode Labels,1000.0,2.8,18.0,504.0,3304.0
430,180,237,ITM-DEV-010,Pallet Racking Beam,83.0,4200.0,18.0,62748.0,411348.0
431,181,22,ITM-DEV-011,Nitrile Chemical Gloves,1000.0,175.0,18.0,31500.0,206500.0
432,182,380,ITM-DEV-012,PLC Communication Module,34.0,8200.0,18.0,50184.0,328984.0
433,183,108,ITM-DEV-013,Industrial Cleaning Chemical,36.0,290.0,18.0,1879.2,12319.2
434,184,44,ITM-DEV-014,Thermal Transfer Ribbon,322.0,680.0,18.0,39412.8,258372.8
435,185,162,ITM-DEV-015,HDMI/DisplayPort Adapters,56.0,450.0,18.0,4536.0,29736.0
436,186,381,ITM-DEV-001,Industrial Safety Gloves,1000.0,120.0,18.0,21600.0,141600.0
437,187,200,ITM-DEV-002,Corrugated Shipping Boxes,1000.0,38.0,18.0,6840.0,44840.0
438,188,350,ITM-DEV-003,HDPE Packaging Bags,1000.0,24.0,18.0,4320.0,28320.0
439,189,362,ITM-DEV-004,Stainless Steel Fasteners,1000.0,18.5,18.0,3330.0,21830.0
440,190,60,ITM-DEV-005,Electrical Control Panels,8.0,18500.0,18.0,26640.0,174640.0
441,191,220,ITM-DEV-006,Copper Cable 4 sq mm,445.0,145.0,18.0,11614.5,76139.5
442,192,35,ITM-DEV-007,Pallet Stretch Film,1000.0,165.0,18.0,29700.0,194700.0
443,193,224,ITM-DEV-008,Industrial Lubricant 20L,104.0,3250.0,18.0,60840.0,398840.0
444,194,461,ITM-DEV-009,Warehouse Barcode Labels,1000.0,2.8,18.0,504.0,3304.0
445,195,260,ITM-DEV-010,Pallet Racking Beam,35.0,4200.0,18.0,26460.0,173460.0
446,196,166,ITM-DEV-011,Nitrile Chemical Gloves,625.0,175.0,18.0,19687.5,129062.5
447,197,183,ITM-DEV-012,PLC Communication Module,4.0,8200.0,18.0,5904.0,38704.0
448,198,3,ITM-DEV-013,Industrial Cleaning Chemical,1000.0,290.0,18.0,52200.0,342200.0
449,199,443,ITM-DEV-014,Thermal Transfer Ribbon,171.0,680.0,18.0,20930.4,137210.4
450,200,470,ITM-DEV-015,HDMI/DisplayPort Adapters,400.0,450.0,18.0,32400.0,212400.0
451,201,319,ITM-DEV-001,Industrial Safety Gloves,1000.0,120.0,18.0,21600.0,141600.0
452,202,97,ITM-DEV-002,Corrugated Shipping Boxes,1000.0,38.0,18.0,6840.0,44840.0
453,203,40,ITM-DEV-003,HDPE Packaging Bags,1000.0,24.0,18.0,4320.0,28320.0
454,204,271,ITM-DEV-004,Stainless Steel Fasteners,1000.0,18.5,18.0,3330.0,21830.0
455,205,356,ITM-DEV-005,Electrical Control Panels,3.0,18500.0,18.0,9990.0,65490.0
456,206,478,ITM-DEV-006,Copper Cable 4 sq mm,1000.0,145.0,18.0,26100.0,171100.0
457,207,48,ITM-DEV-007,Pallet Stretch Film,1000.0,165.0,18.0,29700.0,194700.0
458,208,45,ITM-DEV-008,Industrial Lubricant 20L,36.0,3250.0,18.0,21060.0,138060.0
459,209,181,ITM-DEV-009,Warehouse Barcode Labels,1000.0,2.8,18.0,504.0,3304.0
460,210,165,ITM-DEV-010,Pallet Racking Beam,25.0,4200.0,18.0,18900.0,123900.0
461,211,457,ITM-DEV-011,Nitrile Chemical Gloves,1000.0,175.0,18.0,31500.0,206500.0
462,212,275,ITM-DEV-012,PLC Communication Module,5.0,8200.0,18.0,7380.0,48380.0
463,213,201,ITM-DEV-013,Industrial Cleaning Chemical,73.0,290.0,18.0,3810.6,24980.6
464,214,297,ITM-DEV-014,Thermal Transfer Ribbon,522.0,680.0,18.0,63892.8,418852.8
465,215,231,ITM-DEV-015,HDMI/DisplayPort Adapters,632.0,450.0,18.0,51192.0,335592.0
466,216,189,ITM-DEV-001,Industrial Safety Gloves,855.0,120.0,18.0,18468.0,121068.0
467,217,57,ITM-DEV-002,Corrugated Shipping Boxes,1000.0,38.0,18.0,6840.0,44840.0
468,218,399,ITM-DEV-003,HDPE Packaging Bags,1000.0,24.0,18.0,4320.0,28320.0
469,219,401,ITM-DEV-004,Stainless Steel Fasteners,1000.0,18.5,18.0,3330.0,21830.0
470,220,320,ITM-DEV-005,Electrical Control Panels,3.0,18500.0,18.0,9990.0,65490.0
471,221,7,ITM-DEV-006,Copper Cable 4 sq mm,198.0,145.0,18.0,5167.8,33877.8
472,222,490,ITM-DEV-007,Pallet Stretch Film,1000.0,165.0,18.0,29700.0,194700.0
473,223,470,ITM-DEV-008,Industrial Lubricant 20L,82.0,3250.0,18.0,47970.0,314470.0
474,224,76,ITM-DEV-009,Warehouse Barcode Labels,1000.0,2.8,18.0,504.0,3304.0
475,225,206,ITM-DEV-010,Pallet Racking Beam,34.0,4200.0,18.0,25704.0,168504.0
476,226,125,ITM-DEV-011,Nitrile Chemical Gloves,766.0,175.0,18.0,24129.0,158179.0
477,227,131,ITM-DEV-012,PLC Communication Module,38.0,8200.0,18.0,56088.0,367688.0
478,228,456,ITM-DEV-013,Industrial Cleaning Chemical,934.0,290.0,18.0,48754.8,319614.8
479,229,154,ITM-DEV-014,Thermal Transfer Ribbon,498.0,680.0,18.0,60955.2,399595.2
480,230,353,ITM-DEV-015,HDMI/DisplayPort Adapters,394.0,450.0,18.0,31914.0,209214.0
481,231,66,ITM-DEV-001,Industrial Safety Gloves,1000.0,120.0,18.0,21600.0,141600.0
482,232,445,ITM-DEV-002,Corrugated Shipping Boxes,1000.0,38.0,18.0,6840.0,44840.0
483,233,149,ITM-DEV-003,HDPE Packaging Bags,1000.0,24.0,18.0,4320.0,28320.0
484,234,144,ITM-DEV-004,Stainless Steel Fasteners,1000.0,18.5,18.0,3330.0,21830.0
485,235,380,ITM-DEV-005,Electrical Control Panels,10.0,18500.0,18.0,33300.0,218300.0
486,236,33,ITM-DEV-006,Copper Cable 4 sq mm,1000.0,145.0,18.0,26100.0,171100.0
487,237,296,ITM-DEV-007,Pallet Stretch Film,1000.0,165.0,18.0,29700.0,194700.0
488,238,342,ITM-DEV-008,Industrial Lubricant 20L,11.0,3250.0,18.0,6435.0,42185.0
489,239,312,ITM-DEV-009,Warehouse Barcode Labels,1000.0,2.8,18.0,504.0,3304.0
490,240,460,ITM-DEV-010,Pallet Racking Beam,87.0,4200.0,18.0,65772.0,431172.0
491,241,1,ITM-DEV-011,Nitrile Chemical Gloves,349.0,175.0,18.0,10993.5,72068.5
492,242,334,ITM-DEV-012,PLC Communication Module,16.0,8200.0,18.0,23616.0,154816.0
493,243,402,ITM-DEV-013,Industrial Cleaning Chemical,264.0,290.0,18.0,13780.8,90340.8
494,244,11,ITM-DEV-014,Thermal Transfer Ribbon,361.0,680.0,18.0,44186.4,289666.4
495,245,34,ITM-DEV-015,HDMI/DisplayPort Adapters,277.0,450.0,18.0,22437.0,147087.0
496,246,460,ITM-DEV-001,Industrial Safety Gloves,582.0,120.0,18.0,12571.2,82411.2
497,247,458,ITM-DEV-002,Corrugated Shipping Boxes,1000.0,38.0,18.0,6840.0,44840.0
498,248,16,ITM-DEV-003,HDPE Packaging Bags,1000.0,24.0,18.0,4320.0,28320.0
499,249,333,ITM-DEV-004,Stainless Steel Fasteners,1000.0,18.5,18.0,3330.0,21830.0
500,250,284,ITM-DEV-005,Electrical Control Panels,19.0,18500.0,18.0,63270.0,414770.0
