id,item_id,warehouse_id,movement_type,quantity,movement_date,reference_number,notes,created_at
240932,122,,Issue,2,2016-09-17 17:31:00,DC-ORD-42455,DataCo customer order shipment,2026-09-14 13:12:35.300944
240933,122,,Issue,2,2016-01-31 12:35:00,DC-ORD-26685,DataCo customer order shipment,2026-09-14 13:12:35.301353
240935,122,,Issue,2,2016-03-02 08:20:00,DC-ORD-29002,DataCo customer order shipment,2026-09-14 13:12:35.302161
240937,123,,Issue,2,2015-11-27 13:54:00,DC-ORD-22373,DataCo customer order shipment,2026-09-14 13:12:35.303398
240955,123,,Issue,2,2015-12-24 00:22:00,DC-ORD-24321,DataCo customer order shipment,2026-09-14 13:12:35.310190
241258,124,,Issue,3,2015-12-05 21:25:00,DC-ORD-22874,DataCo customer order shipment,2026-09-14 13:12:35.444298
241261,126,,Issue,3,2016-03-23 08:19:00,DC-ORD-30235,DataCo customer order shipment,2026-09-14 13:12:35.445383
241263,126,,Issue,3,2015-12-24 08:57:00,DC-ORD-24277,DataCo customer order shipment,2026-09-14 13:12:35.446147
241277,121,,Issue,3,2016-01-21 00:31:00,DC-ORD-26034,DataCo customer order shipment,2026-09-14 13:12:35.454069
241286,123,,Issue,3,2015-11-24 17:25:00,DC-ORD-22109,DataCo customer order shipment,2026-09-14 13:12:35.457600
241296,123,,Issue,3,2015-11-06 06:45:00,DC-ORD-21051,DataCo customer order shipment,2026-09-14 13:12:35.461450
241301,173,,Issue,3,2015-12-02 13:01:00,DC-ORD-22713,DataCo customer order shipment,2026-09-14 13:12:35.463366
241303,133,,Issue,3,2015-12-05 21:25:00,DC-ORD-22874,DataCo customer order shipment,2026-09-14 13:12:35.464101
241308,121,,Issue,3,2016-01-09 19:06:00,DC-ORD-25402,DataCo customer order shipment,2026-09-14 13:12:35.466370
241309,121,,Issue,3,2015-12-24 00:22:00,DC-ORD-24321,DataCo customer order shipment,2026-09-14 13:12:35.467171
241314,123,,Issue,3,2016-01-09 19:06:00,DC-ORD-25402,DataCo customer order shipment,2026-09-14 13:12:35.471099
241592,175,,Issue,4,2016-03-01 14:49:00,DC-ORD-28952,DataCo customer order shipment,2026-09-14 13:12:35.611090
241596,126,,Issue,4,2015-12-20 01:47:00,DC-ORD-24051,DataCo customer order shipment,2026-09-14 13:12:35.612613
241607,121,,Issue,4,2015-11-24 17:25:00,DC-ORD-22109,DataCo customer order shipment,2026-09-14 13:12:35.617850
241611,121,,Issue,4,2016-03-13 00:05:00,DC-ORD-29732,DataCo customer order shipment,2026-09-14 13:12:35.619563
241620,121,,Issue,4,2015-12-20 01:47:00,DC-ORD-24051,DataCo customer order shipment,2026-09-14 13:12:35.625281
241627,121,,Issue,4,2016-09-17 17:31:00,DC-ORD-42455,DataCo customer order shipment,2026-09-14 13:12:35.628709
241628,123,,Issue,4,2015-11-03 10:26:00,DC-ORD-20856,DataCo customer order shipment,2026-09-14 13:12:35.629132
241639,123,,Issue,4,2016-02-25 06:25:00,DC-ORD-28380,DataCo customer order shipment,2026-09-14 13:12:35.634430
241654,122,,Issue,4,2016-02-12 07:08:00,DC-ORD-27697,DataCo customer order shipment,2026-09-14 13:12:35.643386
241661,130,,Issue,4,2016-02-09 05:44:00,DC-ORD-27556,DataCo customer order shipment,2026-09-14 13:12:35.646944
241667,121,,Issue,4,2015-11-22 18:28:00,DC-ORD-22112,DataCo customer order shipment,2026-09-14 13:12:35.650646
241951,175,,Issue,5,2015-12-05 21:25:00,DC-ORD-22874,DataCo customer order shipment,2026-09-14 13:12:35.785291
241958,126,,Issue,5,2015-11-03 10:26:00,DC-ORD-20856,DataCo customer order shipment,2026-09-14 13:12:35.787994
241959,126,,Issue,5,2015-11-25 02:31:00,DC-ORD-22272,DataCo customer order shipment,2026-09-14 13:12:35.788343
241964,126,,Issue,5,2016-02-08 17:08:00,DC-ORD-27383,DataCo customer order shipment,2026-09-14 13:12:35.790241
241974,121,,Issue,5,2016-02-25 06:25:00,DC-ORD-28380,DataCo customer order shipment,2026-09-14 13:12:35.794113
241978,123,,Issue,5,2015-11-12 16:12:00,DC-ORD-21215,DataCo customer order shipment,2026-09-14 13:12:35.795633
241980,123,,Issue,5,2016-02-17 13:15:00,DC-ORD-28057,DataCo customer order shipment,2026-09-14 13:12:35.796420
241981,129,,Issue,5,2015-11-13 15:40:00,DC-ORD-21556,DataCo customer order shipment,2026-09-14 13:12:35.796769
242002,162,,Issue,5,2015-12-02 13:01:00,DC-ORD-22713,DataCo customer order shipment,2026-09-14 13:12:35.806312
242005,174,,Issue,5,2015-12-09 23:31:00,DC-ORD-23154,DataCo customer order shipment,2026-09-14 13:12:35.807477
242210,183,,Issue,1,2017-11-14 09:44:00,DC-ORD-71684,DataCo customer order shipment,2026-09-14 13:12:35.906326
242212,195,,Issue,1,2017-12-02 12:31:00,DC-ORD-72925,DataCo customer order shipment,2026-09-14 13:12:35.907141
242217,172,,Issue,1,2016-02-17 04:40:00,DC-ORD-28101,DataCo customer order shipment,2026-09-14 13:12:35.908978
242219,121,,Issue,1,2016-02-11 09:14:00,DC-ORD-27703,DataCo customer order shipment,2026-09-14 13:12:35.909800
242222,176,,Issue,1,2017-12-19 20:02:00,DC-ORD-74111,DataCo customer order shipment,2026-09-14 13:12:35.911302
242223,121,,Issue,1,2016-02-02 22:02:00,DC-ORD-27123,DataCo customer order shipment,2026-09-14 13:12:35.911732
242224,136,,Issue,1,2016-02-02 22:02:00,DC-ORD-27123,DataCo customer order shipment,2026-09-14 13:12:35.912118
242225,136,,Issue,1,2016-01-04 17:00:00,DC-ORD-25122,DataCo customer order shipment,2026-09-14 13:12:35.912488
242227,121,,Issue,1,2016-01-04 17:00:00,DC-ORD-25122,DataCo customer order shipment,2026-09-14 13:12:35.913276
242228,136,,Issue,1,2016-02-11 19:45:00,DC-ORD-27733,DataCo customer order shipment,2026-09-14 13:12:35.913661
242234,136,,Issue,1,2015-10-28 00:59:00,DC-ORD-20418,DataCo customer order shipment,2026-09-14 13:12:35.917315
242238,136,,Issue,1,2015-11-06 07:27:00,DC-ORD-21053,DataCo customer order shipment,2026-09-14 13:12:35.920601
242242,123,,Issue,1,2016-02-11 19:45:00,DC-ORD-27733,DataCo customer order shipment,2026-09-14 13:12:35.922629
242243,189,,Issue,1,2017-11-17 23:55:00,DC-ORD-71930,DataCo customer order shipment,2026-09-14 13:12:35.923032
242245,189,,Issue,1,2017-11-20 12:11:00,DC-ORD-72102,DataCo customer order shipment,2026-09-14 13:12:35.923853
242246,189,,Issue,1,2017-11-19 10:58:00,DC-ORD-72030,DataCo customer order shipment,2026-09-14 13:12:35.924293
242247,131,,Issue,1,2016-01-04 17:00:00,DC-ORD-25122,DataCo customer order shipment,2026-09-14 13:12:35.924681
242254,137,,Issue,1,2016-01-26 02:15:00,DC-ORD-26587,DataCo customer order shipment,2026-09-14 13:12:35.928115
242258,178,,Issue,1,2016-01-04 17:00:00,DC-ORD-25122,DataCo customer order shipment,2026-09-14 13:12:35.929747
242260,137,,Issue,1,2016-02-11 09:14:00,DC-ORD-27703,DataCo customer order shipment,2026-09-14 13:12:35.931175
242262,178,,Issue,1,2015-12-19 14:55:00,DC-ORD-24020,DataCo customer order shipment,2026-09-14 13:12:35.932610
242265,199,,Issue,1,2017-12-11 10:56:00,DC-ORD-73537,DataCo customer order shipment,2026-09-14 13:12:35.934079
242326,171,,Issue,2,2016-02-02 22:02:00,DC-ORD-27123,DataCo customer order shipment,2026-09-14 13:12:35.960948
242328,124,,Issue,2,2016-02-16 15:43:00,DC-ORD-28064,DataCo customer order shipment,2026-09-14 13:12:35.961832
242329,126,,Issue,2,2015-11-11 12:31:00,DC-ORD-21410,DataCo customer order shipment,2026-09-14 13:12:35.962214
242330,126,,Issue,2,2016-02-03 13:06:00,DC-ORD-27166,DataCo customer order shipment,2026-09-14 13:12:35.962602
242333,121,,Issue,2,2016-02-16 15:43:00,DC-ORD-28064,DataCo customer order shipment,2026-09-14 13:12:35.963727
242334,121,,Issue,2,2016-01-26 02:15:00,DC-ORD-26587,DataCo customer order shipment,2026-09-14 13:12:35.964088
242335,123,,Issue,2,2016-02-02 22:02:00,DC-ORD-27123,DataCo customer order shipment,2026-09-14 13:12:35.964453
242336,123,,Issue,2,2016-02-17 04:40:00,DC-ORD-28101,DataCo customer order shipment,2026-09-14 13:12:35.964808
242340,123,,Issue,2,2016-02-16 15:43:00,DC-ORD-28064,DataCo customer order shipment,2026-09-14 13:12:35.967216
242383,126,,Issue,3,2016-02-16 15:43:00,DC-ORD-28064,DataCo customer order shipment,2026-09-14 13:12:35.985616
242385,121,,Issue,3,2015-12-19 14:55:00,DC-ORD-24020,DataCo customer order shipment,2026-09-14 13:12:35.986444
242387,121,,Issue,3,2015-11-11 12:31:00,DC-ORD-21410,DataCo customer order shipment,2026-09-14 13:12:35.987184
242391,123,,Issue,3,2016-02-11 09:14:00,DC-ORD-27703,DataCo customer order shipment,2026-09-14 13:12:35.988671
242392,122,,Issue,3,2016-01-02 14:33:00,DC-ORD-24978,DataCo customer order shipment,2026-09-14 13:12:35.989019
242394,123,,Issue,3,2015-12-19 14:55:00,DC-ORD-24020,DataCo customer order shipment,2026-09-14 13:12:35.989830
242395,123,,Issue,3,2015-11-11 12:31:00,DC-ORD-21410,DataCo customer order shipment,2026-09-14 13:12:35.990232
242429,126,,Issue,4,2015-10-28 00:59:00,DC-ORD-20418,DataCo customer order shipment,2026-09-14 13:12:36.005110
242430,121,,Issue,4,2016-02-05 18:42:00,DC-ORD-27319,DataCo customer order shipment,2026-09-14 13:12:36.005469
242480,126,,Issue,5,2016-02-11 09:14:00,DC-ORD-27703,DataCo customer order shipment,2026-09-14 13:12:36.026114
242482,123,,Issue,5,2015-12-22 04:35:00,DC-ORD-24196,DataCo customer order shipment,2026-09-14 13:12:36.026949
242483,123,,Issue,5,2016-01-26 02:15:00,DC-ORD-26587,DataCo customer order shipment,2026-09-14 13:12:36.027342
242553,136,,Issue,1,2015-11-10 10:20:00,DC-ORD-21438,DataCo customer order shipment,2026-09-14 13:12:36.280681
242554,195,,Issue,1,2018-01-09 04:51:00,DC-ORD-75609,DataCo customer order shipment,2026-09-14 13:12:36.281358
242557,136,,Issue,1,2016-02-08 06:00:00,DC-ORD-27591,DataCo customer order shipment,2026-09-14 13:12:36.283321
242560,136,,Issue,1,2016-01-21 17:14:00,DC-ORD-26390,DataCo customer order shipment,2026-09-14 13:12:36.285032
242562,136,,Issue,1,2015-11-04 19:06:00,DC-ORD-21052,DataCo customer order shipment,2026-09-14 13:12:36.286142
242564,123,,Issue,1,2015-11-04 19:06:00,DC-ORD-21052,DataCo customer order shipment,2026-09-14 13:12:36.287460
242573,198,,Issue,1,2018-01-06 03:16:00,DC-ORD-75399,DataCo customer order shipment,2026-09-14 13:12:36.291980
242596,121,,Issue,2,2016-03-03 23:29:00,DC-ORD-29285,DataCo customer order shipment,2026-09-14 13:12:36.304738
242598,122,,Issue,2,2015-11-04 19:06:00,DC-ORD-21052,DataCo customer order shipment,2026-09-14 13:12:36.306196
242600,127,,Issue,2,2016-03-03 23:29:00,DC-ORD-29285,DataCo customer order shipment,2026-09-14 13:12:36.307762
242616,123,,Issue,3,2015-11-10 10:20:00,DC-ORD-21438,DataCo customer order shipment,2026-09-14 13:12:36.316300
242619,121,,Issue,3,2016-02-08 06:00:00,DC-ORD-27591,DataCo customer order shipment,2026-09-14 13:12:36.319359
242631,121,,Issue,4,2015-11-04 19:06:00,DC-ORD-21052,DataCo customer order shipment,2026-09-14 13:12:36.325767
242649,123,,Issue,5,2016-02-08 06:00:00,DC-ORD-27591,DataCo customer order shipment,2026-09-14 13:12:36.335160
242901,195,,Issue,1,2017-12-05 19:00:00,DC-ORD-72875,DataCo customer order shipment,2026-09-14 13:12:36.474329
242906,196,,Issue,1,2017-11-25 01:51:00,DC-ORD-72278,DataCo customer order shipment,2026-09-14 13:12:36.476798
242910,126,,Issue,1,2015-11-24 17:56:00,DC-ORD-22316,DataCo customer order shipment,2026-09-14 13:12:36.479020
242912,136,,Issue,1,2015-11-24 17:56:00,DC-ORD-22316,DataCo customer order shipment,2026-09-14 13:12:36.482004
242913,136,,Issue,1,2015-10-29 23:24:00,DC-ORD-20482,DataCo customer order shipment,2026-09-14 13:12:36.482510
242917,150,,Issue,1,2018-01-01 08:58:00,DC-ORD-74833,DataCo customer order shipment,2026-09-14 13:12:36.485422
242921,150,,Issue,1,2017-12-31 13:42:00,DC-ORD-74778,DataCo customer order shipment,2026-09-14 13:12:36.487662
242930,136,,Issue,1,2016-02-14 23:26:00,DC-ORD-27675,DataCo customer order shipment,2026-09-14 13:12:36.492528
242942,136,,Issue,1,2015-12-19 18:36:00,DC-ORD-23962,DataCo customer order shipment,2026-09-14 13:12:36.497924
242943,136,,Issue,1,2015-10-29 17:58:00,DC-ORD-20398,DataCo customer order shipment,2026-09-14 13:12:36.498332
242948,123,,Issue,1,2016-01-23 15:34:00,DC-ORD-26214,DataCo customer order shipment,2026-09-14 13:12:36.502184
242950,122,,Issue,1,2016-11-01 02:44:00,DC-ORD-45564,DataCo customer order shipment,2026-09-14 13:12:36.503458
242954,189,,Issue,1,2017-11-18 05:01:00,DC-ORD-71739,DataCo customer order shipment,2026-09-14 13:12:36.505370
242956,137,,Issue,1,2015-11-24 17:56:00,DC-ORD-22316,DataCo customer order shipment,2026-09-14 13:12:36.506154
242957,137,,Issue,1,2015-10-29 23:24:00,DC-ORD-20482,DataCo customer order shipment,2026-09-14 13:12:36.506518
242959,137,,Issue,1,2016-01-17 17:41:00,DC-ORD-25809,DataCo customer order shipment,2026-09-14 13:12:36.507310
242960,178,,Issue,1,2015-10-29 17:58:00,DC-ORD-20398,DataCo customer order shipment,2026-09-14 13:12:36.507724
242965,137,,Issue,1,2016-11-01 02:44:00,DC-ORD-45564,DataCo customer order shipment,2026-09-14 13:12:36.509926
242975,198,,Issue,1,2017-12-03 05:41:00,DC-ORD-72700,DataCo customer order shipment,2026-09-14 13:12:36.514212
243141,121,,Issue,4,2016-03-07 05:32:00,DC-ORD-29268,DataCo customer order shipment,2026-09-14 13:12:36.593952
243149,126,,Issue,4,2015-11-03 13:45:00,DC-ORD-20797,DataCo customer order shipment,2026-09-14 13:12:36.596998
243153,125,,Issue,4,2015-11-26 02:31:00,DC-ORD-22135,DataCo customer order shipment,2026-09-14 13:12:36.598687
243155,121,,Issue,4,2015-11-19 13:23:00,DC-ORD-21892,DataCo customer order shipment,2026-09-14 13:12:36.600804
243162,121,,Issue,4,2015-11-09 18:18:00,DC-ORD-21084,DataCo customer order shipment,2026-09-14 13:12:36.604557
243168,121,,Issue,4,2015-12-25 23:19:00,DC-ORD-24318,DataCo customer order shipment,2026-09-14 13:12:36.607697
243169,121,,Issue,4,2015-11-03 13:14:00,DC-ORD-20590,DataCo customer order shipment,2026-09-14 13:12:36.608157
243171,121,,Issue,4,2015-10-27 13:35:00,DC-ORD-20317,DataCo customer order shipment,2026-09-14 13:12:36.609008
243173,121,,Issue,4,2016-01-30 06:59:00,DC-ORD-26669,DataCo customer order shipment,2026-09-14 13:12:36.609926
243176,121,,Issue,4,2015-11-16 15:08:00,DC-ORD-21623,DataCo customer order shipment,2026-09-14 13:12:36.611511
243177,121,,Issue,4,2015-12-07 15:28:00,DC-ORD-22994,DataCo customer order shipment,2026-09-14 13:12:36.611890
243181,123,,Issue,4,2016-02-06 21:20:00,DC-ORD-27258,DataCo customer order shipment,2026-09-14 13:12:36.613435
243185,123,,Issue,4,2015-11-03 13:45:00,DC-ORD-20797,DataCo customer order shipment,2026-09-14 13:12:36.617157
243191,122,,Issue,4,2016-01-03 10:52:00,DC-ORD-25036,DataCo customer order shipment,2026-09-14 13:12:36.621059
243195,122,,Issue,4,2015-11-16 15:08:00,DC-ORD-21623,DataCo customer order shipment,2026-09-14 13:12:36.623674
243196,123,,Issue,4,2016-02-17 04:30:00,DC-ORD-28032,DataCo customer order shipment,2026-09-14 13:12:36.624097
243204,122,,Issue,4,2015-11-08 17:57:00,DC-ORD-21083,DataCo customer order shipment,2026-09-14 13:12:36.627994
243206,123,,Issue,4,2016-02-14 07:50:00,DC-ORD-27699,DataCo customer order shipment,2026-09-14 13:12:36.628763
243210,144,,Issue,4,2016-02-11 04:52:00,DC-ORD-27622,DataCo customer order shipment,2026-09-14 13:12:36.630448
243478,122,,Issue,5,2016-01-25 11:12:00,DC-ORD-26270,DataCo customer order shipment,2026-09-14 13:12:36.760864
243481,145,,Issue,5,2016-02-04 08:22:00,DC-ORD-27221,DataCo customer order shipment,2026-09-14 13:12:36.762006
243484,126,,Issue,5,2015-12-05 20:01:00,DC-ORD-23007,DataCo customer order shipment,2026-09-14 13:12:36.763075
243489,121,,Issue,5,2015-12-21 01:36:00,DC-ORD-23845,DataCo customer order shipment,2026-09-14 13:12:36.765347
243501,160,,Issue,5,2015-12-21 21:13:00,DC-ORD-24038,DataCo customer order shipment,2026-09-14 13:12:36.771972
243505,147,,Issue,5,2015-12-21 01:36:00,DC-ORD-23845,DataCo customer order shipment,2026-09-14 13:12:36.773567
243506,122,,Issue,5,2015-11-09 18:18:00,DC-ORD-21084,DataCo customer order shipment,2026-09-14 13:12:36.773929
243511,122,,Issue,5,2015-11-16 04:17:00,DC-ORD-21455,DataCo customer order shipment,2026-09-14 13:12:36.775848
243515,123,,Issue,5,2015-12-31 22:37:00,DC-ORD-24590,DataCo customer order shipment,2026-09-14 13:12:36.777497
243519,122,,Issue,5,2015-12-19 20:31:00,DC-ORD-24036,DataCo customer order shipment,2026-09-14 13:12:36.778991
243521,123,,Issue,5,2016-01-03 10:52:00,DC-ORD-25036,DataCo customer order shipment,2026-09-14 13:12:36.779814
243528,173,,Issue,5,2016-02-06 04:10:00,DC-ORD-27346,DataCo customer order shipment,2026-09-14 13:12:36.785324
243529,131,,Issue,5,2015-12-14 14:03:00,DC-ORD-23538,DataCo customer order shipment,2026-09-14 13:12:36.785794
243868,136,,Issue,1,2016-02-17 04:19:00,DC-ORD-28100,DataCo customer order shipment,2026-09-14 13:12:36.937863
243869,136,,Issue,1,2015-12-11 02:40:00,DC-ORD-23437,DataCo customer order shipment,2026-09-14 13:12:36.938259
243872,123,,Issue,1,2016-02-17 04:19:00,DC-ORD-28100,DataCo customer order shipment,2026-09-14 13:12:36.939489
243873,178,,Issue,1,2015-12-11 02:40:00,DC-ORD-23437,DataCo customer order shipment,2026-09-14 13:12:36.939869
243874,137,,Issue,1,2015-12-11 02:40:00,DC-ORD-23437,DataCo customer order shipment,2026-09-14 13:12:36.940314
243877,195,,Issue,1,2017-12-02 12:52:00,DC-ORD-72926,DataCo customer order shipment,2026-09-14 13:12:36.941564
243880,196,,Issue,1,2017-11-23 01:30:00,DC-ORD-72277,DataCo customer order shipment,2026-09-14 13:12:36.942877
243886,121,,Issue,1,2016-02-12 21:19:00,DC-ORD-27806,DataCo customer order shipment,2026-09-14 13:12:36.945714
243892,136,,Issue,1,2016-02-17 23:15:00,DC-ORD-28154,DataCo customer order shipment,2026-09-14 13:12:36.947992
243895,136,,Issue,1,2015-12-01 23:42:00,DC-ORD-22812,DataCo customer order shipment,2026-09-14 13:12:36.949453
243896,136,,Issue,1,2016-02-12 21:19:00,DC-ORD-27806,DataCo customer order shipment,2026-09-14 13:12:36.950716
243898,136,,Issue,1,2015-10-26 06:35:00,DC-ORD-20297,DataCo customer order shipment,2026-09-14 13:12:36.952507
243901,136,,Issue,1,2015-12-08 13:00:00,DC-ORD-23261,DataCo customer order shipment,2026-09-14 13:12:36.954637
243907,149,,Issue,1,2017-12-15 18:17:00,DC-ORD-73832,DataCo customer order shipment,2026-09-14 13:12:36.957855
243932,199,,Issue,1,2018-01-25 01:35:00,DC-ORD-76593,DataCo customer order shipment,2026-09-14 13:12:36.973764
243933,199,,Issue,1,2017-12-13 06:22:00,DC-ORD-73661,DataCo customer order shipment,2026-09-14 13:12:36.974279
243941,136,,Issue,1,2016-01-29 16:47:00,DC-ORD-26834,DataCo customer order shipment,2026-09-14 13:12:36.977803
243943,136,,Issue,1,2016-02-18 15:00:00,DC-ORD-28199,DataCo customer order shipment,2026-09-14 13:12:36.978574
243946,149,,Issue,1,2017-12-14 07:15:00,DC-ORD-73732,DataCo customer order shipment,2026-09-14 13:12:36.979631
243951,149,,Issue,1,2018-02-01 23:49:00,DC-ORD-77136,DataCo customer order shipment,2026-09-14 13:12:36.981589
243961,150,,Issue,1,2017-12-31 06:21:00,DC-ORD-74894,DataCo customer order shipment,2026-09-14 13:12:36.989102
243970,122,,Issue,1,2016-01-08 00:10:00,DC-ORD-25348,DataCo customer order shipment,2026-09-14 13:12:36.992633
243972,178,,Issue,1,2015-12-11 03:01:00,DC-ORD-23438,DataCo customer order shipment,2026-09-14 13:12:36.993333
243978,137,,Issue,1,2015-11-17 14:58:00,DC-ORD-21828,DataCo customer order shipment,2026-09-14 13:12:36.995599
243979,137,,Issue,1,2015-11-25 12:09:00,DC-ORD-22368,DataCo customer order shipment,2026-09-14 13:12:36.995953
243980,178,,Issue,1,2015-11-17 14:58:00,DC-ORD-21828,DataCo customer order shipment,2026-09-14 13:12:36.996319
243981,178,,Issue,1,2016-01-17 16:27:00,DC-ORD-26011,DataCo customer order shipment,2026-09-14 13:12:36.996673
243984,137,,Issue,1,2016-02-11 09:56:00,DC-ORD-27705,DataCo customer order shipment,2026-09-14 13:12:36.997761
243987,137,,Issue,1,2016-02-11 09:35:00,DC-ORD-27704,DataCo customer order shipment,2026-09-14 13:12:36.999854
243989,178,,Issue,1,2016-01-08 00:10:00,DC-ORD-25348,DataCo customer order shipment,2026-09-14 13:12:37.001235
243997,126,,Issue,1,2016-02-29 12:43:00,DC-ORD-28946,DataCo customer order shipment,2026-09-14 13:12:37.004836
244003,198,,Issue,1,2018-01-08 13:41:00,DC-ORD-75463,DataCo customer order shipment,2026-09-14 13:12:37.007041
244004,184,,Issue,1,2017-12-21 05:40:00,DC-ORD-74207,DataCo customer order shipment,2026-09-14 13:12:37.007410
244005,199,,Issue,1,2017-12-11 10:35:00,DC-ORD-73536,DataCo customer order shipment,2026-09-14 13:12:37.007765
244128,126,,Issue,2,2015-12-11 02:40:00,DC-ORD-23437,DataCo customer order shipment,2026-09-14 13:12:37.062797
244129,126,,Issue,2,2016-02-17 04:19:00,DC-ORD-28100,DataCo customer order shipment,2026-09-14 13:12:37.063147
244133,122,,Issue,2,2016-02-17 04:19:00,DC-ORD-28100,DataCo customer order shipment,2026-09-14 13:12:37.064596
244137,121,,Issue,2,2015-12-08 13:00:00,DC-ORD-23261,DataCo customer order shipment,2026-09-14 13:12:37.066218
244140,187,,Issue,2,2015-12-01 23:42:00,DC-ORD-22812,DataCo customer order shipment,2026-09-14 13:12:37.068731
244144,126,,Issue,2,2016-02-11 09:35:00,DC-ORD-27704,DataCo customer order shipment,2026-09-14 13:12:37.070794
244152,187,,Issue,2,2016-02-18 15:00:00,DC-ORD-28199,DataCo customer order shipment,2026-09-14 13:12:37.074081
244155,121,,Issue,2,2016-01-02 14:54:00,DC-ORD-24979,DataCo customer order shipment,2026-09-14 13:12:37.075207
244157,122,,Issue,2,2016-02-29 12:43:00,DC-ORD-28946,DataCo customer order shipment,2026-09-14 13:12:37.075954
244252,126,,Issue,3,2015-12-08 13:00:00,DC-ORD-23261,DataCo customer order shipment,2026-09-14 13:12:37.122230
244253,172,,Issue,3,2016-03-08 01:30:00,DC-ORD-29462,DataCo customer order shipment,2026-09-14 13:12:37.122638
244256,123,,Issue,3,2016-03-08 01:30:00,DC-ORD-29462,DataCo customer order shipment,2026-09-14 13:12:37.123871
244260,123,,Issue,3,2015-12-19 15:16:00,DC-ORD-24021,DataCo customer order shipment,2026-09-14 13:12:37.125357
244266,126,,Issue,3,2016-02-07 17:39:00,DC-ORD-27453,DataCo customer order shipment,2026-09-14 13:12:37.127552
244269,121,,Issue,3,2015-11-17 14:58:00,DC-ORD-21828,DataCo customer order shipment,2026-09-14 13:12:37.128655
244270,121,,Issue,3,2016-02-11 09:35:00,DC-ORD-27704,DataCo customer order shipment,2026-09-14 13:12:37.129008
244371,122,,Issue,4,2015-12-01 23:42:00,DC-ORD-22812,DataCo customer order shipment,2026-09-14 13:12:37.172764
244379,121,,Issue,4,2016-01-29 16:47:00,DC-ORD-26834,DataCo customer order shipment,2026-09-14 13:12:37.175829
244383,122,,Issue,4,2016-02-11 09:56:00,DC-ORD-27705,DataCo customer order shipment,2026-09-14 13:12:37.177324
244384,123,,Issue,4,2016-02-18 15:00:00,DC-ORD-28199,DataCo customer order shipment,2026-09-14 13:12:37.177706
244488,121,,Issue,5,2015-12-01 23:42:00,DC-ORD-22812,DataCo customer order shipment,2026-09-14 13:12:37.224201
244489,160,,Issue,5,2015-12-08 13:00:00,DC-ORD-23261,DataCo customer order shipment,2026-09-14 13:12:37.224645
244491,122,,Issue,5,2015-10-26 06:35:00,DC-ORD-20297,DataCo customer order shipment,2026-09-14 13:12:37.225437
244492,133,,Issue,5,2016-02-17 23:15:00,DC-ORD-28154,DataCo customer order shipment,2026-09-14 13:12:37.226151
244495,121,,Issue,5,2016-02-18 15:00:00,DC-ORD-28199,DataCo customer order shipment,2026-09-14 13:12:37.227392
244499,123,,Issue,5,2016-01-17 16:27:00,DC-ORD-26011,DataCo customer order shipment,2026-09-14 13:12:37.229028
244501,161,,Issue,5,2015-11-17 14:58:00,DC-ORD-21828,DataCo customer order shipment,2026-09-14 13:12:37.229947
244623,195,,Issue,1,2017-11-29 16:59:00,DC-ORD-72835,DataCo customer order shipment,2026-09-14 13:12:37.535907
244626,126,,Issue,1,2015-10-31 05:47:00,DC-ORD-20740,DataCo customer order shipment,2026-09-14 13:12:37.537767
244629,136,,Issue,1,2016-01-22 12:51:00,DC-ORD-26446,DataCo customer order shipment,2026-09-14 13:12:37.539158
244630,136,,Issue,1,2016-02-17 04:25:00,DC-ORD-28203,DataCo customer order shipment,2026-09-14 13:12:37.539686
244633,136,,Issue,1,2016-02-13 15:16:00,DC-ORD-27960,DataCo customer order shipment,2026-09-14 13:12:37.541497
244636,136,,Issue,1,2015-12-07 00:39:00,DC-ORD-23260,DataCo customer order shipment,2026-09-14 13:12:37.543028
244638,136,,Issue,1,2015-12-14 18:41:00,DC-ORD-23791,DataCo customer order shipment,2026-09-14 13:12:37.543884
244639,123,,Issue,1,2015-10-31 05:47:00,DC-ORD-20740,DataCo customer order shipment,2026-09-14 13:12:37.544313
244645,198,,Issue,1,2017-11-26 06:18:00,DC-ORD-72599,DataCo customer order shipment,2026-09-14 13:12:37.546607
244647,183,,Issue,1,2017-12-31 10:59:00,DC-ORD-75010,DataCo customer order shipment,2026-09-14 13:12:37.547326
244651,136,,Issue,1,2016-02-05 00:13:00,DC-ORD-27369,DataCo customer order shipment,2026-09-14 13:12:37.548789
244660,151,,Issue,1,2018-01-04 20:47:00,DC-ORD-75312,DataCo customer order shipment,2026-09-14 13:12:37.553740
244720,171,,Issue,2,2015-10-31 05:47:00,DC-ORD-20740,DataCo customer order shipment,2026-09-14 13:12:37.619545
244722,121,,Issue,2,2015-12-07 00:39:00,DC-ORD-23260,DataCo customer order shipment,2026-09-14 13:12:37.621098
244724,121,,Issue,2,2016-01-27 21:05:00,DC-ORD-26812,DataCo customer order shipment,2026-09-14 13:12:37.622054
244726,123,,Issue,2,2016-01-27 21:05:00,DC-ORD-26812,DataCo customer order shipment,2026-09-14 13:12:37.623095
244766,155,,Issue,3,2016-01-22 12:51:00,DC-ORD-26446,DataCo customer order shipment,2026-09-14 13:12:37.651430
244767,126,,Issue,3,2016-02-17 04:25:00,DC-ORD-28203,DataCo customer order shipment,2026-09-14 13:12:37.653269
244770,143,,Issue,3,2015-12-07 00:39:00,DC-ORD-23260,DataCo customer order shipment,2026-09-14 13:12:37.656403
