id,purchase_order_id,inventory_item_id,item_code,item_description,uom,quantity,unit_price,tax_rate,tax_amount,amount,received_quantity
11821,7969,126.0,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,PCS,1.0,99.99,0.0,0.0,86.99,1.0
11822,7970,206.0,DC-PROD-216,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,PCS,1.0,189.0,0.0,0.0,158.76,1.0
11823,7971,206.0,DC-PROD-216,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,PCS,1.0,189.0,0.0,0.0,154.98,1.0
11824,7972,136.0,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,PCS,1.0,129.99,0.0,0.0,129.99,1.0
11825,7973,136.0,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,PCS,1.0,129.99,0.0,0.0,127.39,1.0
11826,7974,136.0,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,PCS,1.0,129.99,0.0,0.0,127.39,1.0
11827,7975,136.0,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,PCS,1.0,129.99,0.0,0.0,127.39,1.0
11828,7976,136.0,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,PCS,1.0,129.99,0.0,0.0,126.09,1.0
11829,7973,136.0,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,PCS,1.0,129.99,0.0,0.0,126.09,1.0
11830,7977,121.0,DC-PROD-365,Perfect Fitness Perfect Rip Deck,PCS,1.0,59.99,0.0,0.0,58.19,1.0
11831,7971,136.0,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,PCS,1.0,129.99,0.0,0.0,124.79,1.0
11832,7978,136.0,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,PCS,1.0,129.99,0.0,0.0,123.49,1.0
11833,7979,136.0,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,PCS,1.0,129.99,0.0,0.0,123.49,1.0
11834,7980,136.0,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,PCS,1.0,129.99,0.0,0.0,122.84,1.0
11835,7981,136.0,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,PCS,1.0,129.99,0.0,0.0,122.84,1.0
11836,7982,136.0,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,PCS,1.0,129.99,0.0,0.0,120.89,1.0
11837,7983,136.0,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,PCS,1.0,129.99,0.0,0.0,120.89,1.0
11838,7981,136.0,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,PCS,1.0,129.99,0.0,0.0,120.89,1.0
11839,7984,136.0,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,PCS,1.0,129.99,0.0,0.0,120.89,1.0
11840,7978,121.0,DC-PROD-365,Perfect Fitness Perfect Rip Deck,PCS,1.0,59.99,0.0,0.0,53.99,1.0
11841,7985,136.0,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,PCS,1.0,129.99,0.0,0.0,116.99,1.0
11842,7986,169.0,DC-PROD-1350,Children's heaters,PCS,1.0,357.1,0.0,0.0,321.39,1.0
11843,7987,136.0,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,PCS,1.0,129.99,0.0,0.0,116.99,1.0
11844,7988,150.0,DC-PROD-1353,Porcelain crafts,PCS,1.0,461.48,0.0,0.0,406.1,1.0
11845,7989,136.0,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,PCS,1.0,129.99,0.0,0.0,114.39,1.0
11846,7990,136.0,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,PCS,1.0,129.99,0.0,0.0,114.39,1.0
11847,7991,136.0,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,PCS,1.0,129.99,0.0,0.0,114.39,1.0
11848,2390,121.0,DC-PROD-365,Perfect Fitness Perfect Rip Deck,PCS,1.0,59.99,0.0,0.0,52.79,1.0
11849,7992,136.0,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,PCS,1.0,129.99,0.0,0.0,114.39,1.0
11850,7968,136.0,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,PCS,1.0,129.99,0.0,0.0,113.09,1.0
11851,7993,121.0,DC-PROD-365,Perfect Fitness Perfect Rip Deck,PCS,1.0,59.99,0.0,0.0,52.19,1.0
11852,7994,121.0,DC-PROD-365,Perfect Fitness Perfect Rip Deck,PCS,1.0,59.99,0.0,0.0,52.19,1.0
11853,7995,136.0,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,PCS,1.0,129.99,0.0,0.0,110.49,1.0
11854,7996,136.0,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,PCS,1.0,129.99,0.0,0.0,110.49,1.0
11855,7997,136.0,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,PCS,1.0,129.99,0.0,0.0,110.49,1.0
11856,7998,136.0,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,PCS,1.0,129.99,0.0,0.0,110.49,1.0
11857,7999,136.0,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,PCS,1.0,129.99,0.0,0.0,109.19,1.0
11858,8000,136.0,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,PCS,1.0,129.99,0.0,0.0,109.19,1.0
11859,8001,136.0,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,PCS,1.0,129.99,0.0,0.0,109.19,1.0
11860,8002,136.0,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,PCS,1.0,129.99,0.0,0.0,107.89,1.0
11861,7967,136.0,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,PCS,1.0,129.99,0.0,0.0,106.59,1.0
11862,8003,150.0,DC-PROD-1353,Porcelain crafts,PCS,1.0,461.48,0.0,0.0,369.18,1.0
11863,8004,136.0,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,PCS,1.0,129.99,0.0,0.0,103.99,1.0
11864,8004,136.0,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,PCS,1.0,129.99,0.0,0.0,97.49,1.0
11865,7999,161.0,DC-PROD-572,TYR Boys' Team Digi Jammer,PCS,1.0,39.99,0.0,0.0,39.99,1.0
11866,7976,123.0,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,PCS,1.0,50.0,0.0,0.0,50.0,1.0
11867,7989,123.0,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,PCS,1.0,50.0,0.0,0.0,49.5,1.0
11868,8005,123.0,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,PCS,1.0,50.0,0.0,0.0,48.5,1.0
11869,7995,123.0,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,PCS,1.0,50.0,0.0,0.0,48.5,1.0
11870,7990,123.0,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,PCS,1.0,50.0,0.0,0.0,47.25,1.0
11871,8006,143.0,DC-PROD-567,adidas Men's Germany Black Crest Away Tee,PCS,1.0,25.0,0.0,0.0,21.75,1.0
11872,7985,123.0,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,PCS,1.0,50.0,0.0,0.0,41.0,1.0
11873,7998,122.0,DC-PROD-627,Under Armour Girls' Toddler Spine Surge Runni,PCS,1.0,39.99,0.0,0.0,32.79,1.0
11874,8007,123.0,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,PCS,1.0,50.0,0.0,0.0,37.5,1.0
11875,7970,197.0,DC-PROD-607,Garmin Approach S3 Golf GPS Watch,PCS,1.0,249.99,0.0,0.0,236.24,1.0
11876,7970,197.0,DC-PROD-607,Garmin Approach S3 Golf GPS Watch,PCS,1.0,249.99,0.0,0.0,232.49,1.0
11877,8008,177.0,DC-PROD-305,Mio ALPHA Heart Rate Monitor/Sport Watch,PCS,1.0,199.0,0.0,0.0,167.16,1.0
11878,8009,137.0,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,PCS,1.0,299.98,0.0,0.0,299.98,1.0
11879,8010,137.0,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,PCS,1.0,299.98,0.0,0.0,296.98,1.0
11880,7975,178.0,DC-PROD-1004,Field & Stream Sportsman 16 Gun Fire Safe,PCS,1.0,399.98,0.0,0.0,391.98,1.0
11881,7975,178.0,DC-PROD-1004,Field & Stream Sportsman 16 Gun Fire Safe,PCS,1.0,399.98,0.0,0.0,387.98,1.0
11882,8002,178.0,DC-PROD-1004,Field & Stream Sportsman 16 Gun Fire Safe,PCS,1.0,399.98,0.0,0.0,383.98,1.0
11883,7994,178.0,DC-PROD-1004,Field & Stream Sportsman 16 Gun Fire Safe,PCS,1.0,399.98,0.0,0.0,383.98,1.0
11884,8011,193.0,DC-PROD-982,insta-bed Neverflat Air Mattress,PCS,1.0,149.99,0.0,0.0,141.74,1.0
11885,8012,137.0,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,PCS,1.0,299.98,0.0,0.0,283.48,1.0
11886,8000,137.0,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,PCS,1.0,299.98,0.0,0.0,278.98,1.0
11887,7967,137.0,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,PCS,1.0,299.98,0.0,0.0,278.98,1.0
11888,8013,178.0,DC-PROD-1004,Field & Stream Sportsman 16 Gun Fire Safe,PCS,1.0,399.98,0.0,0.0,371.98,1.0
11889,8014,178.0,DC-PROD-1004,Field & Stream Sportsman 16 Gun Fire Safe,PCS,1.0,399.98,0.0,0.0,363.98,1.0
11890,7972,178.0,DC-PROD-1004,Field & Stream Sportsman 16 Gun Fire Safe,PCS,1.0,399.98,0.0,0.0,359.98,1.0
11891,8015,137.0,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,PCS,1.0,299.98,0.0,0.0,263.98,1.0
11892,8005,178.0,DC-PROD-1004,Field & Stream Sportsman 16 Gun Fire Safe,PCS,1.0,399.98,0.0,0.0,351.98,1.0
11893,8005,178.0,DC-PROD-1004,Field & Stream Sportsman 16 Gun Fire Safe,PCS,1.0,399.98,0.0,0.0,347.98,1.0
11894,8016,178.0,DC-PROD-1004,Field & Stream Sportsman 16 Gun Fire Safe,PCS,1.0,399.98,0.0,0.0,347.98,1.0
11895,8006,137.0,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,PCS,1.0,299.98,0.0,0.0,254.98,1.0
11896,7985,137.0,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,PCS,1.0,299.98,0.0,0.0,254.98,1.0
11897,8013,137.0,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,PCS,1.0,299.98,0.0,0.0,254.98,1.0
11898,7972,137.0,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,PCS,1.0,299.98,0.0,0.0,254.98,1.0
11899,8014,137.0,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,PCS,1.0,299.98,0.0,0.0,251.98,1.0
11900,8017,137.0,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,PCS,1.0,299.98,0.0,0.0,248.98,1.0
11901,8018,178.0,DC-PROD-1004,Field & Stream Sportsman 16 Gun Fire Safe,PCS,1.0,399.98,0.0,0.0,331.98,1.0
11902,8019,178.0,DC-PROD-1004,Field & Stream Sportsman 16 Gun Fire Safe,PCS,1.0,399.98,0.0,0.0,327.98,1.0
11903,8020,137.0,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,PCS,1.0,299.98,0.0,0.0,245.98,1.0
11904,8019,137.0,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,PCS,1.0,299.98,0.0,0.0,239.98,1.0
11905,8021,137.0,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,PCS,1.0,299.98,0.0,0.0,224.99,1.0
11906,8022,183.0,DC-PROD-1354,DVDs,PCS,1.0,164.38,0.0,0.0,157.8,1.0
11907,8023,183.0,DC-PROD-1354,DVDs,PCS,1.0,164.38,0.0,0.0,139.72,1.0
11908,8024,140.0,DC-PROD-1351,Dell Laptop,PCS,1.0,1500.0,0.0,0.0,1485.0,1.0
11909,8025,140.0,DC-PROD-1351,Dell Laptop,PCS,1.0,1500.0,0.0,0.0,1485.0,1.0
11910,8026,140.0,DC-PROD-1351,Dell Laptop,PCS,1.0,1500.0,0.0,0.0,1455.0,1.0
11911,8027,140.0,DC-PROD-1351,Dell Laptop,PCS,1.0,1500.0,0.0,0.0,1275.0,1.0
11912,8028,139.0,DC-PROD-1349,Web Camera,PCS,1.0,452.04,0.0,0.0,370.67,1.0
11913,8029,203.0,DC-PROD-35,adidas Brazuca 2014 Official Match Ball,PCS,1.0,159.99,0.0,0.0,119.99,1.0
11914,8030,126.0,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,PCS,1.0,99.99,0.0,0.0,94.99,1.0
11915,8031,126.0,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,PCS,1.0,99.99,0.0,0.0,86.99,1.0
11916,8032,167.0,DC-PROD-203,GoPro HERO3+ Black Edition Camera,PCS,1.0,399.99,0.0,0.0,347.99,1.0
11917,8033,136.0,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,PCS,1.0,129.99,0.0,0.0,129.99,1.0
11918,8034,176.0,DC-PROD-1347,Baby sweater,PCS,1.0,59.08,0.0,0.0,59.08,1.0
11919,8035,136.0,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,PCS,1.0,129.99,0.0,0.0,129.99,1.0
11920,8036,121.0,DC-PROD-365,Perfect Fitness Perfect Rip Deck,PCS,1.0,59.99,0.0,0.0,58.79,1.0
11921,8037,136.0,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,PCS,1.0,129.99,0.0,0.0,127.39,1.0
11922,8038,136.0,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,PCS,1.0,129.99,0.0,0.0,126.09,1.0
11923,8039,136.0,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,PCS,1.0,129.99,0.0,0.0,124.79,1.0
11924,8040,121.0,DC-PROD-365,Perfect Fitness Perfect Rip Deck,PCS,1.0,59.99,0.0,0.0,56.99,1.0
11925,8041,136.0,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,PCS,1.0,129.99,0.0,0.0,123.49,1.0
11926,8042,136.0,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,PCS,1.0,129.99,0.0,0.0,123.49,1.0
11927,8043,136.0,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,PCS,1.0,129.99,0.0,0.0,122.84,1.0
11928,8044,136.0,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,PCS,1.0,129.99,0.0,0.0,122.84,1.0
11929,8045,150.0,DC-PROD-1353,Porcelain crafts,PCS,1.0,461.48,0.0,0.0,429.18,1.0
11930,8043,136.0,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,PCS,1.0,129.99,0.0,0.0,120.89,1.0
11931,8046,176.0,DC-PROD-1347,Baby sweater,PCS,1.0,59.08,0.0,0.0,53.76,1.0
11932,8047,136.0,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,PCS,1.0,129.99,0.0,0.0,116.99,1.0
11933,8029,136.0,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,PCS,1.0,129.99,0.0,0.0,116.99,1.0
11934,8040,136.0,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,PCS,1.0,129.99,0.0,0.0,114.39,1.0
11935,8048,136.0,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,PCS,1.0,129.99,0.0,0.0,114.39,1.0
11936,8049,176.0,DC-PROD-1347,Baby sweater,PCS,1.0,59.08,0.0,0.0,51.99,1.0
11937,8029,136.0,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,PCS,1.0,129.99,0.0,0.0,114.39,1.0
11938,8050,121.0,DC-PROD-365,Perfect Fitness Perfect Rip Deck,PCS,1.0,59.99,0.0,0.0,52.19,1.0
11939,8051,121.0,DC-PROD-365,Perfect Fitness Perfect Rip Deck,PCS,1.0,59.99,0.0,0.0,52.19,1.0
11940,8030,121.0,DC-PROD-365,Perfect Fitness Perfect Rip Deck,PCS,1.0,59.99,0.0,0.0,50.99,1.0
11941,8036,136.0,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,PCS,1.0,129.99,0.0,0.0,109.19,1.0
11942,8052,136.0,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,PCS,1.0,129.99,0.0,0.0,107.89,1.0
11943,8053,136.0,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,PCS,1.0,129.99,0.0,0.0,107.89,1.0
11944,8054,136.0,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,PCS,1.0,129.99,0.0,0.0,107.89,1.0
11945,8053,136.0,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,PCS,1.0,129.99,0.0,0.0,106.59,1.0
11946,8055,136.0,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,PCS,1.0,129.99,0.0,0.0,103.99,1.0
11947,8056,136.0,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,PCS,1.0,129.99,0.0,0.0,103.99,1.0
11948,8057,136.0,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,PCS,1.0,129.99,0.0,0.0,97.49,1.0
11949,8058,136.0,DC-PROD-403,Nike Men's CJ Elite 2 TD Football Cleat,PCS,1.0,129.99,0.0,0.0,97.49,1.0
11950,8058,123.0,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,PCS,1.0,50.0,0.0,0.0,49.5,1.0
11951,8059,123.0,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,PCS,1.0,50.0,0.0,0.0,49.0,1.0
11952,8060,122.0,DC-PROD-627,Under Armour Girls' Toddler Spine Surge Runni,PCS,1.0,39.99,0.0,0.0,37.99,1.0
11953,8061,123.0,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,PCS,1.0,50.0,0.0,0.0,46.5,1.0
11954,8057,123.0,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,PCS,1.0,50.0,0.0,0.0,44.0,1.0
11955,8062,123.0,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,PCS,1.0,50.0,0.0,0.0,43.5,1.0
11956,8035,122.0,DC-PROD-627,Under Armour Girls' Toddler Spine Surge Runni,PCS,1.0,39.99,0.0,0.0,34.79,1.0
11957,8057,123.0,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,PCS,1.0,50.0,0.0,0.0,43.5,1.0
11958,8055,122.0,DC-PROD-627,Under Armour Girls' Toddler Spine Surge Runni,PCS,1.0,39.99,0.0,0.0,33.59,1.0
11959,8040,122.0,DC-PROD-627,Under Armour Girls' Toddler Spine Surge Runni,PCS,1.0,39.99,0.0,0.0,31.99,1.0
11960,8063,123.0,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,PCS,1.0,50.0,0.0,0.0,40.0,1.0
11961,8037,182.0,DC-PROD-303,Garmin Forerunner 910XT GPS Watch,PCS,1.0,399.99,0.0,0.0,387.99,1.0
11962,8041,197.0,DC-PROD-607,Garmin Approach S3 Golf GPS Watch,PCS,1.0,249.99,0.0,0.0,237.49,1.0
11963,8056,144.0,DC-PROD-893,Team Golf Pittsburgh Steelers Putter Grip,PCS,1.0,24.99,0.0,0.0,23.74,1.0
11964,8064,164.0,DC-PROD-835,Bridgestone e6 Straight Distance NFL Carolina,PCS,1.0,31.99,0.0,0.0,29.11,1.0
11965,8048,131.0,DC-PROD-825,Bridgestone e6 Straight Distance NFL Tennesse,PCS,1.0,31.99,0.0,0.0,26.55,1.0
11966,8065,148.0,DC-PROD-885,Team Golf St. Louis Cardinals Putter Grip,PCS,1.0,24.99,0.0,0.0,18.74,1.0
11967,8066,137.0,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,PCS,1.0,299.98,0.0,0.0,299.98,1.0
11968,8067,137.0,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,PCS,1.0,299.98,0.0,0.0,296.98,1.0
11969,8068,137.0,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,PCS,1.0,299.98,0.0,0.0,296.98,1.0
11970,8042,137.0,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,PCS,1.0,299.98,0.0,0.0,296.98,1.0
11971,8069,178.0,DC-PROD-1004,Field & Stream Sportsman 16 Gun Fire Safe,PCS,1.0,399.98,0.0,0.0,391.98,1.0
11972,8070,137.0,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,PCS,1.0,299.98,0.0,0.0,290.98,1.0
11973,8071,178.0,DC-PROD-1004,Field & Stream Sportsman 16 Gun Fire Safe,PCS,1.0,399.98,0.0,0.0,387.98,1.0
11974,8072,137.0,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,PCS,1.0,299.98,0.0,0.0,290.98,1.0
11975,8029,137.0,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,PCS,1.0,299.98,0.0,0.0,290.98,1.0
11976,8053,137.0,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,PCS,1.0,299.98,0.0,0.0,284.98,1.0
11977,8032,137.0,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,PCS,1.0,299.98,0.0,0.0,283.48,1.0
11978,8042,178.0,DC-PROD-1004,Field & Stream Sportsman 16 Gun Fire Safe,PCS,1.0,399.98,0.0,0.0,377.98,1.0
11979,8058,178.0,DC-PROD-1004,Field & Stream Sportsman 16 Gun Fire Safe,PCS,1.0,399.98,0.0,0.0,371.98,1.0
11980,8073,137.0,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,PCS,1.0,299.98,0.0,0.0,269.98,1.0
11981,8074,137.0,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,PCS,1.0,299.98,0.0,0.0,269.98,1.0
11982,8075,137.0,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,PCS,1.0,299.98,0.0,0.0,263.98,1.0
11983,8076,137.0,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,PCS,1.0,299.98,0.0,0.0,263.98,1.0
11984,8077,137.0,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,PCS,1.0,299.98,0.0,0.0,263.98,1.0
11985,8078,137.0,DC-PROD-957,Diamondback Women's Serene Classic Comfort Bi,PCS,1.0,299.98,0.0,0.0,263.98,1.0
11986,8079,178.0,DC-PROD-1004,Field & Stream Sportsman 16 Gun Fire Safe,PCS,1.0,399.98,0.0,0.0,351.98,1.0
11987,5296,126.0,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,PCS,4.0,99.99,0.0,0.0,319.97,4.0
11988,2881,126.0,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,PCS,4.0,99.99,0.0,0.0,299.97,4.0
11989,2853,126.0,DC-PROD-191,Nike Men's Free 5.0+ Running Shoe,PCS,4.0,99.99,0.0,0.0,299.97,4.0
11990,2862,121.0,DC-PROD-365,Perfect Fitness Perfect Rip Deck,PCS,4.0,59.99,0.0,0.0,235.16,4.0
11991,5298,121.0,DC-PROD-365,Perfect Fitness Perfect Rip Deck,PCS,4.0,59.99,0.0,0.0,235.16,4.0
11992,2872,121.0,DC-PROD-365,Perfect Fitness Perfect Rip Deck,PCS,4.0,59.99,0.0,0.0,235.16,4.0
11993,2862,121.0,DC-PROD-365,Perfect Fitness Perfect Rip Deck,PCS,4.0,59.99,0.0,0.0,232.76,4.0
11994,2879,121.0,DC-PROD-365,Perfect Fitness Perfect Rip Deck,PCS,4.0,59.99,0.0,0.0,223.16,4.0
11995,8080,121.0,DC-PROD-365,Perfect Fitness Perfect Rip Deck,PCS,4.0,59.99,0.0,0.0,215.96,4.0
11996,2795,121.0,DC-PROD-365,Perfect Fitness Perfect Rip Deck,PCS,4.0,59.99,0.0,0.0,211.16,4.0
11997,2852,121.0,DC-PROD-365,Perfect Fitness Perfect Rip Deck,PCS,4.0,59.99,0.0,0.0,208.77,4.0
11998,8081,121.0,DC-PROD-365,Perfect Fitness Perfect Rip Deck,PCS,4.0,59.99,0.0,0.0,203.97,4.0
11999,5292,121.0,DC-PROD-365,Perfect Fitness Perfect Rip Deck,PCS,4.0,59.99,0.0,0.0,203.97,4.0
12000,8082,121.0,DC-PROD-365,Perfect Fitness Perfect Rip Deck,PCS,4.0,59.99,0.0,0.0,201.57,4.0
12001,5302,121.0,DC-PROD-365,Perfect Fitness Perfect Rip Deck,PCS,4.0,59.99,0.0,0.0,199.17,4.0
12002,8083,121.0,DC-PROD-365,Perfect Fitness Perfect Rip Deck,PCS,4.0,59.99,0.0,0.0,199.17,4.0
12003,2811,121.0,DC-PROD-365,Perfect Fitness Perfect Rip Deck,PCS,4.0,59.99,0.0,0.0,199.17,4.0
12004,2833,121.0,DC-PROD-365,Perfect Fitness Perfect Rip Deck,PCS,4.0,59.99,0.0,0.0,179.97,4.0
12005,2857,122.0,DC-PROD-627,Under Armour Girls' Toddler Spine Surge Runni,PCS,4.0,39.99,0.0,0.0,155.16,4.0
12006,5305,123.0,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,PCS,4.0,50.0,0.0,0.0,194.0,4.0
12007,8084,123.0,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,PCS,4.0,50.0,0.0,0.0,194.0,4.0
12008,8085,122.0,DC-PROD-627,Under Armour Girls' Toddler Spine Surge Runni,PCS,4.0,39.99,0.0,0.0,155.16,4.0
12009,2771,123.0,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,PCS,4.0,50.0,0.0,0.0,194.0,4.0
12010,5305,123.0,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,PCS,4.0,50.0,0.0,0.0,192.0,4.0
12011,2771,123.0,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,PCS,4.0,50.0,0.0,0.0,192.0,4.0
12012,5370,122.0,DC-PROD-627,Under Armour Girls' Toddler Spine Surge Runni,PCS,4.0,39.99,0.0,0.0,151.96,4.0
12013,8086,123.0,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,PCS,4.0,50.0,0.0,0.0,190.0,4.0
12014,2820,122.0,DC-PROD-627,Under Armour Girls' Toddler Spine Surge Runni,PCS,4.0,39.99,0.0,0.0,151.96,4.0
12015,2805,123.0,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,PCS,4.0,50.0,0.0,0.0,186.0,4.0
12016,2867,123.0,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,PCS,4.0,50.0,0.0,0.0,186.0,4.0
12017,2778,122.0,DC-PROD-627,Under Armour Girls' Toddler Spine Surge Runni,PCS,4.0,39.99,0.0,0.0,143.96,4.0
12018,8087,123.0,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,PCS,4.0,50.0,0.0,0.0,180.0,4.0
12019,2785,123.0,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,PCS,4.0,50.0,0.0,0.0,180.0,4.0
12020,8088,123.0,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,PCS,4.0,50.0,0.0,0.0,174.0,4.0
12021,2819,123.0,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,PCS,4.0,50.0,0.0,0.0,170.0,4.0
12022,5296,123.0,DC-PROD-502,Nike Men's Dri-FIT Victory Golf Polo,PCS,4.0,50.0,0.0,0.0,168.0,4.0
