id,invoice_no,vendor_name,product_name,department,quantity,amount,status,delivery_status,quality_status,payment_status,transaction_id
210,INV0981,Turner-Lindgren,Beta Gizmo Order,Finance,12,5600,Approved,Delivered,Checked,Paid,TXN-24691357
211,INV1234,Bosco-Ernser,Alpha Widget Order,Procurement,78,6800,Approved,Delivered,Checked,Paid,TXN-80257913
212,INV8765,Rogahn-Hane,Delta Doohickey Order,Cyber Security,50,7000,Approved,Delivered,Checked,Paid,TXN-13580246
213,INV2190,Orn-McClure,Alpha Widget Order,Finance,90,5800,Approved,Delivered,Checked,Paid,TXN-80257913
214,INV0987,Berge-Kassulke,Alpha Widget Order,Finance,76,7400,Approved,Delivered,Checked,Paid,TXN-35702468
215,INV2190,Ankunding Group,Epsilon Whatchamacallit Order,HR,86,1125,Approved,Delivered,Checked,Paid,TXN-13580246
216,INV0123,Jerde-Botsford,Gamma Thingamajig Order,Finance,33,1800,Approved,Delivered,Checked,Paid,TXN-91368024
217,INV8761,Pfeffer LLC,Alpha Widget Order,Finance,66,1450,Approved,Delivered,Checked,Paid,TXN-57924680
218,INV4326,Stracke-Russel,Gamma Thingamajig Order,Management,33,5000,Approved,Delivered,Checked,Paid,TXN-80257913
219,INV8761,Langosh LLC,Epsilon Whatchamacallit Order,Network,60,8100,Approved,Delivered,Checked,Paid,TXN-45678901
220,INV4321,Bashirian LLC,Beta Gizmo Order,Software Develpoment,32,1250,Approved,Delivered,Checked,Paid,TXN-24691357
221,INV0987,Glover and Sons,Beta Gizmo Order,Procurement,49,9300,Approved,Delivered,Checked,Paid,TXN-35702468
222,INV8765,"Goodwin, Trantow and Braun",Delta Doohickey Order,Software Develpoment,43,9600,Approved,Delivered,Checked,Paid,TXN-35702468
223,INV2190,Jacobs-Leffler,Beta Gizmo Order,HR,55,7000,Approved,Delivered,Checked,Paid,TXN-13579246
224,INV8761,Cremin Group,Delta Doohickey Order,Finance,89,4700,Approved,Delivered,Checked,Paid,TXN-13580246
225,INV0987,"Kuhic, Raynor and Langosh",Delta Doohickey Order,Cyber Security,52,8100,Approved,Delivered,Checked,Paid,TXN-80257913
226,INV6543,Heathcote-Ortiz,Alpha Widget Order,Finance,71,7900,Approved,Delivered,Checked,Paid,TXN-79146802
227,INV8765,Thompson-O'Hara,Epsilon Whatchamacallit Order,Cyber Security,99,7600,Approved,Delivered,Checked,Paid,TXN-01234567
228,INV2109,"Runolfsdottir, Kertzmann and Wilkinson",Delta Doohickey Order,HR,58,8400,Approved,Delivered,Checked,Paid,TXN-24691357
229,INV0981,"Hermiston, Leffler and Kuhn",Beta Gizmo Order,Network,68,5900,Approved,Delivered,Checked,Paid,TXN-68035791
230,INV6547,"Ondricka, Gusikowski and Gerlach",Gamma Thingamajig Order,Finance,67,8200,Approved,Delivered,Checked,Paid,TXN-35702468
231,INV8765,"Jones, Farrell and Heidenreich",Gamma Thingamajig Order,Finance,6,3300,Approved,Delivered,Checked,Paid,TXN-02479135
232,INV6547,Rau Group,Epsilon Whatchamacallit Order,Software Develpoment,91,6900,Approved,Delivered,Checked,Paid,TXN-02479135
233,INV8765,"Stark, Ondricka and Klocko",Alpha Widget Order,Finance,48,2500,Approved,Delivered,Checked,Paid,TXN-13580246
234,INV8765,Krajcik-Wisoky,Epsilon Whatchamacallit Order,HR,26,1125,Approved,Delivered,Checked,Paid,TXN-91368024
235,INV6547,Senger and Sons,Gamma Thingamajig Order,Procurement,30,4900,Approved,Delivered,Checked,Paid,TXN-24691357
236,INV8765,Grimes LLC,Epsilon Whatchamacallit Order,Network,68,5300,Approved,Delivered,Checked,Paid,TXN-91368024
237,INV0987,Walsh and Sons,Gamma Thingamajig Order,Procurement,73,1900,Approved,Delivered,Checked,Paid,TXN-57924680
238,INV6547,Sauer Inc,Beta Gizmo Order,Procurement,78,1500,Approved,Delivered,Checked,Paid,TXN-79146802
239,INV4326,Connelly-Kreiger,Delta Doohickey Order,Cyber Security,47,1100,Approved,Delivered,Checked,Paid,TXN-57924680
240,INV0981,"Bosco, Swift and Ortiz",Beta Gizmo Order,HR,57,2100,Approved,Delivered,Checked,Paid,TXN-91368024
241,INV8765,"Heathcote, Brekke and Mertz",Epsilon Whatchamacallit Order,Finance,71,4600,Approved,Delivered,Checked,Paid,TXN-24691357
242,INV4321,Okuneva and Sons,Delta Doohickey Order,HR,40,6300,Approved,Delivered,Checked,Paid,TXN-91368024
243,INV6547,Ratke-Lang,Beta Gizmo Order,Procurement,51,1650,Approved,Delivered,Checked,Paid,TXN-02479135
244,INV8765,Satterfield Group,Epsilon Whatchamacallit Order,HR,5,1900,Approved,Delivered,Checked,Paid,TXN-24691357
245,INV2109,"Carter, Collier and Moen",Beta Gizmo Order,Management,28,8100,Approved,Delivered,Checked,Paid,TXN-13580246
246,INV4321,Hickle and Sons,Delta Doohickey Order,Management,62,4400,Approved,Delivered,Checked,Paid,TXN-79146802
247,INV2190,"Mueller, Brown and Klein",Epsilon Whatchamacallit Order,Software Develpoment,3,1350,Approved,Delivered,Checked,Paid,TXN-67890123
248,INV8761,"Schimmel, Torphy and Rau",Alpha Widget Order,Procurement,21,1050,Approved,Delivered,Checked,Paid,TXN-79146802
249,INV6543,Yost Inc,Gamma Thingamajig Order,Procurement,88,6200,Approved,Delivered,Checked,Paid,TXN-57924680
250,INV6547,Carroll-Funk,Delta Doohickey Order,Software Develpoment,40,2200,Approved,Delivered,Checked,Paid,TXN-68035791
251,INV4326,"Ruecker, Schaefer and Thompson",Gamma Thingamajig Order,Network,83,9800,Approved,Delivered,Checked,Paid,TXN-35702468
252,INV2109,Harvey Group,Alpha Widget Order,Network,40,5500,Approved,Delivered,Checked,Paid,TXN-57924680
253,INV0981,Mills-Ferry,Epsilon Whatchamacallit Order,Finance,34,3000,Approved,Delivered,Checked,Paid,TXN-80257913
254,INV8901,Kuhn LLC,Epsilon Whatchamacallit Order,HR,23,1700,Approved,Delivered,Checked,Paid,TXN-35702468
255,INV2190,"Murazik, Paucek and Kuhic",Alpha Widget Order,Cyber Security,84,2500,Approved,Delivered,Checked,Paid,TXN-57924680
256,INV2109,"Glover, Hane and Collier",Epsilon Whatchamacallit Order,Software Develpoment,22,8600,Approved,Delivered,Checked,Paid,TXN-46813579
257,INV0987,Cummings and Sons,Beta Gizmo Order,Management,72,8300,Approved,Delivered,Checked,Paid,TXN-23456789
258,INV8765,Cartwright-Bechtelar,Epsilon Whatchamacallit Order,Software Develpoment,37,3100,Approved,Delivered,Checked,Paid,TXN-90123456
259,INV2190,Ernser-Mraz,Epsilon Whatchamacallit Order,HR,57,5300,Approved,Delivered,Checked,Paid,TXN-57924680
260,INV0981,Carroll-Lemke,Beta Gizmo Order,Network,98,7900,Approved,Delivered,Checked,Paid,TXN-91368024
261,INV6543,Stark-Schimmel,Gamma Thingamajig Order,HR,90,2100,Approved,Delivered,Checked,Paid,TXN-46813579
262,INV8901,Fritsch-Kassulke,Beta Gizmo Order,Procurement,24,8700,Approved,Delivered,Checked,Paid,TXN-13580246
263,INV2190,Stehr-Littel,Gamma Thingamajig Order,HR,48,1800,Approved,Delivered,Checked,Paid,TXN-91368024
264,INV0987,Lakin-Christiansen,Epsilon Whatchamacallit Order,Procurement,48,3700,Approved,Delivered,Checked,Paid,TXN-35702468
265,INV4321,Funk-Bauch,Delta Doohickey Order,Network,84,1500,Approved,Delivered,Checked,Paid,TXN-79146802
266,INV0981,Blick-Bednar,Epsilon Whatchamacallit Order,Network,85,8900,Approved,Delivered,Checked,Paid,TXN-02479135
267,INV0981,Daugherty Group,Beta Gizmo Order,Finance,26,1150,Approved,Delivered,Checked,Paid,TXN-79146802
268,INV0987,Stiedemann-Ratke,Delta Doohickey Order,Network,78,5300,Approved,Delivered,Checked,Paid,TXN-46813579
269,INV7890,"Swaniawski, Kessler and Mosciski",Beta Gizmo Order,Cyber Security,95,3100,Approved,Delivered,Checked,Paid,TXN-91368024
270,INV2345,Sanford-Wisozk,Epsilon Whatchamacallit Order,Procurement,96,1150,Approved,Delivered,Checked,Paid,TXN-80257913
271,INV2190,"Bogan, Mosciski and Stracke",Alpha Widget Order,Cyber Security,33,5300,Approved,Delivered,Checked,Paid,TXN-24691357
272,INV2109,"Gusikowski, Zboncak and Weissnat",Gamma Thingamajig Order,Software Develpoment,35,5100,Approved,Delivered,Checked,Paid,TXN-24681357
273,INV2190,"Price, Swaniawski and Graham",Epsilon Whatchamacallit Order,Finance,13,1650,Approved,Delivered,Checked,Paid,TXN-79146802
274,INV5678,Kutch-Mertz,Epsilon Whatchamacallit Order,Cyber Security,75,9700,Approved,Delivered,Checked,Paid,TXN-80257913
275,INV8761,"Prosacco, Bode and Wehner",Gamma Thingamajig Order,HR,100,5900,Approved,Delivered,Checked,Paid,TXN-80257913
276,INV4326,"Brakus, Mosciski and Homenick",Alpha Widget Order,Finance,69,6100,Approved,Delivered,Checked,Paid,TXN-35702468
277,INV6543,Paucek and Sons,Alpha Widget Order,Cyber Security,49,9000,Approved,Delivered,Checked,Paid,TXN-80257913
278,INV8761,Schiller and Sons,Gamma Thingamajig Order,Cyber Security,56,6000,Approved,Delivered,Checked,Paid,TXN-13580246
279,INV2109,"Stokes, Koch and Leuschke",Epsilon Whatchamacallit Order,Procurement,42,6700,Approved,Delivered,Checked,Paid,TXN-68035791
280,INV8765,Rowe LLC,Alpha Widget Order,Cyber Security,80,1650,Approved,Delivered,Checked,Paid,TXN-91368024
281,INV4321,"Reynolds, Walsh and MacGyver",Gamma Thingamajig Order,Cyber Security,26,9700,Approved,Delivered,Checked,Paid,TXN-34567890
282,INV4326,"Block, Crist and Zieme",Delta Doohickey Order,Software Develpoment,33,4800,Approved,Delivered,Checked,Paid,TXN-57924680
283,INV6547,Becker and Sons,Beta Gizmo Order,Finance,94,7000,Approved,Delivered,Checked,Paid,TXN-79146802
284,INV6547,Marquardt Inc,Epsilon Whatchamacallit Order,Software Develpoment,64,2600,Approved,Delivered,Checked,Paid,TXN-35702468
285,INV0987,Pfeffer Group,Delta Doohickey Order,Finance,72,3500,Approved,Delivered,Checked,Paid,TXN-35702468
286,INV4326,Jacobson-Pfannerstill,Delta Doohickey Order,Software Develpoment,59,8700,Approved,Delivered,Checked,Paid,TXN-46813579
287,INV6543,Kemmer-Rowe,Beta Gizmo Order,HR,24,3400,Approved,Delivered,Checked,Paid,TXN-34567890
288,INV6543,Bednar Group,Alpha Widget Order,Procurement,65,4800,Approved,Delivered,Checked,Paid,TXN-80257913
289,INV8761,Mueller Group,Delta Doohickey Order,Network,75,3100,Approved,Delivered,Checked,Paid,TXN-02479135
290,INV6543,Balistreri LLC,Epsilon Whatchamacallit Order,Network,78,7300,Approved,Delivered,Checked,Paid,TXN-02479135
291,INV4321,Hermann-Brown,Epsilon Whatchamacallit Order,Network,14,9900,Approved,Delivered,Checked,Paid,TXN-02479135
292,INV0981,"Little, Boyle and Hermiston",Gamma Thingamajig Order,HR,60,1750,Approved,Delivered,Checked,Paid,TXN-80257913
293,INV8765,"Wilderman, Walter and Mante",Delta Doohickey Order,Finance,78,1250,Approved,Delivered,Checked,Paid,TXN-46813579
294,INV4326,Mraz-Schamberger,Epsilon Whatchamacallit Order,Network,60,8900,Approved,Delivered,Checked,Paid,TXN-91368024
295,INV6543,Hudson-Kertzmann,Gamma Thingamajig Order,HR,63,1300,Approved,Delivered,Checked,Paid,TXN-57924680
296,INV2190,"Dietrich, Spinka and Barton",Beta Gizmo Order,Procurement,40,3100,Approved,Delivered,Checked,Paid,TXN-78901234
297,INV2190,Mraz-Bernier,Gamma Thingamajig Order,Software Develpoment,65,1350,Approved,Delivered,Checked,Paid,TXN-13580246
298,INV8765,Mueller-Harris,Alpha Widget Order,Management,20,1350,Approved,Delivered,Checked,Paid,TXN-24691357
299,INV8765,D'Amore-Jerde,Delta Doohickey Order,Finance,86,5700,Approved,Delivered,Checked,Paid,TXN-46813579
300,INV2109,O'Kon-Lehner,Epsilon Whatchamacallit Order,Procurement,51,2800,Approved,Delivered,Checked,Paid,TXN-68035791
301,INV0981,Conroy Group,Gamma Thingamajig Order,Management,43,7700,Approved,Delivered,Checked,Paid,TXN-46813579
302,INV8761,Maggio-Tremblay,Beta Gizmo Order,Software Develpoment,87,8700,Approved,Delivered,Checked,Paid,TXN-02479135
303,INV7890,Boyer-Erdman,Alpha Widget Order,Cyber Security,39,4100,Approved,Delivered,Checked,Paid,TXN-13579246
304,INV8761,Lueilwitz-Hermiston,Beta Gizmo Order,Management,50,8400,Approved,Delivered,Checked,Paid,TXN-91368024
305,INV4326,Huels-Romaguera,Epsilon Whatchamacallit Order,Cyber Security,55,7700,Approved,Delivered,Checked,Paid,TXN-24691357
306,INV2190,"Deckow, Oberbrunner and Keeling",Alpha Widget Order,Software Develpoment,91,9400,Approved,Delivered,Checked,Paid,TXN-13580246
307,INV0987,Bergnaum-Conn,Gamma Thingamajig Order,Management,6,7300,Approved,Delivered,Checked,Paid,TXN-91368024
308,INV8761,"Parker, Daniel and Gibson",Delta Doohickey Order,Software Develpoment,14,5800,Approved,Delivered,Checked,Paid,TXN-02479135
309,INV4326,Osinski and Sons,Beta Gizmo Order,Network,95,6800,Approved,Delivered,Checked,Paid,TXN-91368024
310,INV2109,Considine and Sons,Delta Doohickey Order,HR,70,1250,Approved,Delivered,Checked,Paid,TXN-24691357
311,INV8765,Kunde-Schinner,Beta Gizmo Order,Management,22,1350,Approved,Delivered,Checked,Paid,TXN-91368024
312,INV4321,"Huels, Hermiston and Roob",Alpha Widget Order,Procurement,84,5800,Approved,Delivered,Checked,Paid,TXN-91368024
313,INV6547,"Daniel, Mayert and Vandervort",Epsilon Whatchamacallit Order,Cyber Security,67,5300,Approved,Delivered,Checked,Paid,TXN-68035791
314,INV6547,Yost Group,Gamma Thingamajig Order,Finance,69,7200,Approved,Delivered,Checked,Paid,TXN-80257913
315,INV6547,"Fisher, West and Simonis",Delta Doohickey Order,Procurement,79,3800,Approved,Delivered,Checked,Paid,TXN-57924680
316,INV4321,Orn-Batz,Epsilon Whatchamacallit Order,Network,38,2000,Approved,Delivered,Checked,Paid,TXN-57924680
317,INV6547,Adams-Schaden,Gamma Thingamajig Order,Procurement,81,8500,Approved,Delivered,Checked,Paid,TXN-57924680
318,INV8761,Marks and Sons,Delta Doohickey Order,HR,25,7900,Approved,Delivered,Checked,Paid,TXN-57924680
319,INV0987,Torp-Heaney,Gamma Thingamajig Order,Finance,46,8800,Approved,Delivered,Checked,Paid,TXN-80257913
320,INV4567,Conn-Hamill,Epsilon Whatchamacallit Order,Cyber Security,46,3800,Approved,Delivered,Checked,Paid,TXN-68035791
321,INV8761,Ward and Sons,Beta Gizmo Order,Management,67,2400,Approved,Delivered,Checked,Paid,TXN-35702468
322,INV4326,Jones-Gislason,Delta Doohickey Order,Network,52,8000,Approved,Delivered,Checked,Paid,TXN-02479135
323,INV4321,Oberbrunner Inc,Gamma Thingamajig Order,Cyber Security,46,3200,Approved,Delivered,Checked,Paid,TXN-68035791
324,INV6543,Simonis and Sons,Epsilon Whatchamacallit Order,HR,50,7100,Approved,Delivered,Checked,Paid,TXN-02479135
325,INV7890,"Gusikowski, Upton and Bauch",Alpha Widget Order,Procurement,36,6900,Approved,Delivered,Checked,Paid,TXN-35702468
326,INV8765,Dickens Group,Alpha Widget Order,Cyber Security,65,3400,Approved,Delivered,Checked,Paid,TXN-13580246
327,INV8901,Zieme Group,Beta Gizmo Order,Software Develpoment,52,5600,Approved,Delivered,Checked,Paid,TXN-24691357
328,INV8765,"Reinger, Jerde and Hauck",Gamma Thingamajig Order,Procurement,50,1150,Approved,Delivered,Checked,Paid,TXN-57924680
329,INV2109,Wolff Inc,Delta Doohickey Order,Software Develpoment,45,1250,Approved,Delivered,Checked,Paid,TXN-02479135
330,INV8761,"Ortiz, Stoltenberg and Morar",Gamma Thingamajig Order,Software Develpoment,29,7500,Approved,Delivered,Checked,Paid,TXN-24681357
331,INV5678,"Auer, Turcotte and Wolf",Beta Gizmo Order,Management,98,3300,Approved,Delivered,Checked,Paid,TXN-91368024
332,INV4326,Yundt-Lind,Alpha Widget Order,Cyber Security,77,1750,Approved,Delivered,Checked,Paid,TXN-79146802
333,INV9876,"Hilll, Swift and Swaniawski",Delta Doohickey Order,Finance,22,1150,Approved,Delivered,Checked,Paid,TXN-46813579
334,INV4326,Roberts Inc,Gamma Thingamajig Order,Cyber Security,41,5100,Approved,Delivered,Checked,Paid,TXN-13580246
335,INV8765,Heaney and Sons,Alpha Widget Order,Network,57,4700,Approved,Delivered,Checked,Paid,TXN-24691357
336,INV0987,Sipes-Kautzer,Gamma Thingamajig Order,Finance,36,1450,Approved,Delivered,Checked,Paid,TXN-35702468
337,INV4321,Haley-Stanton,Gamma Thingamajig Order,Finance,39,6000,Approved,Delivered,Checked,Paid,TXN-57924680
338,INV2190,"Morar, Jacobson and Beer",Delta Doohickey Order,Finance,23,3200,Approved,Delivered,Checked,Paid,TXN-68035791
339,INV0981,Beer Inc,Alpha Widget Order,HR,36,7200,Approved,Delivered,Checked,Paid,TXN-91368024
340,INV8765,Bartoletti-Bogan,Gamma Thingamajig Order,Procurement,94,1225,Approved,Delivered,Checked,Paid,TXN-02479135
341,INV6547,Morar Group,Epsilon Whatchamacallit Order,Finance,19,9600,Approved,Delivered,Checked,Paid,TXN-68035791
342,INV6547,Koch and Sons,Beta Gizmo Order,Management,96,5700,Approved,Delivered,Checked,Paid,TXN-24691357
343,INV8761,Boyle-Herman,Epsilon Whatchamacallit Order,Software Develpoment,71,4500,Approved,Delivered,Checked,Paid,TXN-68035791
344,INV8901,"Mitchell, Bode and Heller",Beta Gizmo Order,HR,78,2600,Approved,Delivered,Checked,Paid,TXN-13580246
345,INV6547,Walsh-Hoppe,Delta Doohickey Order,Network,48,8100,Approved,Delivered,Checked,Paid,TXN-13579246
346,INV4321,"Kihn, Koch and Christiansen",Alpha Widget Order,Network,7,4400,Approved,Delivered,Checked,Paid,TXN-91368024
347,INV2345,Donnelly LLC,Alpha Widget Order,Finance,28,6100,Approved,Delivered,Checked,Paid,TXN-91368024
348,INV8761,Flatley-Kub,Epsilon Whatchamacallit Order,Software Develpoment,12,2200,Approved,Delivered,Checked,Paid,TXN-91368024
349,INV8761,"Durgan, Bednar and Bins",Epsilon Whatchamacallit Order,Procurement,24,8400,Approved,Delivered,Checked,Paid,TXN-57924680
350,INV6543,"Buckridge, Lang and Armstrong",Epsilon Whatchamacallit Order,Cyber Security,47,4800,Approved,Delivered,Checked,Paid,TXN-79146802
351,INV8765,"Heller, Ferry and Becker",Beta Gizmo Order,Software Develpoment,33,9600,Approved,Delivered,Checked,Paid,TXN-24691357
352,INV8761,Simonis LLC,Gamma Thingamajig Order,Network,41,2100,Approved,Delivered,Checked,Paid,TXN-57924680
353,INV2109,Considine-Howe,Beta Gizmo Order,Cyber Security,75,8900,Approved,Delivered,Checked,Paid,TXN-46813579
354,INV2109,Herman-Walker,Alpha Widget Order,HR,43,1150,Approved,Delivered,Checked,Paid,TXN-02479135
355,INV8765,"Dare, Senger and Quitzon",Alpha Widget Order,Network,17,8300,Approved,Delivered,Checked,Paid,TXN-80257913
356,INV8761,Ward Inc,Delta Doohickey Order,Network,76,6300,Approved,Delivered,Checked,Paid,TXN-91368024
357,INV8765,"Franecki, Kassulke and Nienow",Delta Doohickey Order,HR,88,4600,Approved,Delivered,Checked,Paid,TXN-13580246
358,INV0981,Harber and Sons,Epsilon Whatchamacallit Order,Procurement,78,9700,Approved,Delivered,Checked,Paid,TXN-13580246
359,INV4567,Kerluke-Roob,Beta Gizmo Order,Finance,3,2300,Approved,Delivered,Checked,Paid,TXN-02479135
360,INV7890,Dooley-Hahn,Alpha Widget Order,Cyber Security,95,6600,Approved,Delivered,Checked,Paid,TXN-91368024
361,INV4321,Predovic Group,Alpha Widget Order,Management,74,4600,Approved,Delivered,Checked,Paid,TXN-24681357
362,INV6543,Schoen Group,Epsilon Whatchamacallit Order,Management,50,7800,Approved,Delivered,Checked,Paid,TXN-46813579
363,INV2190,"Quitzon, Towne and Kiehn",Gamma Thingamajig Order,Cyber Security,31,1225,Approved,Delivered,Checked,Paid,TXN-46813579
364,INV2109,Gerlach-Langosh,Delta Doohickey Order,Procurement,78,8400,Approved,Delivered,Checked,Paid,TXN-91368024
365,INV4321,Shields-Kunze,Beta Gizmo Order,Management,15,1750,Approved,Delivered,Checked,Paid,TXN-35792468
366,INV4321,Robel Group,Alpha Widget Order,Cyber Security,47,5200,Approved,Delivered,Checked,Paid,TXN-46813579
367,INV6547,Bruen and Sons,Gamma Thingamajig Order,Procurement,32,6600,Approved,Delivered,Checked,Paid,TXN-13580246
368,INV6547,Stanton LLC,Beta Gizmo Order,Finance,97,2600,Approved,Delivered,Checked,Paid,TXN-24691357
369,INV6547,Daniel Group,Alpha Widget Order,HR,79,3200,Approved,Delivered,Checked,Paid,TXN-24691357
370,INV6547,Buckridge Group,Delta Doohickey Order,Finance,47,1900,Approved,Delivered,Checked,Paid,TXN-46813579
371,INV6543,"Hammes, Klocko and Schowalter",Beta Gizmo Order,Finance,54,4000,Approved,Delivered,Checked,Paid,TXN-91368024
372,INV9012,Rohan-Moore,Gamma Thingamajig Order,HR,95,1400,Approved,Delivered,Checked,Paid,TXN-80257913
373,INV4326,Ledner LLC,Beta Gizmo Order,Software Develpoment,10,2300,Approved,Delivered,Checked,Paid,TXN-80257913
374,INV2109,Hintz-Nicolas,Beta Gizmo Order,Management,14,1125,Approved,Delivered,Checked,Paid,TXN-68035791
375,INV4321,Beier-O'Kon,Beta Gizmo Order,HR,15,3900,Approved,Delivered,Checked,Paid,TXN-80257913
376,INV0987,Dare-Schinner,Gamma Thingamajig Order,Finance,65,8000,Approved,Delivered,Checked,Paid,TXN-80257913
377,INV2109,"Cruickshank, Hayes and Hyatt",Epsilon Whatchamacallit Order,Software Develpoment,83,4300,Approved,Delivered,Checked,Paid,TXN-57924680
378,INV6547,Krajcik-Wolf,Gamma Thingamajig Order,Procurement,56,6000,Approved,Delivered,Checked,Paid,TXN-79146802
379,INV4326,"Considine, Shanahan and Nicolas",Beta Gizmo Order,Cyber Security,69,4300,Approved,Delivered,Checked,Paid,TXN-02479135
380,INV1234,Walsh LLC,Alpha Widget Order,Software Develpoment,35,5600,Approved,Delivered,Checked,Paid,TXN-80257913
381,INV0981,"Deckow, Koelpin and Rau",Alpha Widget Order,Management,51,3100,Approved,Delivered,Checked,Paid,TXN-02479135
382,INV8761,Kuhlman Group,Beta Gizmo Order,Software Develpoment,50,9300,Approved,Delivered,Checked,Paid,TXN-01234567
383,INV3456,Lynch-Blick,Alpha Widget Order,Software Develpoment,74,7700,Approved,Delivered,Checked,Paid,TXN-24691357
384,INV8765,"Schimmel, Hermiston and Cruickshank",Gamma Thingamajig Order,Network,62,7200,Approved,Delivered,Checked,Paid,TXN-35702468
385,INV6547,"Wilderman, Rau and Fay",Alpha Widget Order,Network,92,2200,Approved,Delivered,Checked,Paid,TXN-68035791
386,INV6543,Jaskolski Inc,Epsilon Whatchamacallit Order,Procurement,28,1700,Approved,Delivered,Checked,Paid,TXN-91368024
387,INV6543,"Klocko, Carter and Kessler",Epsilon Whatchamacallit Order,Procurement,12,8700,Approved,Delivered,Checked,Paid,TXN-68035791
388,INV0123,Pacocha-Schroeder,Delta Doohickey Order,Procurement,6,9800,Approved,Delivered,Checked,Paid,TXN-13579246
389,INV8761,Shields-Gulgowski,Gamma Thingamajig Order,Network,51,2800,Approved,Delivered,Checked,Paid,TXN-13580246
390,INV2109,Walsh Group,Epsilon Whatchamacallit Order,Management,5,1150,Approved,Delivered,Checked,Paid,TXN-91368024
391,INV8765,"Pfannerstill, Stoltenberg and Lakin",Alpha Widget Order,Management,32,1250,Approved,Delivered,Checked,Paid,TXN-91368024
392,INV2190,"Hills, Labadie and Conroy",Gamma Thingamajig Order,Network,76,6400,Approved,Delivered,Checked,Paid,TXN-68035791
393,INV4326,"Kilback, Kiehn and Daugherty",Delta Doohickey Order,Cyber Security,62,3500,Approved,Delivered,Checked,Paid,TXN-46813579
394,INV2109,Medhurst-Schiller,Alpha Widget Order,Cyber Security,67,5800,Approved,Delivered,Checked,Paid,TXN-68035791
395,INV6543,"Runolfsdottir, Legros and Grady",Alpha Widget Order,Network,47,3900,Approved,Delivered,Checked,Paid,TXN-57924680
396,INV4326,"VonRueden, Ortiz and Borer",Alpha Widget Order,Procurement,14,8800,Approved,Delivered,Checked,Paid,TXN-80257913
397,INV0987,"Lueilwitz, Hayes and Bartoletti",Epsilon Whatchamacallit Order,Procurement,75,1050,Approved,Delivered,Checked,Paid,TXN-24691357
398,INV4321,Witting Inc,Gamma Thingamajig Order,HR,48,10000,Approved,Delivered,Checked,Paid,TXN-91368024
399,INV2190,Pfannerstill-Medhurst,Delta Doohickey Order,Procurement,88,4300,Approved,Delivered,Checked,Paid,TXN-35702468
400,INV2190,"Lynch, Runolfsson and Blanda",Epsilon Whatchamacallit Order,Finance,47,5300,Approved,Delivered,Checked,Paid,TXN-13580246
401,INV4321,Aufderhar LLC,Delta Doohickey Order,Software Develpoment,97,8600,Approved,Delivered,Checked,Paid,TXN-90123456
402,INV0981,"Romaguera, Jaskolski and Shields",Gamma Thingamajig Order,Management,53,3100,Approved,Delivered,Checked,Paid,TXN-80257913
403,INV0981,O'Keefe-Steuber,Gamma Thingamajig Order,Procurement,79,3900,Approved,Delivered,Checked,Paid,TXN-02479135
404,INV0981,Weissnat-Bogisich,Gamma Thingamajig Order,Cyber Security,78,7400,Approved,Delivered,Checked,Paid,TXN-02479135
405,INV4567,Bradtke LLC,Epsilon Whatchamacallit Order,Cyber Security,48,2500,Approved,Delivered,Checked,Paid,TXN-13580246
406,INV4321,Dickinson and Sons,Gamma Thingamajig Order,Finance,26,9200,Approved,Delivered,Checked,Paid,TXN-46813579
407,INV8761,Gulgowski-Wolff,Delta Doohickey Order,HR,25,7200,Approved,Delivered,Checked,Paid,TXN-34567890
408,INV0981,Towne and Sons,Gamma Thingamajig Order,Procurement,5,9500,Approved,Delivered,Checked,Paid,TXN-46813579
409,INV4326,"Moen, Runte and Nienow",Beta Gizmo Order,Procurement,33,3800,Approved,Delivered,Checked,Paid,TXN-80257913
410,INV7890,Labadie LLC,Delta Doohickey Order,Management,66,8500,Approved,Delivered,Checked,Paid,TXN-80257913
411,INV4326,Ortiz-Senger,Gamma Thingamajig Order,Finance,96,8600,Approved,Delivered,Checked,Paid,TXN-35702468
412,INV6543,Kunze-Wilderman,Alpha Widget Order,Software Develpoment,76,7500,Approved,Delivered,Checked,Paid,TXN-13580246
413,INV2190,"Schmitt, Sawayn and Beatty",Gamma Thingamajig Order,Finance,76,4400,Approved,Delivered,Checked,Paid,TXN-57924680
414,INV6547,"Collier, Kihn and Rau",Beta Gizmo Order,Finance,33,5500,Approved,Delivered,Checked,Paid,TXN-46813579
415,INV6547,Walsh LLC,Gamma Thingamajig Order,Finance,67,6600,Approved,Delivered,Checked,Paid,TXN-01234567
416,INV2109,Effertz-Hessel,Epsilon Whatchamacallit Order,Procurement,91,9500,Approved,Delivered,Checked,Paid,TXN-68035791
417,INV6547,"Denesik, Harber and D'Amore",Beta Gizmo Order,Network,12,9600,Approved,Delivered,Checked,Paid,TXN-02479135
418,INV6543,Goodwin-Wolf,Alpha Widget Order,Finance,56,1200,Approved,Delivered,Checked,Paid,TXN-35702468
419,INV4321,Ritchie Inc,Beta Gizmo Order,Software Develpoment,70,1500,Approved,Delivered,Checked,Paid,TXN-45678901
420,INV2109,Mosciski-Green,Alpha Widget Order,HR,57,6100,Approved,Delivered,Checked,Paid,TXN-68035791
421,INV2109,Will-Bergnaum,Alpha Widget Order,Cyber Security,88,1450,Approved,Delivered,Checked,Paid,TXN-02479135
