id,vendorId,date,onTimeDeliveryPercent,qualityRating,responseTimeHours,issueResolutionDays,defectRatePercent,orderCompletionPercent
514,58,2025-03-26,83,4.56,57,1,2.88,71
515,9,2026-02-16,55,2.64,32,11,13.53,89
516,68,2024-05-21,76,4.3,28,8,10.65,80
517,75,2026-04-11,80,4.86,67,4,2.05,61
518,87,2025-07-15,93,4.93,18,13,5.53,63
519,25,2025-09-13,56,2.59,6,5,11.44,91
520,88,2025-12-01,74,3.8,65,14,8.58,82
521,27,2024-08-30,89,4.35,48,11,7.76,71
522,82,2024-07-25,79,3.49,8,13,12.58,62
523,3,2026-04-14,62,4.94,31,15,5.88,65
524,74,2026-05-05,99,4.49,42,2,6.96,82
525,21,2024-06-20,58,4.68,12,1,11.71,96
526,100,2024-07-22,91,4.85,45,11,0.46,79
527,62,2026-07-22,62,4.13,66,4,0.94,72
528,1,2025-05-26,81,3.54,61,2,3.24,97
529,12,2026-01-19,83,4.92,19,7,0.82,69
530,20,2025-02-23,52,3.02,16,14,10.33,89
531,60,2024-04-28,93,4.15,7,2,9.13,65
532,15,2025-09-24,69,3.51,17,15,2.79,67
533,93,2026-02-17,47,3.62,44,11,11.16,93
534,57,2025-03-17,60,2.99,28,1,4.47,72
535,49,2026-03-06,66,3.02,2,11,2.76,79
536,67,2024-01-24,51,2.87,37,3,1.6,78
537,72,2025-08-13,88,3.49,68,3,13.84,60
538,86,2024-01-18,65,4.95,20,10,4.37,68
539,76,2026-04-09,57,4.25,47,6,10.85,64
540,95,2024-12-19,92,4.14,28,12,10.04,98
541,17,2024-08-22,94,4.24,64,14,0.35,66
542,59,2024-11-30,52,2.85,25,7,14.03,95
543,70,2026-08-22,68,3.47,17,4,12.71,76
544,10,2025-03-08,92,4.45,4,3,14.85,63
545,16,2024-03-02,68,4.04,62,4,8.41,77
546,22,2025-03-17,83,4.05,57,12,10.85,65
547,55,2025-06-27,82,2.56,30,3,1.98,78
548,84,2025-10-19,51,3.36,34,14,2.46,100
549,1,2024-01-18,59,4.25,37,1,3.82,67
550,79,2025-04-07,68,4.77,52,8,8.51,100
551,48,2025-08-27,72,4.73,40,10,1.07,88
552,87,2026-08-26,94,5.0,48,5,6.44,71
553,32,2025-04-17,61,3.7,14,3,12.57,76
554,56,2024-05-05,45,2.78,72,1,11.56,92
555,5,2025-02-12,58,2.57,53,9,3.52,88
556,36,2025-07-11,93,4.86,63,3,6.41,62
557,2,2024-02-01,78,2.74,47,8,1.7,97
558,93,2024-02-13,51,4.94,8,8,1.36,92
559,53,2024-03-22,73,2.75,7,8,10.72,81
560,7,2024-11-03,97,4.68,47,9,14.31,91
561,26,2025-08-01,96,3.5,15,12,3.03,61
562,56,2025-12-21,56,3.37,68,11,5.39,87
563,55,2024-12-07,83,3.13,4,4,1.9,60
564,26,2026-08-02,87,4.51,26,10,6.1,88
565,33,2024-12-27,98,3.59,51,7,12.37,65
566,75,2024-02-02,49,3.81,18,12,12.82,61
567,8,2025-10-03,62,3.51,55,2,4.73,81
568,76,2025-11-13,46,4.39,15,1,6.76,91
569,60,2025-08-22,52,4.78,5,1,11.26,76
570,31,2026-02-14,79,4.42,71,2,12.33,96
571,90,2025-11-14,99,4.27,35,10,0.15,75
572,91,2025-05-28,49,3.29,23,1,3.91,98
573,5,2025-06-25,96,3.97,64,15,13.7,98
574,64,2025-12-02,85,3.06,9,4,7.0,88
575,16,2026-07-18,97,3.54,72,12,4.46,86
576,49,2025-05-06,51,2.87,63,5,14.29,91
577,74,2024-08-03,62,3.12,23,13,4.9,71
578,95,2025-09-17,89,4.92,38,10,8.57,67
579,58,2024-01-27,96,2.54,34,3,13.26,68
580,28,2024-04-18,74,2.63,59,14,13.57,70
581,12,2025-10-07,71,2.64,21,11,10.01,61
582,85,2025-12-01,85,3.15,70,13,1.35,83
583,90,2025-04-04,93,4.04,66,10,7.62,97
584,19,2025-05-30,52,2.71,57,1,10.99,94
585,81,2025-07-13,82,4.91,66,1,12.25,64
586,52,2026-08-27,61,3.26,18,3,11.39,88
587,46,2025-01-17,78,3.78,30,10,14.74,92
588,57,2024-02-17,45,3.85,8,13,0.48,94
589,54,2025-01-24,75,3.3,12,14,12.65,72
590,73,2026-08-14,50,3.25,52,2,11.49,65
591,21,2025-07-27,77,4.73,35,13,2.56,87
592,65,2025-11-11,54,3.66,51,10,14.15,90
593,82,2026-07-15,48,3.17,46,4,10.73,76
594,12,2026-07-10,95,3.95,15,6,6.46,91
595,71,2025-07-25,86,3.12,63,5,10.15,95
596,29,2025-08-17,66,4.31,46,2,11.71,89
597,85,2026-08-06,87,4.1,24,5,9.64,98
598,54,2026-08-16,89,4.1,49,7,8.25,76
599,79,2025-03-30,72,2.56,58,9,4.75,64
600,2,2025-08-16,54,3.9,14,7,2.22,82
601,98,2024-01-01,60,4.56,53,5,8.19,68
602,65,2025-12-14,81,4.9,29,5,8.07,94
603,65,2025-05-06,59,4.04,56,3,14.78,85
604,20,2024-04-01,93,3.82,9,7,0.43,64
605,39,2025-01-01,49,3.04,15,10,13.45,75
606,85,2024-04-20,93,4.97,21,14,13.11,86
607,30,2024-09-11,58,3.69,53,15,0.11,71
608,6,2026-07-20,61,3.3,66,2,6.07,61
609,22,2024-09-25,68,4.77,36,13,4.6,69
610,16,2025-12-14,84,2.74,41,11,0.57,72
611,38,2026-02-12,62,2.57,54,7,12.69,90
612,95,2025-08-31,75,4.74,9,13,7.79,76
613,69,2026-06-06,81,4.38,6,9,8.16,60
614,52,2024-10-04,74,4.58,19,2,4.15,88
615,53,2025-09-29,78,4.62,14,13,3.47,80
616,24,2025-09-24,70,4.07,34,9,6.39,94
617,32,2024-11-15,89,4.94,51,12,9.32,88
618,65,2024-11-17,69,3.92,12,6,5.17,76
619,85,2024-02-29,48,2.78,18,12,9.03,71
620,88,2026-06-29,94,3.69,47,4,10.49,84
621,89,2024-08-20,47,3.38,10,8,1.27,63
622,77,2024-11-17,79,4.38,72,13,5.98,86
623,32,2024-12-01,71,4.94,17,2,7.77,76
624,48,2025-11-02,83,2.64,63,1,0.83,98
625,84,2024-09-13,81,3.25,18,5,8.0,97
626,23,2026-03-15,48,3.23,49,7,10.27,77
627,95,2026-03-19,80,4.03,56,8,6.22,80
628,56,2025-05-16,61,2.9,40,6,6.41,83
629,97,2026-02-25,73,3.35,4,10,6.81,79
630,41,2024-05-13,59,2.98,65,13,9.17,87
631,32,2026-03-13,99,4.46,34,13,6.13,84
632,17,2024-04-21,99,4.08,54,6,10.54,63
633,51,2025-12-12,85,3.34,45,4,13.89,60
634,87,2024-07-04,72,2.9,24,2,2.71,78
635,98,2025-02-14,96,3.63,62,12,9.88,79
636,18,2024-06-30,93,3.29,9,7,0.51,65
637,36,2026-04-14,90,4.96,12,6,13.67,92
638,33,2024-01-16,79,4.49,50,1,0.19,94
639,14,2024-05-10,75,3.97,51,8,10.69,95
640,26,2026-08-11,50,2.93,46,8,13.97,60
641,35,2025-10-15,73,2.84,53,13,4.02,70
642,55,2025-06-25,49,2.87,15,15,2.55,73
643,33,2025-12-14,59,4.34,62,6,3.5,82
644,76,2026-04-18,91,3.46,69,1,6.97,82
645,82,2024-05-06,55,3.42,34,9,2.7,68
646,86,2025-01-05,80,4.24,30,9,4.93,76
647,97,2024-10-19,62,2.62,55,5,4.65,83
648,84,2024-04-24,74,3.35,19,14,3.03,64
649,18,2026-02-22,57,2.89,58,5,11.57,99
650,95,2026-02-21,91,4.94,11,8,6.63,85
651,27,2026-06-07,60,4.16,22,8,2.63,72
652,72,2024-12-28,79,3.45,22,14,1.18,90
653,92,2026-03-13,45,4.14,8,13,12.72,98
654,50,2024-02-03,60,4.57,33,6,10.75,72
655,50,2026-04-29,83,4.99,30,6,10.82,92
656,19,2024-01-13,62,4.06,30,6,12.73,79
657,5,2025-03-27,99,4.8,14,9,1.13,85
658,61,2024-10-12,77,3.22,9,14,6.43,71
659,33,2026-04-25,61,4.79,47,5,4.0,63
660,69,2025-09-26,58,4.55,47,12,1.08,98
661,28,2024-09-03,73,4.26,71,2,0.33,80
662,83,2025-11-07,83,2.81,69,8,14.41,92
663,33,2026-06-25,79,4.34,55,10,7.96,69
664,98,2026-05-07,89,4.0,40,6,7.27,68
665,62,2024-08-26,51,3.19,58,11,2.15,84
666,5,2024-06-28,96,2.72,70,12,14.46,76
667,35,2024-06-15,53,4.76,72,11,3.47,88
668,67,2025-05-26,60,3.1,14,3,14.64,95
669,4,2025-06-13,70,4.8,21,15,8.54,71
670,66,2024-05-04,48,4.28,72,15,3.26,69
671,6,2024-01-17,97,2.79,24,4,2.72,60
672,9,2026-07-20,89,3.81,60,7,5.75,62
673,4,2026-01-02,77,4.6,72,15,12.05,90
674,50,2025-01-27,52,2.53,11,14,4.5,83
675,12,2025-10-27,63,2.65,31,15,8.34,80
676,32,2024-10-09,86,4.86,66,13,0.81,90
677,54,2024-11-12,95,4.38,71,11,2.16,80
678,53,2025-04-13,82,3.29,13,1,0.15,61
679,97,2026-08-24,70,4.79,1,6,12.28,77
680,43,2026-07-13,92,3.97,57,14,1.21,61
681,89,2024-01-14,47,3.59,50,7,4.1,64
682,83,2025-12-21,70,4.79,39,14,1.39,65
683,29,2025-09-20,63,2.5,58,9,4.93,85
684,76,2025-01-11,62,4.43,61,1,7.89,60
685,99,2025-07-21,80,4.4,56,7,8.27,78
686,19,2026-03-14,69,3.84,52,3,5.89,89
687,2,2025-08-02,78,3.09,56,9,8.38,100
688,16,2024-02-01,75,3.82,63,13,9.25,83
689,48,2025-08-06,96,3.98,24,6,6.86,64
690,59,2024-05-15,69,2.56,31,3,0.43,65
691,56,2025-06-18,89,4.41,46,8,12.75,100
692,74,2025-07-20,80,4.58,24,7,0.32,65
693,1,2026-03-13,93,4.86,48,15,2.17,64
694,60,2024-10-24,68,3.34,41,2,6.96,89
695,91,2024-07-08,50,4.18,18,8,4.52,98
696,10,2025-12-30,51,3.85,71,3,4.28,98
697,76,2025-09-09,70,4.85,56,5,2.74,69
698,62,2026-01-08,66,3.78,10,8,0.9,76
699,94,2025-11-28,68,3.17,17,2,12.37,82
700,38,2024-05-09,68,3.72,6,6,6.58,92
701,1,2026-04-30,99,3.94,17,14,13.06,91
702,1,2026-08-05,90,3.94,7,2,9.52,74
703,91,2024-10-12,66,3.53,7,8,2.66,68
704,61,2024-01-06,56,3.76,72,10,4.99,77
705,8,2026-01-04,50,3.71,67,3,2.5,76
706,58,2026-08-04,60,2.73,54,2,5.9,94
707,99,2025-10-18,68,2.52,9,1,11.82,95
708,90,2025-09-17,93,4.87,12,2,8.66,60
709,23,2024-07-09,99,3.66,14,14,9.89,80
710,55,2024-02-24,50,4.37,6,12,5.5,88
711,73,2025-08-30,53,3.0,5,8,1.16,87
712,41,2026-06-17,88,2.54,62,5,13.6,65
713,65,2024-08-20,81,4.46,72,12,4.98,78
714,83,2025-08-09,54,4.49,67,8,6.26,95
715,28,2026-02-23,99,3.53,17,10,3.93,90
716,15,2026-08-05,71,4.59,12,10,11.92,92
717,19,2026-07-12,75,3.01,40,13,8.12,73
718,99,2024-12-26,91,4.43,5,5,5.05,69
719,100,2025-04-24,80,4.16,52,4,10.3,64
720,38,2024-12-11,58,4.93,47,8,3.91,75
721,20,2025-03-21,71,3.82,52,14,4.17,94
722,5,2026-07-01,92,3.57,25,10,8.26,76
723,39,2026-03-30,79,3.76,71,5,14.52,80
724,30,2024-02-18,69,4.8,39,7,13.73,94
725,43,2025-02-06,66,2.63,57,15,4.22,63
726,47,2024-06-12,73,4.05,46,2,5.53,85
727,27,2026-07-12,81,2.96,2,10,0.61,81
728,99,2025-11-13,65,2.77,64,11,10.53,61
729,77,2026-03-08,51,4.72,13,2,14.95,89
730,65,2025-12-22,69,2.74,3,3,5.0,78
731,57,2026-01-04,88,3.47,23,3,9.54,85
732,80,2025-12-16,68,4.8,41,14,13.81,77
733,11,2024-07-05,88,2.94,1,15,1.33,68
734,57,2024-06-10,65,4.46,46,14,14.43,60
735,54,2024-08-07,93,4.53,7,2,4.86,81
736,93,2024-09-22,56,4.77,45,13,9.85,97
737,57,2026-05-04,85,4.73,44,1,6.63,62
738,64,2025-07-17,51,4.41,25,14,2.02,98
739,7,2025-11-13,67,4.27,47,11,0.52,74
740,97,2024-08-09,98,2.66,2,7,4.39,99
741,39,2024-01-04,94,4.3,27,12,13.47,67
742,36,2025-06-02,67,2.82,5,15,3.3,62
743,79,2025-10-03,89,4.93,37,2,1.17,79
744,79,2025-07-12,51,4.89,44,15,9.27,71
745,46,2024-12-14,67,4.4,32,15,5.67,96
746,19,2025-08-06,47,3.4,10,1,0.98,91
747,74,2024-03-01,45,4.11,51,10,6.48,95
748,10,2025-05-05,79,3.47,57,8,4.02,75
749,65,2025-11-09,62,4.24,17,12,13.36,73
750,25,2026-06-01,81,4.62,40,10,10.51,83
751,29,2024-12-08,46,2.51,63,8,5.72,70
752,42,2024-08-05,45,3.04,45,14,0.26,91
753,49,2025-07-04,65,3.14,51,3,4.36,89
754,33,2024-08-12,56,3.96,24,11,14.21,69
755,29,2025-08-08,64,3.33,13,2,0.33,62
756,6,2024-09-07,86,4.74,54,14,10.18,82
757,1,2024-09-16,85,4.41,70,9,13.71,92
758,32,2024-08-13,45,2.88,15,2,5.82,88
759,18,2024-12-08,84,4.82,37,15,10.21,89
760,97,2026-05-31,81,3.89,70,8,4.92,96
761,24,2024-08-24,50,2.93,55,5,2.6,62
762,31,2025-04-13,71,4.18,23,13,0.23,69
763,48,2026-06-30,67,3.8,10,5,6.98,89
764,4,2026-03-31,89,3.99,1,15,6.73,65
765,45,2025-12-18,98,2.91,71,1,2.8,87
766,22,2026-03-15,51,4.12,22,2,5.35,93
767,16,2025-08-02,78,3.93,63,12,0.16,83
768,13,2025-01-15,72,2.77,15,9,6.6,94
769,43,2024-06-20,80,3.88,41,10,11.27,90
770,91,2026-02-07,89,2.74,72,9,0.76,63
771,99,2026-05-28,66,4.79,62,9,11.51,98
772,28,2026-07-19,49,3.87,49,10,14.14,92
773,75,2026-06-06,75,4.75,66,5,5.04,79
774,7,2024-06-15,87,2.74,66,3,2.61,90
775,1,2025-10-02,48,2.94,28,10,4.49,68
776,30,2024-10-12,53,4.16,20,1,3.85,77
777,63,2026-02-04,62,4.14,17,15,11.26,93
778,15,2025-12-18,49,3.55,47,10,9.08,72
779,2,2024-02-21,88,2.82,2,3,0.64,73
780,36,2025-05-24,90,4.24,29,14,2.05,88
781,46,2024-02-12,99,4.83,14,4,5.66,72
782,100,2025-02-20,93,2.83,12,7,5.1,63
783,33,2024-08-24,70,2.99,8,6,10.76,98
784,57,2025-07-04,74,3.65,51,15,8.81,99
785,29,2024-04-01,53,4.42,3,11,2.51,98
786,54,2024-02-11,88,4.71,10,8,4.55,98
787,21,2024-09-26,82,4.37,68,4,1.88,61
788,32,2025-01-31,98,4.91,70,14,4.21,99
789,51,2025-03-05,55,2.88,11,13,13.04,67
790,63,2026-05-11,45,3.75,47,7,8.4,83
791,54,2025-01-27,98,4.92,51,8,14.32,62
792,30,2025-01-05,89,3.49,20,2,8.6,85
793,47,2024-11-03,48,3.26,37,13,11.47,76
794,84,2025-09-11,47,3.6,56,7,14.7,79
795,99,2025-01-20,57,4.29,54,6,0.23,98
796,22,2024-03-31,74,2.97,22,7,2.11,67
797,38,2026-08-21,54,3.14,53,11,2.15,81
798,84,2026-05-20,80,4.24,35,11,2.35,92
799,66,2026-08-31,85,4.72,6,9,11.05,98
800,88,2026-07-18,84,2.75,53,3,9.63,79
801,92,2024-12-12,50,4.15,49,5,3.39,95
802,31,2026-06-29,53,4.3,37,8,14.61,71
803,47,2026-08-30,87,2.64,69,4,3.45,76
804,26,2026-05-18,97,2.59,31,2,1.27,83
805,86,2025-01-13,78,3.75,4,6,14.7,77
806,60,2025-02-15,94,4.32,35,8,5.03,89
807,76,2024-12-09,90,4.74,35,12,11.6,100
808,26,2025-02-06,68,4.92,56,6,8.51,77
809,50,2025-03-17,91,3.99,65,7,14.44,64
810,27,2025-07-02,62,2.82,23,6,4.35,61
811,90,2024-07-08,45,3.93,40,9,1.4,81
812,98,2025-01-25,70,3.99,42,13,14.11,96
813,51,2024-01-14,64,4.61,24,2,12.82,75
814,59,2024-09-29,62,2.84,48,13,10.79,67
815,24,2025-10-28,69,2.81,37,1,14.97,76
816,70,2026-03-06,82,2.99,21,7,12.27,79
817,41,2025-11-04,64,3.03,8,8,8.54,74
818,99,2025-05-22,74,3.07,3,1,8.06,67
819,68,2025-01-12,97,3.39,22,3,13.99,65
820,94,2025-01-06,80,3.62,72,5,4.84,73
821,85,2026-03-27,62,4.35,23,7,13.35,92
822,59,2025-10-20,61,3.17,64,1,1.78,72
823,21,2026-06-15,86,4.83,4,12,7.98,81
824,95,2025-03-16,97,2.87,57,8,6.85,96
825,52,2024-10-12,88,3.31,25,4,7.07,67
826,8,2026-08-12,86,4.57,46,14,2.37,88
827,69,2024-02-07,49,2.56,48,6,9.77,62
828,4,2024-07-09,54,3.71,23,12,2.01,79
829,41,2024-11-04,74,4.16,25,2,6.44,98
830,30,2025-06-25,81,4.23,16,13,13.79,85
831,81,2024-07-21,89,2.72,22,15,0.62,67
832,49,2026-07-17,84,3.36,20,9,11.66,71
833,93,2026-03-13,46,4.0,24,10,10.92,91
834,32,2026-07-20,67,2.82,48,10,5.35,73
835,31,2026-07-04,54,2.92,57,4,10.52,72
836,67,2025-12-08,83,4.02,1,5,5.52,90
837,89,2024-08-20,98,4.74,29,13,5.38,68
838,55,2026-07-18,72,2.72,45,1,7.1,65
839,7,2025-05-24,80,4.94,6,9,2.89,98
840,16,2024-02-09,93,3.76,21,14,12.82,84
841,13,2024-08-15,45,3.73,20,7,1.59,95
842,72,2025-11-13,88,3.9,24,12,1.44,91
843,81,2025-05-04,72,4.81,34,9,12.91,85
844,26,2025-12-08,65,3.61,34,3,2.26,73
845,20,2024-10-26,54,4.88,66,1,9.56,98
846,33,2026-05-30,54,3.37,20,12,12.25,100
847,24,2026-04-20,56,4.34,46,7,0.95,71
848,80,2026-03-20,66,3.03,7,15,5.91,100
849,93,2025-06-28,75,4.66,32,2,12.84,67
850,8,2024-01-07,62,3.49,63,5,1.66,75
851,63,2024-11-27,87,3.29,72,5,11.61,95
852,20,2025-02-14,45,4.72,10,4,11.64,71
853,85,2026-04-28,48,3.77,37,11,6.05,96
854,93,2026-03-20,75,4.14,50,2,4.78,77
855,61,2026-08-17,47,3.4,33,10,1.18,71
856,81,2024-03-14,87,2.67,12,7,14.66,77
857,10,2025-08-06,81,4.42,44,6,6.48,61
858,86,2024-11-24,50,3.94,49,10,14.77,97
859,58,2026-04-10,80,3.74,24,1,7.21,60
860,18,2025-09-29,46,3.13,56,3,10.03,64
861,84,2025-08-08,76,2.74,12,3,4.68,72
862,32,2025-02-19,93,4.29,52,8,8.03,89
863,5,2025-05-17,81,4.89,61,4,1.21,87
864,62,2025-11-22,59,2.7,24,3,6.62,84
865,98,2025-07-01,46,3.65,44,12,8.69,93
866,80,2026-08-16,75,4.12,54,6,3.63,100
867,27,2025-10-07,85,4.21,40,4,1.82,65
868,99,2025-10-14,69,3.32,25,1,14.31,97
869,43,2024-03-11,56,3.08,19,1,2.46,97
870,46,2024-10-16,98,2.56,45,8,12.13,77
871,73,2024-01-02,85,3.64,37,8,0.2,63
872,18,2025-11-12,71,4.92,60,7,4.66,94
873,98,2026-08-03,72,3.74,39,10,6.77,88
874,40,2025-12-08,50,3.55,26,7,13.37,87
875,5,2024-11-18,61,4.64,5,1,6.16,82
876,90,2025-08-01,59,3.68,5,10,11.11,77
877,55,2025-08-02,84,2.97,60,8,1.28,100
878,84,2025-12-12,67,2.84,49,4,4.88,63
879,48,2024-06-14,82,3.66,2,3,5.58,67
880,68,2026-05-23,55,3.66,27,7,4.57,65
881,41,2026-02-20,84,3.22,68,10,12.76,96
882,43,2024-11-01,84,3.48,37,7,9.9,75
883,43,2026-03-15,93,3.15,38,12,3.4,76
884,10,2025-08-26,95,4.74,16,7,8.58,98
885,32,2024-08-19,93,4.02,34,5,8.72,78
886,74,2024-06-24,62,4.69,34,1,7.93,95
887,19,2026-01-10,59,2.62,43,9,6.36,98
888,62,2025-08-19,91,4.84,69,11,11.58,93
889,35,2025-04-01,51,3.12,14,1,14.97,96
890,17,2025-05-05,48,4.23,15,14,7.23,62
891,42,2025-12-27,64,4.75,67,6,2.97,100
892,53,2024-09-07,68,3.34,17,14,11.69,62
893,2,2024-05-31,47,3.25,56,14,4.64,64
894,93,2024-04-19,84,3.06,7,14,0.51,82
895,18,2025-06-25,94,2.79,60,6,12.89,82
896,91,2024-01-03,83,3.48,43,10,5.13,90
897,72,2026-08-25,72,4.93,11,15,8.65,73
898,9,2025-02-10,61,4.26,71,5,2.92,80
899,50,2024-02-19,59,2.71,29,15,8.18,83
900,27,2024-02-04,63,4.73,25,14,6.17,68
901,32,2025-11-02,57,3.28,38,3,4.05,73
902,14,2026-01-29,46,3.25,58,12,8.73,92
903,89,2024-02-03,88,4.5,51,13,12.34,61
904,71,2025-08-05,95,4.75,41,12,10.65,69
905,36,2025-10-24,69,4.38,7,3,13.3,65
906,85,2024-02-08,76,3.6,37,2,7.04,72
907,39,2026-08-27,58,4.6,8,3,3.5,83
908,7,2025-02-04,55,2.9,72,10,14.17,87
909,44,2024-07-22,56,3.62,44,12,13.09,70
910,26,2024-05-19,53,3.8,20,10,11.92,60
911,3,2024-08-23,53,3.33,14,4,3.15,60
912,3,2025-11-17,59,2.99,53,8,6.67,67
913,55,2026-03-05,95,3.64,2,8,12.85,69
914,62,2024-06-26,84,4.02,41,4,13.49,63
915,36,2026-07-21,86,3.43,8,2,14.13,71
916,30,2024-01-30,92,3.95,34,14,7.37,75
917,28,2025-04-14,62,4.29,17,1,1.99,78
918,9,2024-06-16,96,3.95,3,2,6.87,70
919,85,2026-04-13,96,2.83,7,15,5.66,88
920,93,2026-01-17,71,4.79,34,11,13.26,89
921,100,2024-11-24,51,4.58,61,11,9.58,91
922,34,2025-01-03,71,2.76,24,15,4.03,84
923,82,2025-10-06,79,3.07,57,3,11.85,90
924,19,2024-02-11,66,3.76,9,3,2.42,98
925,75,2025-12-30,95,4.22,50,7,11.4,78
926,33,2024-07-11,77,4.31,19,4,7.33,100
927,58,2024-03-27,81,4.42,10,13,2.88,68
928,12,2025-12-05,48,2.8,59,9,0.73,82
929,71,2025-04-10,71,4.52,7,11,13.75,64
930,7,2025-09-04,97,3.71,5,13,9.48,74
931,20,2024-11-21,67,2.76,33,12,5.39,98
932,95,2026-08-26,93,2.77,14,3,2.71,91
933,50,2024-01-22,92,3.14,29,9,6.87,70
934,47,2025-11-26,99,3.22,19,2,5.7,84
935,42,2026-01-27,88,4.53,49,14,14.38,72
936,95,2024-11-05,45,4.23,26,4,14.64,78
937,57,2025-09-05,98,2.55,65,14,7.83,92
938,75,2026-05-30,66,2.53,60,1,12.09,60
939,48,2026-02-23,84,4.21,65,11,5.31,99
940,41,2025-02-10,57,4.47,58,8,3.93,71
941,55,2025-02-28,85,4.14,21,15,9.01,80
942,30,2024-06-12,62,2.96,64,8,4.85,70
943,46,2025-07-09,81,2.88,54,2,13.3,82
944,11,2026-01-12,54,4.52,18,1,9.85,96
945,21,2024-08-11,54,3.98,15,2,4.91,86
946,6,2025-02-15,54,3.98,41,13,10.01,97
947,30,2026-01-10,72,3.11,20,11,6.19,99
948,38,2024-12-09,87,4.41,24,1,6.53,64
949,85,2024-04-09,61,4.06,4,11,10.07,81
950,25,2024-02-14,58,4.31,29,11,8.12,62
951,35,2026-04-18,81,3.84,29,12,12.85,64
952,83,2026-03-11,50,2.94,20,2,14.25,71
953,10,2025-12-29,68,4.37,66,11,13.68,67
954,48,2025-02-15,79,2.88,56,9,6.32,91
955,39,2025-07-04,45,2.76,15,9,4.97,95
956,8,2024-02-13,69,3.27,40,13,2.09,60
957,50,2025-10-15,56,3.93,65,15,13.99,88
958,68,2025-10-15,75,3.11,41,9,4.98,84
959,52,2025-09-02,63,4.86,52,12,4.73,67
960,56,2024-05-24,91,2.82,38,11,2.79,99
961,92,2024-11-08,72,4.52,23,2,2.98,61
962,89,2026-03-25,49,2.61,21,10,3.87,73
963,15,2024-04-02,63,4.33,66,15,13.21,67
964,61,2024-10-11,84,3.62,53,10,9.18,99
965,74,2026-01-23,89,3.82,21,9,10.5,67
966,71,2025-12-24,46,2.64,56,7,6.21,70
967,1,2024-07-17,48,2.51,26,12,2.5,81
968,70,2024-11-30,70,2.97,13,1,4.89,62
969,23,2026-08-15,62,3.11,68,15,3.6,60
970,46,2025-11-06,80,4.22,54,14,12.17,70
971,100,2025-12-15,81,4.42,8,1,6.82,94
972,56,2024-06-30,55,4.56,56,15,3.74,74
973,72,2024-08-07,58,4.71,65,10,13.41,73
974,62,2026-06-23,71,4.75,11,9,5.11,67
975,81,2024-09-10,79,4.78,52,3,6.02,66
976,56,2024-06-07,80,3.26,14,1,14.6,72
977,85,2024-06-05,77,4.48,26,15,3.46,98
978,13,2026-07-08,88,3.85,66,12,14.57,82
979,24,2025-02-19,74,4.34,9,9,7.21,61
980,62,2026-04-25,76,3.46,6,7,11.36,83
981,75,2024-09-10,55,2.52,69,9,1.6,77
982,99,2024-04-29,49,4.05,60,10,6.72,86
983,59,2025-10-20,77,4.24,46,10,6.34,94
984,32,2026-01-03,79,4.23,45,11,7.51,61
985,94,2025-06-30,54,4.25,49,6,10.47,85
986,50,2024-11-27,93,2.93,46,10,12.46,68
987,58,2024-12-17,58,3.27,65,10,8.53,70
988,42,2026-01-25,59,4.01,56,11,9.58,88
989,39,2024-05-26,53,3.95,3,8,4.09,90
990,98,2025-09-25,84,3.53,39,2,11.49,96
991,51,2024-11-10,76,2.55,1,9,11.75,89
992,88,2024-10-18,88,3.75,72,6,10.32,96
993,52,2026-05-17,62,2.69,66,4,12.06,92
994,39,2026-08-24,52,3.53,32,5,12.6,93
995,81,2024-10-26,66,3.02,69,13,8.04,84
996,100,2024-06-19,82,3.83,34,5,4.81,98
997,85,2024-05-01,85,3.79,51,15,0.25,70
998,5,2025-07-20,55,3.5,59,1,6.01,78
999,78,2025-01-02,48,2.55,70,3,4.13,76
1000,67,2025-07-22,51,4.43,1,9,13.17,96
1001,25,2025-07-18,87,4.51,43,8,4.65,94
1002,31,2025-07-20,84,3.99,61,5,12.52,66
1003,45,2026-03-18,71,4.96,31,1,2.33,88
1004,48,2026-02-17,45,2.62,28,1,10.23,84
1005,87,2025-01-31,70,2.75,46,11,3.13,82
1006,38,2025-11-11,51,3.89,25,14,6.63,94
1007,38,2025-10-31,72,3.62,7,9,11.44,61
1008,16,2024-02-01,78,3.68,54,15,9.68,62
1009,15,2024-02-18,85,4.38,55,6,13.34,67
1010,30,2026-08-18,62,4.8,39,5,2.06,98
1011,6,2026-04-18,70,3.71,44,7,8.42,85
1012,48,2024-04-29,55,3.25,5,7,2.21,68
1013,42,2026-08-12,67,4.03,56,14,7.22,80
1014,55,2024-08-29,94,2.95,24,2,9.17,81
1015,28,2025-05-25,85,4.12,38,8,11.92,76
1016,40,2025-01-16,75,4.75,39,9,4.4,80
1017,77,2025-07-01,59,4.0,42,3,1.54,74
1018,29,2024-08-11,65,2.52,11,3,4.38,82
1019,14,2024-05-10,55,4.25,8,1,11.14,85
1020,85,2024-08-30,56,4.87,9,15,10.79,90
1021,100,2025-07-02,85,2.86,60,8,2.44,77
1022,83,2025-07-21,79,4.33,45,9,4.88,80
1023,42,2024-05-23,55,2.95,40,3,10.25,82
1024,92,2025-05-15,99,3.28,52,2,14.66,80
1025,48,2025-06-25,84,2.71,9,1,5.11,63
1026,82,2024-10-02,48,3.41,12,5,6.78,79
1027,61,2025-03-24,59,4.41,28,6,11.61,79
1028,68,2024-05-01,91,4.36,38,2,12.52,89
